Rank,Stock,Price,Change,ChangePercent,NetBuy
1,3481 群創,50.10,+ 1.30,+2.66%,"81,975"
2,00403A主動統一升級50,10.35,+ 0.11,+1.07%,"65,725"
3,2409 友達,30.50,+ 0.90,+3.04%,"65,133"
4,00981A主動統一台股增長,29.92,+ 0.19,+0.64%,"19,475"
5,1409 新纖,26.85,+ 2.40,+9.82%,"17,976"
6,1101 台泥,24.75,+ 0.45,+1.85%,"17,400"
7,2303 聯電,141.50,+ 4.50,+3.28%,"14,643"
8,2834 臺企銀,17.95,+ 0.25,+1.41%,"13,334"
9,6505 台塑化,87.50,+ 7.90,+9.92%,"13,248"
10,2382 廣達,342.00,+ 14.00,+4.27%,"13,099"
11,1301 台塑,66.70,+ 1.60,+2.46%,"12,839"
12,1326 台化,71.80,+ 1.20,+1.70%,"12,281"
13,2002 中鋼,19.25,+ 0.15,+0.79%,"12,051"
14,6770 力積電,72.40,0.00,0.00%,"11,375"
15,8150 南茂,91.50,+ 1.20,+1.33%,"10,401"
16,1314 中石化,8.21,+ 0.10,+1.23%,"9,275"
17,00406A主動中信台灣收益,9.66,+ 0.05,+0.52%,"9,072"
18,9105 泰金寶-DR,8.89,+ 0.21,+2.42%,"8,951"
19,00685L群益臺灣加權正2,12.39,+ 0.04,+0.32%,"8,880"
20,3711 日月光投控,640.00,+ 22.00,+3.56%,"8,807"
21,2609 陽明,58.50,+ 1.20,+2.09%,"7,543"
22,2353 宏碁,31.80,+ 0.75,+2.42%,"7,398"
23,00631L元大台灣50正2,37.54,+ 0.05,+0.13%,"6,868"
24,0050 元大台灣50,109.65,0.00,0.00%,"6,768"
25,2356 英業達,64.30,+ 0.30,+0.47%,"6,651"
26,3231 緯創,189.00,+ 2.50,+1.34%,"6,388"
27,00992A主動群益科技創新,18.25,+ 0.20,+1.11%,"6,081"
28,2889 國票金,16.70,+ 0.10,+0.60%,"5,749"
29,1718 中纖,10.85,+ 0.45,+4.33%,"5,642"
30,00409A主動復華全球50,9.85,-0.05,-0.51%,"5,510"
31,6239 力成,281.00,+ 5.50,+2.00%,"5,010"
32,1312 國喬,14.65,+ 0.75,+5.40%,"4,647"
33,2377 微星,156.50,+ 4.00,+2.62%,"4,610"
34,2412 中華電,139.50,+ 0.50,+0.36%,"4,571"
35,00991A主動復華未來50,17.70,+ 0.03,+0.17%,"4,466"
36,2104 國際中橡,10.80,+ 0.70,+6.93%,"4,435"
37,1102 亞泥,35.40,+ 0.20,+0.57%,"4,295"
38,2049 上銀,370.50,+ 20.50,+5.86%,"4,129"
39,2892 第一金,37.80,-0.05,-0.13%,"4,066"
40,1709 和益,35.60,+ 2.00,+5.95%,"3,805"
41,3037 欣興,993.00,+ 39.00,+4.09%,"3,791"
42,2426 鼎元,99.50,+ 2.00,+2.05%,"3,733"
43,3006 晶豪科,306.50,+ 8.00,+2.68%,"3,512"
44,2618 長榮航,42.55,+ 0.10,+0.24%,"3,359"
45,009828中信台日韓PCB,9.71,+ 0.08,+0.83%,"3,335"
46,3045 台灣大,119.50,+ 1.50,+1.27%,"3,245"
47,2317 鴻海,252.00,+ 0.50,+0.20%,"3,133"
48,6116 彩晶,14.65,+ 0.35,+2.45%,"3,106"
49,5880 合庫金,26.85,0.00,0.00%,"2,700"
50,8046 南電,"1,110.00",+ 85.00,+8.29%,"2,670"
