Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,00403A主動統一升級50,11.14,-0.01,-0.09%,"477,642","106,614","371,028"
2,00981A主動統一台股增長,32.05,+ 0.05,+0.16%,"370,611","96,975","273,636"
3,00405A主動富邦台灣龍耀,9.45,+ 0.06,+0.64%,"101,464","35,352","66,112"
4,1314 中石化,8.99,+ 0.61,+7.28%,"87,598","31,179","56,418"
5,00631L元大台灣50正2,38.88,-0.60,-1.52%,"194,952","145,360","49,591"
6,00407A主動凱基台灣,10.01,+ 0.06,+0.60%,"130,990","84,419","46,571"
7,00992A主動群益科技創新,19.07,+ 0.10,+0.53%,"58,797","22,136","36,661"
8,00402A主動安聯美國科技,9.96,-0.09,-0.90%,"53,963","18,432","35,530"
9,00918 大華優利高填息30,31.82,-0.02,-0.06%,"55,359","19,909","35,450"
10,1301 台塑,59.70,+ 5.40,+9.94%,"65,738","31,576","34,161"
11,1802 台玻,70.40,-0.70,-0.98%,"73,459","39,771","33,687"
12,0050 元大台灣50,108.80,-0.55,-0.50%,"80,962","48,442","32,520"
13,00999A主動野村臺灣高息,11.06,+ 0.05,+0.45%,"46,592","15,038","31,553"
14,00982A主動群益台灣強棒,25.33,+ 0.35,+1.40%,"50,122","20,161","29,960"
15,00712 復華富時不動產,8.76,-0.04,-0.45%,"57,001","29,008","27,993"
16,00406A主動中信台灣收益,10.41,-0.01,-0.10%,"47,217","20,776","26,440"
17,1303 南亞,197.00,+ 14.00,+7.65%,"58,435","32,949","25,486"
18,009816凱基台灣TOP50,15.78,-0.05,-0.32%,"105,342","80,676","24,665"
19,8150 南茂,108.50,+ 1.50,+1.40%,"52,745","29,454","23,291"
20,2449 京元電子,347.50,+ 16.50,+4.98%,"34,255","10,976","23,279"
21,2887 台新新光金,33.00,-0.35,-1.05%,"103,088","81,706","21,381"
22,009820元大納斯達克精選,9.98,-0.16,-1.58%,"34,374","15,691","18,682"
23,00940 元大台灣價值高息,12.65,+ 0.03,+0.24%,"34,696","16,744","17,951"
24,00673R期元大S＆P原油反1,16.30,+ 0.43,+2.71%,"35,604","18,105","17,498"
25,2618 長榮航,43.90,0.00,0.00%,"79,119","62,921","16,197"
26,2484 希華,87.70,+ 7.90,+9.90%,"31,702","16,051","15,650"
27,00400A主動國泰動能高息,15.17,+ 0.09,+0.60%,"73,030","57,632","15,398"
28,3042 晶技,226.50,+ 20.50,+9.95%,"27,541","12,459","15,081"
29,2634 漢翔,54.60,-1.60,-2.85%,"31,538","16,830","14,707"
30,1326 台化,61.90,+ 5.60,+9.95%,"30,257","16,368","13,888"
31,0052 富邦科技,64.10,-0.30,-0.47%,"34,747","21,395","13,352"
32,00929 復華台灣科技優息,31.19,+ 0.41,+1.33%,"27,060","13,713","13,346"
33,3711 日月光投控,727.00,+ 24.00,+3.41%,"22,012","9,993","12,018"
34,00404A主動聯博動能50,10.25,0.00,0.00%,"19,844","8,816","11,027"
35,2377 微星,143.00,-2.50,-1.72%,"26,365","15,621","10,744"
36,1409 新纖,28.20,+ 2.55,+9.94%,"22,686","12,073","10,612"
37,8033 雷虎,186.00,0.00,0.00%,"29,540","19,457","10,082"
38,2301 光寶科,221.50,+ 2.00,+0.91%,"18,389","8,325","10,063"
39,1312 國喬,14.45,+ 0.65,+4.71%,"29,695","19,632","10,062"
40,4989 榮科,100.50,+ 8.70,+9.48%,"13,176","3,747","9,428"
41,3605 宏致,90.10,+ 4.50,+5.26%,"15,995","6,847","9,147"
42,2105 正新,31.70,+ 1.60,+5.32%,"22,780","14,127","8,652"
43,6257 矽格,251.00,+ 6.00,+2.45%,"13,387","4,814","8,572"
44,2464 盟立,183.50,-6.50,-3.42%,"19,850","11,435","8,415"
45,00983A主動中信ARK創新,12.44,+ 0.09,+0.73%,"15,250","6,970","8,280"
46,2890 永豐金,39.50,-0.50,-1.25%,"138,500","130,338","8,161"
47,6191 精成科,110.00,+ 6.50,+6.28%,"19,216","11,103","8,112"
48,1313 聯成,13.00,+ 0.80,+6.56%,"13,027","5,136","7,890"
49,00994A主動第一金台股優,18.19,+ 0.02,+0.11%,"13,588","5,748","7,840"
50,3706 神達,93.30,+ 2.00,+2.19%,"32,577","24,914","7,662"
