Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2887 台新新光金,23.80,+ 0.70,+3.03%,"205,516"
2,2409 友達,19.05,-0.50,-2.56%,"152,730"
3,009820元大納斯達克精選,10.15,+ 0.11,+1.10%,"124,581"
4,3481 群創,36.10,+ 0.70,+1.98%,"94,557"
5,2317 鴻海,248.50,+ 4.00,+1.64%,"90,888"
6,2356 英業達,52.20,-1.00,-1.88%,"81,178"
7,2881 富邦金,96.10,+ 1.50,+1.59%,"73,517"
8,2344 華邦電,129.50,-4.50,-3.36%,"71,709"
9,6770 力積電,62.80,+ 0.60,+0.96%,"60,694"
10,2027 大成鋼,39.85,+ 0.05,+0.13%,"53,755"
11,00919 群益台灣精選高息,25.76,-0.13,-0.50%,"49,570"
12,2892 第一金,29.30,-0.20,-0.68%,"37,901"
13,1216 統一,75.70,+ 0.90,+1.20%,"30,524"
14,2337 旺宏,162.50,-6.50,-3.85%,"24,902"
15,2882 國泰金,77.90,+ 1.20,+1.56%,"24,419"
16,2303 聯電,110.00,+ 2.00,+1.85%,"23,091"
17,00918 大華優利高填息30,25.35,-0.52,-2.01%,"21,672"
18,2606 裕民,62.80,-1.80,-2.79%,"20,936"
19,3045 台灣大,114.50,-0.50,-0.43%,"20,458"
20,5876 上海商銀,40.10,-0.20,-0.50%,"19,693"
21,2891 中信金,54.80,0.00,0.00%,"17,864"
22,2301 光寶科,204.50,-2.50,-1.21%,"17,680"
23,2481 強茂,117.50,+ 2.00,+1.73%,"17,423"
24,3048 益登,56.10,+ 5.10,+10.00%,"16,600"
25,2890 永豐金,30.20,-0.30,-0.98%,"15,307"
26,3006 晶豪科,251.00,+ 13.00,+5.46%,"14,866"
27,00953B群益優選非投等債,9.55,-0.02,-0.21%,"14,607"
28,6239 力成,248.00,+ 19.00,+8.30%,"14,001"
29,2492 華新科,206.00,-14.00,-6.36%,"12,674"
30,1714 和桐,9.84,-0.16,-1.60%,"12,222"
31,2542 興富發,43.75,+ 0.60,+1.39%,"12,143"
32,3033 威健,47.90,+ 1.50,+3.23%,"11,611"
33,00900 富邦特選高股息30,16.68,-0.39,-2.28%,"10,179"
34,6285 啟碁,260.00,-2.00,-0.76%,"9,856"
35,1605 華新,34.90,-0.70,-1.97%,"9,739"
36,8926 台汽電,61.10,+ 3.50,+6.08%,"9,666"
37,2412 中華電,138.00,+ 0.50,+0.36%,"9,333"
38,00940 元大台灣價值高息,10.95,-0.22,-1.97%,"9,107"
39,2374 佳能,82.20,+ 1.90,+2.37%,"8,869"
40,3042 晶技,144.00,-5.50,-3.68%,"8,646"
41,1904 正隆,20.35,+ 0.40,+2.01%,"8,394"
42,3034 聯詠,466.50,-26.50,-5.38%,"7,733"
43,3576 聯合再生,17.00,-0.70,-3.95%,"7,635"
44,2867 三商壽,7.72,+ 0.02,+0.26%,"7,559"
45,3450 聯鈞,395.50,-26.50,-6.28%,"7,043"
46,00983A主動中信ARK創新,11.59,-0.12,-1.02%,"6,907"
47,00401A主動摩根台灣鑫收,12.38,-0.40,-3.13%,"6,417"
48,6806 森崴能源,15.60,-1.70,-9.83%,"6,094"
49,3704 合勤控,38.20,+ 1.50,+4.09%,"5,935"
50,8028 昇陽半導體,287.50,+ 26.00,+9.94%,"5,914"
