Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.82,+ 0.12,+1.12%,"111,083"
2,3481 群創,56.10,+ 5.10,+10.00%,"80,703"
3,00981A主動統一台股增長,31.70,+ 0.16,+0.51%,"42,017"
4,1802 台玻,74.80,+ 2.90,+4.03%,"35,839"
5,2887 台新新光金,24.60,+ 1.25,+5.35%,"35,321"
6,2408 南亞科,381.50,+ 34.50,+9.94%,"27,016"
7,00992A主動群益科技創新,18.57,+ 0.22,+1.20%,"26,370"
8,2882 國泰金,88.20,+ 2.50,+2.92%,"26,003"
9,2883 凱基金,22.65,+ 0.15,+0.67%,"25,120"
10,3231 緯創,174.00,+ 15.50,+9.78%,"24,687"
11,2884 玉山金,31.45,+ 0.50,+1.62%,"22,276"
12,00878 國泰永續高股息,31.99,+ 1.23,+4.00%,"22,071"
13,2890 永豐金,30.45,+ 0.45,+1.50%,"21,154"
14,6282 康舒,65.80,+ 5.90,+9.85%,"20,671"
15,2303 聯電,146.00,+ 1.50,+1.04%,"20,427"
16,2609 陽明,54.90,+ 2.20,+4.17%,"20,143"
17,9105 泰金寶-DR,9.68,+ 0.88,+10.00%,"16,867"
18,00940 元大台灣價值高息,12.27,+ 0.29,+2.42%,"16,245"
19,00400A主動國泰動能高息,14.95,+ 0.12,+0.81%,"15,540"
20,1402 遠東新,25.05,-0.60,-2.34%,"14,700"
21,2337 旺宏,167.50,+ 1.00,+0.60%,"14,373"
22,1303 南亞,107.50,+ 9.40,+9.58%,"13,946"
23,6213 聯茂,295.00,+ 26.50,+9.87%,"11,995"
24,3706 神達,93.50,+ 4.70,+5.29%,"11,755"
25,00982A主動群益台灣強棒,24.35,+ 0.01,+0.04%,"11,304"
26,2867 三商壽,7.63,+ 0.11,+1.46%,"10,795"
27,2886 兆豐金,41.45,+ 1.45,+3.63%,"10,597"
28,00929 復華台灣科技優息,30.80,+ 0.55,+1.82%,"10,362"
29,00891 中信關鍵半導體,36.42,+ 0.37,+1.03%,"10,351"
30,2353 宏碁,38.70,+ 3.50,+9.94%,"8,568"
31,6456 GIS-KY,83.90,+ 7.40,+9.67%,"8,563"
32,2406 國碩,35.90,+ 1.35,+3.91%,"8,412"
33,1326 台化,53.80,+ 3.90,+7.82%,"8,001"
34,2881 富邦金,110.50,+ 0.50,+0.45%,"7,218"
35,1101 台泥,24.55,+ 0.15,+0.61%,"6,802"
36,0056 元大高股息,51.90,+ 1.70,+3.39%,"6,462"
37,2605 新興,33.20,+ 3.00,+9.93%,"6,390"
38,6443 元晶,42.10,+ 1.40,+3.44%,"6,111"
39,00980A主動野村臺灣優選,24.90,+ 0.42,+1.72%,"5,937"
40,8046 南電,905.00,+ 57.00,+6.72%,"5,750"
41,8422 可寧衛*,27.70,+ 0.80,+2.97%,"5,701"
42,4526 東台,42.80,+ 3.85,+9.88%,"5,510"
43,2412 中華電,140.50,+ 3.50,+2.55%,"5,040"
44,4540 全球傳動,75.40,+ 6.80,+9.91%,"4,935"
45,00900 富邦特選高股息30,19.58,+ 0.66,+3.49%,"4,926"
46,2834 臺企銀,16.20,-0.05,-0.31%,"4,907"
47,2399 映泰,50.20,+ 2.30,+4.80%,"4,863"
48,3715 定穎投控,182.00,+ 8.50,+4.90%,"4,701"
49,2371 大同,30.25,+ 0.45,+1.51%,"4,570"
50,3049 精金,13.10,+ 0.60,+4.80%,"4,564"
