Rank,Stock,Price,Change,ChangePercent,NetSell
1,2610 華航,20.25,-0.20,-0.98%,"-98,829"
2,00991A主動復華未來50,17.52,+ 0.19,+1.10%,"-54,136"
3,2834 臺企銀,16.40,-0.10,-0.61%,"-42,776"
4,2409 友達,26.10,-0.90,-3.33%,"-38,540"
5,2886 兆豐金,49.40,-1.60,-3.14%,"-37,001"
6,5880 合庫金,24.00,-0.70,-2.83%,"-36,472"
7,2880 華南金,43.65,-0.35,-0.80%,"-30,834"
8,00878 國泰永續高股息,33.47,+ 0.07,+0.21%,"-23,100"
9,1303 南亞,190.00,+ 5.00,+2.70%,"-22,568"
10,00982A主動群益台灣強棒,22.50,-0.18,-0.79%,"-21,868"
11,00891 中信關鍵半導體,35.46,-0.04,-0.11%,"-20,263"
12,6005 群益證,30.00,+ 0.45,+1.52%,"-19,571"
13,2884 玉山金,36.90,-0.90,-2.38%,"-18,797"
14,6770 力積電,67.00,-0.60,-0.89%,"-16,654"
15,3481 群創,50.10,-2.20,-4.21%,"-15,140"
16,2327 國巨*,617.00,+ 44.00,+7.68%,"-13,516"
17,2801 彰銀,23.10,-0.10,-0.43%,"-13,117"
18,009816凱基台灣TOP50,15.16,+ 0.04,+0.26%,"-13,090"
19,2812 台中銀,18.50,-0.20,-1.07%,"-12,815"
20,2313 華通,211.50,-3.50,-1.63%,"-12,500"
21,1314 中石化,7.70,-0.04,-0.52%,"-12,212"
22,1714 和桐,16.65,0.00,0.00%,"-12,152"
23,6505 台塑化,71.10,+ 2.10,+3.04%,"-12,073"
24,2449 京元電子,246.00,-2.50,-1.01%,"-11,982"
25,00405A主動富邦台灣龍耀,8.15,+ 0.02,+0.25%,"-9,688"
26,8926 台汽電,55.80,-1.20,-2.11%,"-9,325"
27,6239 力成,282.50,-6.00,-2.08%,"-8,913"
28,2633 台灣高鐵,25.70,-0.20,-0.77%,"-8,756"
29,00712 復華富時不動產,8.84,-0.02,-0.23%,"-8,659"
30,4958 臻鼎-KY,490.00,+ 19.50,+4.14%,"-8,284"
31,6116 彩晶,14.20,-0.70,-4.70%,"-8,036"
32,2492 華新科,300.50,+ 27.00,+9.87%,"-7,821"
33,3090 日電貿,174.50,+ 13.50,+8.39%,"-7,708"
34,00403A主動統一升級50,9.94,+ 0.04,+0.40%,"-7,465"
35,1409 新纖,24.25,-0.50,-2.02%,"-6,969"
36,2646 星宇航空,20.75,0.00,0.00%,"-6,959"
37,2892 第一金,32.70,-0.95,-2.82%,"-6,843"
38,1326 台化,58.20,-0.60,-1.02%,"-6,641"
39,2332 友訊,22.60,-1.00,-4.24%,"-6,606"
40,2478 大毅,121.00,-1.00,-0.82%,"-6,606"
41,00981A主動統一台股增長,28.73,+ 0.20,+0.70%,"-6,417"
42,2324 仁寶,36.30,0.00,0.00%,"-6,157"
43,3026 禾伸堂,646.00,+ 58.00,+9.86%,"-5,867"
44,2382 廣達,315.50,+ 2.00,+0.64%,"-5,418"
45,2883 凱基金,31.05,0.00,0.00%,"-5,325"
46,00632R元大台灣50反1,10.16,-0.01,-0.10%,"-5,155"
47,6226 光鼎,20.30,-1.10,-5.14%,"-4,995"
48,2308 台達電,"1,805.00",-10.00,-0.55%,"-4,955"
49,00980A主動野村臺灣優選,24.29,+ 0.20,+0.83%,"-4,769"
50,2838 聯邦銀,19.90,-0.25,-1.24%,"-4,713"
