Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,8.47,+ 0.01,+0.12%,"-416,434"
2,0050 元大台灣50,93.50,-0.20,-0.21%,"-355,722"
3,00981A主動統一台股增長,23.76,-0.09,-0.38%,"-174,336"
4,00991A主動復華未來50,14.01,-0.06,-0.43%,"-130,578"
5,00405A主動富邦台灣龍耀,6.68,-0.02,-0.30%,"-101,108"
6,009816凱基台灣TOP50,13.41,+ 0.06,+0.45%,"-88,229"
7,6770 力積電,49.55,-0.85,-1.69%,"-70,032"
8,2317 鴻海,229.50,-7.50,-3.16%,"-60,002"
9,00631L元大台灣50正2,28.38,-0.15,-0.53%,"-53,261"
10,0056 元大高股息,46.29,-0.44,-0.94%,"-44,283"
11,2330 台積電,"2,205.00",+ 5.00,+0.23%,"-42,126"
12,2337 旺宏,91.80,-10.20,-10.00%,"-39,571"
13,1301 台塑,54.00,-2.20,-3.91%,"-37,678"
14,00400A主動國泰動能高息,11.83,-0.05,-0.42%,"-34,074"
15,1314 中石化,7.37,-0.14,-1.86%,"-29,402"
16,2382 廣達,279.00,-30.50,-9.85%,"-28,963"
17,1605 華新,28.60,-0.75,-2.56%,"-28,846"
18,1326 台化,56.40,-2.10,-3.59%,"-27,876"
19,2449 京元電子,203.50,-9.00,-4.24%,"-24,451"
20,2408 南亞科,328.00,-25.50,-7.21%,"-23,939"
21,2880 華南金,42.65,+ 0.85,+2.03%,"-22,821"
22,00982A主動群益台灣強棒,18.54,-0.33,-1.75%,"-20,961"
23,00935 野村臺灣新科技50,47.90,+ 0.28,+0.59%,"-20,933"
24,00891 中信關鍵半導體,30.19,+ 0.03,+0.10%,"-20,001"
25,00990A主動元大AI新經濟,13.65,-0.18,-1.30%,"-17,794"
26,2301 光寶科,190.00,+ 5.00,+2.70%,"-17,295"
27,1312 國喬,10.90,-0.20,-1.80%,"-16,858"
28,2515 中工,11.65,0.00,0.00%,"-15,013"
29,2332 友訊,21.60,-2.40,-10.00%,"-14,619"
30,2323 中環,9.38,-0.13,-1.37%,"-14,425"
31,009820元大納斯達克精選,8.96,-0.25,-2.71%,"-14,269"
32,3711 日月光投控,505.00,+ 6.00,+1.20%,"-13,382"
33,2104 國際中橡,9.65,-0.02,-0.21%,"-13,367"
34,00919 群益台灣精選高息,28.25,-0.25,-0.88%,"-12,990"
35,8112 至上,75.60,-1.10,-1.43%,"-12,713"
36,2353 宏碁,27.90,-0.75,-2.62%,"-12,519"
37,3037 欣興,716.00,+ 28.00,+4.07%,"-12,397"
38,00881 國泰台灣科技龍頭,46.04,-0.03,-0.07%,"-12,000"
39,1710 東聯,12.70,-0.45,-3.42%,"-11,384"
40,00996A主動兆豐台灣豐收,10.97,-0.19,-1.70%,"-10,624"
41,00927 群益半導體收益,31.43,-0.16,-0.51%,"-10,030"
42,1304 台聚,11.05,-0.25,-2.21%,"-9,889"
43,2885 元大金,63.10,+ 0.90,+1.45%,"-9,795"
44,1313 聯成,10.25,-0.35,-3.30%,"-9,250"
45,6005 群益證,32.75,-0.10,-0.30%,"-9,005"
46,00988A主動統一全球創新,14.16,-0.19,-1.32%,"-8,961"
47,00685L群益臺灣加權正2,9.16,-0.06,-0.65%,"-8,680"
48,6239 力成,214.50,-14.00,-6.13%,"-8,588"
49,1504 東元,60.50,-1.50,-2.42%,"-8,499"
50,8131 福懋科,51.10,-2.50,-4.66%,"-8,426"
