Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2337 旺宏,143.50,+ 13.00,+9.96%,"242,591","62,316","180,274"
2,1802 台玻,64.10,+ 2.10,+3.39%,"162,564","14,621","147,943"
3,2353 宏碁,28.90,+ 1.45,+5.28%,"113,226","18,362","94,864"
4,2485 兆赫,80.00,+ 5.00,+6.67%,"160,092","80,602","79,490"
5,6282 康舒,52.80,+ 2.50,+4.97%,"93,441","26,185","67,256"
6,00929 復華台灣科技優息,20.15,+ 0.33,+1.66%,"102,111","40,041","62,070"
7,2344 華邦電,128.00,+ 4.50,+3.64%,"296,360","236,549","59,811"
8,00981A主動統一台股增長,20.91,+ 0.56,+2.75%,"179,213","124,296","54,918"
9,1711 永光,39.35,+ 0.30,+0.77%,"117,388","72,234","45,154"
10,4927 泰鼎-KY,45.50,-4.05,-8.17%,"56,355","17,802","38,553"
11,8110 華東,61.20,+ 0.30,+0.49%,"57,827","19,773","38,053"
12,00918 大華優利高填息30,23.68,+ 0.11,+0.47%,"73,349","35,943","37,406"
13,009816凱基台灣TOP50,11.01,+ 0.17,+1.57%,"183,208","149,227","33,981"
14,3576 聯合再生,25.60,-1.10,-4.12%,"79,570","45,598","33,973"
15,3049 精金,14.95,+ 1.35,+9.93%,"51,422","18,268","33,154"
16,4906 正文,33.45,+ 1.85,+5.85%,"52,447","19,978","32,468"
17,2449 京元電子,323.00,+ 29.00,+9.86%,"35,571","10,911","24,660"
18,2495 普安,35.95,+ 3.25,+9.94%,"25,693","4,938","20,755"
19,2303 聯電,61.10,+ 0.40,+0.66%,"65,948","46,840","19,108"
20,2369 菱生,31.55,+ 1.70,+5.70%,"56,280","37,533","18,747"
21,8028 昇陽半導體,197.00,+ 8.00,+4.23%,"29,282","10,782","18,500"
22,3437 榮創,22.50,-0.90,-3.85%,"20,551","2,308","18,243"
23,2413 環科,58.80,+ 3.00,+5.38%,"23,289","5,312","17,976"
24,8021 尖點,260.50,+ 23.50,+9.92%,"25,234","7,907","17,327"
25,3028 增你強,58.90,+ 2.30,+4.06%,"24,035","7,511","16,524"
26,00632R元大台灣50反1,13.75,-0.24,-1.72%,"88,053","71,875","16,179"
27,00991A主動復華未來50,13.36,+ 0.48,+3.73%,"88,147","73,219","14,928"
28,3711 日月光投控,357.50,+ 15.50,+4.53%,"27,008","12,206","14,802"
29,00994A主動第一金台股優,12.66,+ 0.46,+3.77%,"17,212","2,655","14,557"
30,3715 定穎投控,173.50,+ 15.50,+9.81%,"65,951","51,398","14,553"
31,4989 榮科,75.50,+ 6.80,+9.90%,"47,059","32,604","14,455"
32,0050 元大台灣50,77.80,+ 1.15,+1.50%,"78,000","63,987","14,013"
33,2027 大成鋼,37.90,+ 0.50,+1.34%,"28,329","15,205","13,124"
34,1809 中釉,29.55,+ 2.65,+9.85%,"25,880","13,006","12,874"
35,6451 訊芯-KY,279.00,+ 18.50,+7.10%,"15,936","3,391","12,545"
36,2002 中鋼,19.30,+ 0.05,+0.26%,"38,923","26,522","12,401"
37,00891 中信關鍵半導體,25.04,+ 0.66,+2.71%,"22,688","10,812","11,876"
38,00988A主動統一全球創新,13.21,+ 0.41,+3.20%,"31,614","19,853","11,761"
39,4919 新唐,90.40,+ 8.20,+9.98%,"19,919","8,164","11,756"
40,2880 華南金,33.40,0.00,0.00%,"26,221","14,504","11,717"
41,2489 瑞軒,39.00,-0.90,-2.26%,"21,218","9,875","11,343"
42,6770 力積電,71.90,+ 0.20,+0.28%,"404,267","393,355","10,912"
43,2610 華航,18.95,-0.05,-0.26%,"40,795","30,971","9,824"
44,00738U期元大道瓊白銀,64.65,-2.50,-3.72%,"15,905","6,318","9,587"
45,00993A主動安聯台灣,10.99,+ 0.29,+2.71%,"51,502","41,919","9,583"
46,0052 富邦科技,46.45,+ 0.77,+1.69%,"35,483","26,041","9,442"
47,00940 元大台灣價值高息,9.89,+ 0.06,+0.61%,"54,223","44,809","9,413"
48,3706 神達,84.50,+ 0.80,+0.96%,"22,427","13,145","9,282"
49,1735 日勝化,31.45,+ 2.75,+9.58%,"10,811","1,584","9,228"
50,2892 第一金,28.95,-0.15,-0.52%,"28,004","18,782","9,222"
