Rank,Stock,Price,Change,ChangePercent,NetSell
1,2892 第一金,33.20,+ 0.45,+1.37%,"-117,838"
2,2801 彰銀,23.85,-0.15,-0.63%,"-115,953"
3,2886 兆豐金,46.15,+ 0.05,+0.11%,"-95,105"
4,2409 友達,30.65,-2.05,-6.27%,"-77,661"
5,2890 永豐金,40.00,+ 0.10,+0.25%,"-74,535"
6,2002 中鋼,18.65,-0.15,-0.80%,"-68,196"
7,2337 旺宏,143.50,-12.00,-7.72%,"-58,948"
8,2610 華航,22.55,-1.15,-4.85%,"-54,631"
9,1101 台泥,23.00,-0.25,-1.08%,"-50,798"
10,2344 華邦電,190.00,-17.50,-8.43%,"-44,598"
11,3702 大聯大,110.00,+ 3.00,+2.80%,"-37,440"
12,6770 力積電,74.30,-5.40,-6.78%,"-36,660"
13,2618 長榮航,43.90,-1.00,-2.23%,"-33,882"
14,2027 大成鋼,41.50,+ 1.15,+2.85%,"-29,865"
15,2887 台新新光金,33.35,+ 0.10,+0.30%,"-27,588"
16,2891 中信金,70.60,-0.40,-0.56%,"-26,364"
17,6116 彩晶,18.35,-1.25,-6.38%,"-24,091"
18,2317 鴻海,248.00,-3.00,-1.20%,"-23,154"
19,2408 南亞科,421.00,-31.50,-6.96%,"-20,312"
20,8112 至上,89.70,-2.70,-2.92%,"-19,093"
21,4904 遠傳,103.50,-1.50,-1.43%,"-18,534"
22,2834 臺企銀,17.60,-0.15,-0.85%,"-18,411"
23,2412 中華電,141.50,0.00,0.00%,"-18,349"
24,1718 中纖,12.40,-1.05,-7.81%,"-18,326"
25,3045 台灣大,118.00,+ 1.50,+1.29%,"-17,346"
26,2542 興富發,42.35,-0.70,-1.63%,"-16,514"
27,1402 遠東新,28.30,-0.20,-0.70%,"-15,157"
28,2633 台灣高鐵,26.50,0.00,0.00%,"-14,436"
29,3231 緯創,159.50,+ 1.00,+0.63%,"-13,897"
30,2885 元大金,66.00,+ 0.30,+0.46%,"-11,530"
31,3016 嘉晶,122.00,-11.50,-8.61%,"-10,935"
32,2845 遠東銀,13.00,0.00,0.00%,"-10,686"
33,2377 微星,145.50,-0.50,-0.34%,"-10,051"
34,2867 三商壽,8.25,-0.09,-1.08%,"-9,433"
35,00927 群益半導體收益,42.48,+ 0.73,+1.75%,"-8,514"
36,2356 英業達,66.90,+ 0.30,+0.45%,"-8,331"
37,1605 華新,35.75,-1.45,-3.90%,"-8,159"
38,5876 上海商銀,42.40,-0.30,-0.70%,"-7,986"
39,2347 聯強,93.60,+ 2.50,+2.74%,"-7,167"
40,2352 佳世達,32.35,-1.75,-5.13%,"-7,023"
41,9945 潤泰新,26.60,-0.20,-0.75%,"-6,720"
42,2489 瑞軒,40.90,-2.40,-5.54%,"-6,587"
43,8926 台汽電,74.30,-2.00,-2.62%,"-6,526"
44,2884 玉山金,32.90,-0.15,-0.45%,"-6,370"
45,2609 陽明,50.70,-1.30,-2.50%,"-6,156"
46,2903 遠百,21.80,+ 0.05,+0.23%,"-5,875"
47,2313 華通,220.00,-12.50,-5.38%,"-5,215"
48,1216 統一,74.50,0.00,0.00%,"-5,081"
49,6191 精成科,103.50,-3.00,-2.82%,"-5,008"
50,5469 瀚宇博,86.60,-2.70,-3.02%,"-4,963"
