Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00406A主動中信台灣收益,9.84,+ 0.14,+1.44%,"344,097","1,333,325","-989,228"
2,00712 復華富時不動產,7.91,+ 0.04,+0.51%,"183,567","838,930","-655,362"
3,00918 大華優利高填息30,34.10,-0.09,-0.26%,"140,067","777,916","-637,848"
4,00919 群益台灣精選高息,32.16,-0.11,-0.34%,"157,528","665,849","-508,321"
5,00673R期元大S＆P原油反1,10.45,0.00,0.00%,"119,435","318,435","-198,999"
6,00961 FT臺灣永續高息,13.26,-0.03,-0.23%,"52,543","226,410","-173,866"
7,2344 華邦電,171.00,-3.00,-1.72%,"140,670","281,634","-140,963"
8,009828中信台日韓PCB,9.65,+ 0.25,+2.66%,"127,210","260,550","-133,340"
9,009816凱基台灣TOP50,16.52,+ 0.05,+0.30%,"245,611","357,203","-111,592"
10,00929 復華台灣科技優息,29.13,+ 0.07,+0.24%,"83,394","183,169","-99,775"
11,2002 中鋼,18.65,0.00,0.00%,"76,062","144,250","-68,187"
12,2324 仁寶,37.05,-0.55,-1.46%,"79,128","138,013","-58,884"
13,00896 中信綠能及電動車,27.50,+ 0.05,+0.18%,"30,924","88,976","-58,052"
14,00404A主動聯博動能50,9.87,+ 0.07,+0.71%,"63,073","118,413","-55,339"
15,009826貝萊德世界股票,10.10,+ 0.08,+0.80%,"43,541","98,791","-55,249"
16,3231 緯創,180.50,-6.00,-3.22%,"124,282","177,650","-53,367"
17,009803玉山市值動能50,21.57,+ 0.11,+0.51%,"26,751","74,718","-47,967"
18,00953B群益優選非投等債,9.55,0.00,0.00%,"121,754","153,795","-32,041"
19,00984D主動聯博全球非投,9.86,-0.01,-0.10%,"50,464","81,454","-30,990"
20,1303 南亞,231.50,-8.00,-3.34%,"99,489","129,941","-30,451"
21,2408 南亞科,497.00,-19.00,-3.68%,"78,165","103,260","-25,094"
22,0056 元大高股息,56.85,-0.30,-0.52%,"58,064","82,122","-24,057"
23,3706 神達,79.30,-0.50,-0.63%,"14,998","36,427","-21,428"
24,2330 台積電,"2,460.00",-20.00,-0.81%,"47,896","69,022","-21,125"
25,0050 元大台灣50,111.85,+ 0.50,+0.45%,"242,737","263,533","-20,796"
26,00962 台新AI優息動能,15.07,-0.03,-0.20%,"12,092","32,734","-20,642"
27,8112 至上,82.20,-0.90,-1.08%,"10,300","30,691","-20,390"
28,009829大華韓國KOSPI50,10.97,+ 0.18,+1.67%,"84,455","104,139","-19,684"
29,00999A主動野村臺灣高息,11.26,+ 0.01,+0.09%,"35,705","55,086","-19,380"
30,00753L中信中國50正2,9.21,+ 0.26,+2.91%,"38,486","57,742","-19,256"
31,00930 永豐ESG低碳高息,24.81,+ 0.08,+0.32%,"12,411","31,405","-18,993"
32,6949 沛爾生醫*-創,50.80,-3.00,-5.58%,"36,281","52,163","-15,882"
33,2887 台新新光金,42.90,-0.90,-2.05%,"224,053","238,686","-14,632"
34,5871 中租-KY,108.00,-2.50,-2.26%,"22,131","36,596","-14,464"
35,2801 彰銀,28.35,-0.10,-0.35%,"133,584","148,037","-14,452"
36,2889 國票金,16.85,-0.05,-0.30%,"64,559","77,420","-12,860"
37,2492 華新科,311.00,+ 2.50,+0.81%,"30,016","42,774","-12,757"
38,2301 光寶科,284.50,-4.00,-1.39%,"37,846","50,201","-12,355"
39,9904 寶成,24.60,-0.25,-1.01%,"49,037","61,171","-12,134"
40,1722 台肥,41.85,-0.35,-0.83%,"13,423","25,482","-12,059"
41,00985B群益ESG投等債0-5,10.09,-0.02,-0.20%,"32,126","44,064","-11,938"
42,2313 華通,222.00,0.00,0.00%,"33,889","45,737","-11,847"
43,2105 正新,30.00,-0.05,-0.17%,"14,086","25,698","-11,611"
44,1717 長興,71.00,-0.70,-0.98%,"9,337","20,552","-11,214"
45,1409 新纖,24.10,-0.35,-1.43%,"49,419","60,540","-11,120"
46,2337 旺宏,118.00,-2.00,-1.67%,"58,394","69,486","-11,091"
47,3376 新日興,180.50,+ 3.50,+1.98%,"10,576","21,666","-11,090"
48,6919 康霈*,82.60,-0.50,-0.60%,"10,347","21,055","-10,707"
49,2027 大成鋼,46.50,-0.15,-0.32%,"47,577","57,737","-10,159"
50,1402 遠東新,27.85,0.00,0.00%,"34,489","44,348","-9,859"
