Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2303 聯電,102.50,-11.00,-9.69%,"39,628"
2,1303 南亞,141.50,-15.50,-9.87%,"25,498"
3,00712 復華富時不動產,8.93,+ 0.14,+1.59%,"21,273"
4,2409 友達,23.65,-0.25,-1.05%,"17,554"
5,5880 合庫金,26.10,+ 0.15,+0.58%,"17,505"
6,2610 華航,21.70,-0.05,-0.23%,"14,106"
7,2412 中華電,140.50,-0.50,-0.35%,"12,934"
8,2618 長榮航,41.45,-1.30,-3.04%,"12,758"
9,00919 群益台灣精選高息,28.50,-0.39,-1.35%,"11,078"
10,5876 上海商銀,44.35,+ 0.45,+1.03%,"10,266"
11,2002 中鋼,18.95,-0.05,-0.26%,"9,457"
12,4904 遠傳,106.50,+ 0.50,+0.47%,"9,031"
13,00940 元大台灣價值高息,11.62,-0.16,-1.36%,"7,622"
14,2356 英業達,60.30,+ 1.50,+2.55%,"7,498"
15,2313 華通,171.00,-11.00,-6.04%,"7,295"
16,00878 國泰永續高股息,30.91,-0.59,-1.87%,"6,866"
17,9105 泰金寶-DR,7.38,-0.37,-4.77%,"6,252"
18,5871 中租-KY,112.50,+ 0.50,+0.45%,"6,194"
19,4958 臻鼎-KY,404.50,-23.00,-5.38%,"6,152"
20,00882 中信中國高股息,15.43,+ 0.32,+2.12%,"6,107"
21,9904 寶成,24.10,+ 0.05,+0.21%,"5,607"
22,2324 仁寶,34.85,+ 0.15,+0.43%,"5,295"
23,2367 燿華,35.85,-2.55,-6.64%,"5,236"
24,1714 和桐,13.20,-0.45,-3.30%,"4,815"
25,1802 台玻,44.05,-4.10,-8.52%,"4,788"
26,2615 萬海,85.00,+ 1.40,+1.67%,"4,724"
27,1711 永光,31.45,-1.20,-3.68%,"4,684"
28,2609 陽明,50.10,-0.60,-1.18%,"4,679"
29,2489 瑞軒,26.10,-1.35,-4.92%,"4,402"
30,00988A主動統一全球創新,14.35,-1.04,-6.76%,"4,294"
31,2867 三商壽,9.37,+ 0.02,+0.21%,"4,106"
32,3231 緯創,169.50,-0.50,-0.29%,"4,023"
33,009805台新美國電力基建,15.52,-0.26,-1.65%,"3,930"
34,3045 台灣大,113.50,-0.50,-0.44%,"3,820"
35,2603 長榮,201.50,+ 1.50,+0.75%,"3,689"
36,2836 高雄銀,11.95,-0.50,-4.02%,"3,604"
37,2027 大成鋼,43.25,+ 1.05,+2.49%,"3,551"
38,6770 力積電,50.40,-5.40,-9.68%,"3,429"
39,2485 兆赫,35.45,-1.55,-4.19%,"3,385"
40,8422 可寧衛*,24.80,-0.15,-0.60%,"3,358"
41,00945B凱基美國非投等債,14.66,+ 0.01,+0.07%,"3,248"
42,3715 定穎投控,98.00,-6.00,-5.77%,"3,211"
43,1310 台苯,7.46,-0.62,-7.67%,"3,161"
44,00688L國泰20年美債正2,6.70,+ 0.04,+0.60%,"3,128"
45,00918 大華優利高填息30,31.46,-0.37,-1.16%,"3,093"
46,6282 康舒,40.70,-2.15,-5.02%,"3,037"
47,009821野村稀土關鍵資源,12.48,-0.24,-1.89%,"2,966"
48,6239 力成,233.00,-18.50,-7.36%,"2,924"
49,2890 永豐金,38.60,-0.05,-0.13%,"2,923"
50,6919 康霈*,102.00,-1.50,-1.45%,"2,878"
