Rank,Stock,Price,Change,ChangePercent,NetSell
1,2610 華航,20.10,-0.15,-0.74%,"-124,660"
2,2834 臺企銀,16.45,-0.05,-0.30%,"-65,461"
3,2409 友達,25.75,-0.50,-1.90%,"-52,031"
4,5880 合庫金,24.20,+ 0.10,+0.41%,"-46,934"
5,3481 群創,49.40,-1.00,-1.98%,"-43,553"
6,2880 華南金,39.10,-2.35,-5.67%,"-37,696"
7,1303 南亞,189.00,0.00,0.00%,"-33,109"
8,2884 玉山金,37.30,+ 0.55,+1.50%,"-27,231"
9,6005 群益證,30.60,0.00,0.00%,"-26,781"
10,00991A主動復華未來50,18.19,+ 0.40,+2.25%,"-23,730"
11,4958 臻鼎-KY,477.50,+ 6.00,+1.27%,"-23,163"
12,00891 中信關鍵半導體,36.57,+ 0.64,+1.78%,"-23,107"
13,2886 兆豐金,45.85,-1.10,-2.34%,"-22,919"
14,1314 中石化,7.66,-0.12,-1.54%,"-22,367"
15,00878 國泰永續高股息,33.78,+ 0.26,+0.78%,"-21,803"
16,1102 亞泥,31.70,-0.65,-2.01%,"-21,055"
17,2492 華新科,316.50,+ 28.50,+9.90%,"-20,562"
18,2327 國巨*,662.00,+ 60.00,+9.97%,"-19,131"
19,6116 彩晶,13.95,-0.20,-1.41%,"-18,724"
20,2812 台中銀,18.65,0.00,0.00%,"-18,246"
21,5388 中磊,81.10,-1.30,-1.58%,"-17,888"
22,2449 京元電子,253.50,-5.50,-2.12%,"-17,019"
23,1714 和桐,16.70,-0.70,-4.02%,"-16,960"
24,6505 台塑化,69.80,-0.40,-0.57%,"-16,381"
25,00982A主動群益台灣強棒,23.18,+ 0.36,+1.58%,"-14,186"
26,8150 南茂,92.90,+ 0.70,+0.76%,"-13,974"
27,2633 台灣高鐵,25.95,+ 0.15,+0.58%,"-13,053"
28,3090 日電貿,175.00,+ 4.50,+2.64%,"-13,003"
29,6239 力成,283.00,+ 1.50,+0.53%,"-12,930"
30,2313 華通,212.00,+ 3.00,+1.44%,"-12,492"
31,2801 彰銀,23.55,-0.15,-0.63%,"-12,412"
32,3026 禾伸堂,691.00,+ 6.00,+0.88%,"-11,966"
33,2646 星宇航空,20.40,-0.15,-0.73%,"-11,863"
34,2478 大毅,130.00,+ 1.50,+1.17%,"-11,461"
35,2481 強茂,143.00,+ 4.00,+2.88%,"-10,779"
36,8926 台汽電,55.80,-1.00,-1.76%,"-10,427"
37,2105 正新,30.70,-1.40,-4.36%,"-9,530"
38,2382 廣達,325.00,-0.50,-0.15%,"-9,257"
39,2368 金像電,"1,010.00",+ 10.00,+1.00%,"-8,434"
40,3045 台灣大,108.50,-1.00,-0.91%,"-8,178"
41,8033 雷虎,183.50,+ 10.50,+6.07%,"-7,695"
42,2820 華票,16.25,+ 0.05,+0.31%,"-7,514"
43,3702 大聯大,123.50,+ 1.00,+0.82%,"-6,886"
44,6226 光鼎,19.60,-0.70,-3.45%,"-6,657"
45,3596 智易,166.00,-2.50,-1.48%,"-6,655"
46,3704 合勤控,41.85,-0.75,-1.76%,"-6,468"
47,1409 新纖,25.15,+ 0.35,+1.41%,"-6,325"
48,2412 中華電,136.00,0.00,0.00%,"-5,993"
49,3703 欣陸,20.00,0.00,0.00%,"-5,641"
50,8046 南電,"1,215.00",-50.00,-3.95%,"-5,573"
