Rank,Stock,Price,Change,ChangePercent,NetSell
1,2884 玉山金,38.55,-0.15,-0.39%,"-102,723"
2,009816凱基台灣TOP50,15.46,+ 0.03,+0.19%,"-78,558"
3,3481 群創,46.25,-0.15,-0.32%,"-74,467"
4,2887 台新新光金,37.30,-0.20,-0.53%,"-70,657"
5,2885 元大金,63.20,+ 0.40,+0.64%,"-68,699"
6,2834 臺企銀,16.35,-0.10,-0.61%,"-56,405"
7,3231 緯創,179.50,-2.50,-1.37%,"-45,706"
8,0050 元大台灣50,106.05,+ 0.15,+0.14%,"-38,692"
9,2317 鴻海,252.00,+ 5.50,+2.23%,"-38,548"
10,2890 永豐金,39.35,+ 0.20,+0.51%,"-35,450"
11,2327 國巨*,555.00,+ 18.00,+3.35%,"-35,101"
12,2492 華新科,285.00,+ 15.50,+5.75%,"-34,725"
13,6770 力積電,69.60,-0.40,-0.57%,"-33,097"
14,2891 中信金,63.80,-0.80,-1.24%,"-30,635"
15,3702 大聯大,101.50,-3.00,-2.87%,"-26,383"
16,1303 南亞,227.50,+ 20.50,+9.90%,"-25,925"
17,00712 復華富時不動產,8.75,-0.09,-1.02%,"-25,149"
18,2377 微星,145.00,-1.00,-0.68%,"-22,499"
19,4938 和碩,89.40,+ 0.10,+0.11%,"-20,438"
20,5388 中磊,77.50,+ 0.10,+0.13%,"-19,988"
21,00632R元大台灣50反1,9.95,-0.04,-0.40%,"-19,681"
22,00878 國泰永續高股息,32.71,-0.11,-0.34%,"-16,602"
23,2332 友訊,20.30,+ 0.30,+1.50%,"-15,749"
24,2352 佳世達,28.00,-0.10,-0.36%,"-14,978"
25,00918 大華優利高填息30,34.12,-0.06,-0.18%,"-14,504"
26,6239 力成,277.00,-9.00,-3.15%,"-13,623"
27,8112 至上,92.20,-0.90,-0.97%,"-12,941"
28,2412 中華電,135.50,-0.50,-0.37%,"-12,233"
29,2645 長榮航太,178.50,-0.50,-0.28%,"-12,027"
30,00830 國泰費城半導體,83.65,+ 1.45,+1.76%,"-11,333"
31,4763 材料*-KY,45.80,-0.80,-1.72%,"-10,628"
32,00990A主動元大AI新經濟,15.56,+ 0.32,+2.10%,"-10,573"
33,2481 強茂,146.50,-4.00,-2.66%,"-10,278"
34,2376 技嘉,345.00,-6.50,-1.85%,"-10,025"
35,3049 精金,12.70,-0.65,-4.87%,"-9,267"
36,00919 群益台灣精選高息,31.31,+ 0.10,+0.32%,"-9,249"
37,1101 台泥,24.10,-0.20,-0.82%,"-9,175"
38,3036 文曄,193.00,-3.50,-1.78%,"-9,093"
39,3033 威健,45.20,-0.20,-0.44%,"-9,072"
40,00891 中信關鍵半導體,34.27,-0.09,-0.26%,"-8,501"
41,2436 偉詮電,67.40,+ 3.10,+4.82%,"-8,448"
42,009820元大納斯達克精選,9.80,+ 0.12,+1.24%,"-8,251"
43,2605 新興,34.40,-0.45,-1.29%,"-7,369"
44,6282 康舒,45.15,-0.15,-0.33%,"-7,345"
45,8996 高力,"1,310.00",+ 115.00,+9.62%,"-7,140"
46,2489 瑞軒,40.05,-1.45,-3.49%,"-7,118"
47,1810 和成,25.90,+ 0.35,+1.37%,"-7,067"
48,2406 國碩,28.70,-0.15,-0.52%,"-7,065"
49,3209 全科,51.40,-0.40,-0.77%,"-6,881"
50,3042 晶技,192.00,+ 6.50,+3.50%,"-6,719"
