Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00981A主動統一台股增長,28.69,+ 0.19,+0.67%,"146,176"
2,3231 緯創,173.50,+ 9.50,+5.79%,"122,513"
3,00403A主動統一升級50,9.97,-0.02,-0.20%,"105,611"
4,2002 中鋼,19.10,+ 0.25,+1.33%,"88,244"
5,009816凱基台灣TOP50,15.08,+ 0.04,+0.27%,"86,363"
6,00631L元大台灣50正2,35.07,+ 0.27,+0.78%,"70,563"
7,2317 鴻海,257.50,+ 6.00,+2.39%,"64,131"
8,2883 凱基金,30.85,+ 0.40,+1.31%,"61,226"
9,00405A主動富邦台灣龍耀,8.26,-0.04,-0.48%,"50,300"
10,2618 長榮航,40.85,-1.25,-2.97%,"50,186"
11,2884 玉山金,35.65,-0.40,-1.11%,"48,112"
12,00990A主動元大AI新經濟,16.86,+ 0.16,+0.96%,"40,751"
13,2885 元大金,63.30,+ 0.20,+0.32%,"40,001"
14,6505 台塑化,93.20,+ 8.10,+9.52%,"39,805"
15,2356 英業達,63.00,+ 1.30,+2.11%,"38,876"
16,1326 台化,71.70,+ 1.10,+1.56%,"35,824"
17,2882 國泰金,97.30,+ 0.50,+0.52%,"35,402"
18,00988A主動統一全球創新,17.86,+ 0.23,+1.30%,"32,645"
19,00991A主動復華未來50,17.20,-0.14,-0.81%,"32,540"
20,00992A主動群益科技創新,16.36,+ 0.14,+0.86%,"28,528"
21,2027 大成鋼,44.40,+ 0.65,+1.49%,"27,213"
22,4938 和碩,87.20,+ 2.80,+3.32%,"26,688"
23,1301 台塑,66.20,+ 2.70,+4.25%,"25,945"
24,3045 台灣大,112.00,-0.50,-0.44%,"24,303"
25,00918 大華優利高填息30,32.35,-0.05,-0.15%,"23,499"
26,2412 中華電,138.00,-0.50,-0.36%,"23,240"
27,2353 宏碁,30.15,-0.40,-1.31%,"23,215"
28,1402 遠東新,27.20,0.00,0.00%,"22,504"
29,3576 聯合再生,18.35,-1.10,-5.66%,"21,337"
30,2615 萬海,84.50,-0.60,-0.71%,"21,242"
31,00982A主動群益台灣強棒,22.81,-0.03,-0.13%,"20,878"
32,00919 群益台灣精選高息,29.50,+ 0.04,+0.14%,"20,091"
33,8112 至上,88.00,-0.10,-0.11%,"20,076"
34,2603 長榮,203.50,-2.50,-1.21%,"19,399"
35,4904 遠傳,102.50,-0.50,-0.49%,"17,636"
36,5876 上海商銀,44.80,-0.20,-0.44%,"17,349"
37,6005 群益證,34.45,+ 0.30,+0.88%,"17,170"
38,2324 仁寶,36.75,+ 0.55,+1.52%,"16,844"
39,00400A主動國泰動能高息,13.93,+ 0.05,+0.36%,"16,707"
40,2337 旺宏,129.50,-5.50,-4.07%,"16,503"
41,2347 聯強,87.80,-0.40,-0.45%,"14,564"
42,00878 國泰永續高股息,32.73,+ 0.01,+0.03%,"13,216"
43,1101 台泥,24.00,+ 0.15,+0.63%,"12,978"
44,00407A主動凱基台灣,9.21,-0.03,-0.32%,"12,744"
45,5880 合庫金,25.60,+ 0.05,+0.20%,"12,675"
46,2301 光寶科,218.00,0.00,0.00%,"11,568"
47,2812 台中銀,20.45,0.00,0.00%,"11,145"
48,2609 陽明,50.50,-0.90,-1.75%,"11,091"
49,00929 復華台灣科技優息,29.10,+ 0.10,+0.34%,"10,171"
50,00927 群益半導體收益,36.94,-0.26,-0.70%,"9,752"
