Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,104.60,+ 0.35,+0.34%,"-640,677"
2,00403A主動統一升級50,9.94,+ 0.04,+0.40%,"-427,864"
3,6770 力積電,67.00,-0.60,-0.89%,"-290,212"
4,1303 南亞,190.00,+ 5.00,+2.70%,"-267,511"
5,2801 彰銀,23.10,-0.10,-0.43%,"-240,238"
6,2886 兆豐金,49.40,-1.60,-3.14%,"-203,543"
7,2409 友達,26.10,-0.90,-3.33%,"-182,718"
8,2892 第一金,32.70,-0.95,-2.82%,"-173,574"
9,2337 旺宏,132.50,-1.00,-0.75%,"-166,022"
10,2330 台積電,"2,395.00",+ 15.00,+0.63%,"-145,008"
11,00988A主動統一全球創新,16.55,-0.12,-0.72%,"-123,586"
12,2880 華南金,43.65,-0.35,-0.80%,"-115,218"
13,2834 臺企銀,16.40,-0.10,-0.61%,"-110,501"
14,1714 和桐,16.65,0.00,0.00%,"-82,554"
15,2449 京元電子,246.00,-2.50,-1.01%,"-79,525"
16,3702 大聯大,125.50,-4.50,-3.46%,"-76,067"
17,3711 日月光投控,629.00,-1.00,-0.16%,"-75,716"
18,00878 國泰永續高股息,33.47,+ 0.07,+0.21%,"-69,688"
19,2382 廣達,315.50,+ 2.00,+0.64%,"-56,111"
20,3037 欣興,992.00,0.00,0.00%,"-55,160"
21,2352 佳世達,28.90,-0.70,-2.36%,"-54,738"
22,1326 台化,58.20,-0.60,-1.02%,"-52,495"
23,00990A主動元大AI新經濟,15.88,-0.15,-0.94%,"-51,840"
24,00891 中信關鍵半導體,35.46,-0.04,-0.11%,"-49,383"
25,00830 國泰費城半導體,86.75,-1.70,-1.92%,"-46,896"
26,2542 興富發,44.55,+ 0.20,+0.45%,"-43,705"
27,2344 華邦電,178.00,-1.50,-0.84%,"-42,219"
28,009820元大納斯達克精選,10.06,-0.03,-0.30%,"-41,456"
29,1718 中纖,10.20,-0.05,-0.49%,"-39,836"
30,1802 台玻,55.90,+ 1.20,+2.19%,"-38,399"
31,00929 復華台灣科技優息,29.17,+ 0.01,+0.03%,"-38,308"
32,00881 國泰台灣科技龍頭,53.50,+ 0.30,+0.56%,"-37,473"
33,8926 台汽電,55.80,-1.20,-2.11%,"-36,442"
34,2308 台達電,"1,805.00",-10.00,-0.55%,"-35,981"
35,00982A主動群益台灣強棒,22.50,-0.18,-0.79%,"-35,967"
36,1314 中石化,7.70,-0.04,-0.52%,"-35,954"
37,1409 新纖,24.25,-0.50,-2.02%,"-35,621"
38,1101 台泥,24.65,+ 0.10,+0.41%,"-34,278"
39,4958 臻鼎-KY,490.00,+ 19.50,+4.14%,"-32,677"
40,2887 台新新光金,35.55,-0.35,-0.97%,"-28,039"
41,2369 菱生,33.10,-0.50,-1.49%,"-27,914"
42,6005 群益證,30.00,+ 0.45,+1.52%,"-27,375"
43,2406 國碩,31.75,-0.20,-0.63%,"-27,164"
44,2332 友訊,22.60,-1.00,-4.24%,"-22,748"
45,6153 嘉聯益,16.80,+ 0.20,+1.20%,"-22,095"
46,8046 南電,"1,150.00",+ 20.00,+1.77%,"-20,987"
47,8150 南茂,99.00,+ 6.10,+6.57%,"-20,779"
48,5469 瀚宇博,75.90,0.00,0.00%,"-20,302"
49,2474 可成,206.00,+ 5.00,+2.49%,"-19,716"
50,6116 彩晶,14.20,-0.70,-4.70%,"-19,655"
