Rank,Stock,Price,Change,ChangePercent,NetSell
1,2409 友達,30.20,-1.00,-3.21%,"-83,294"
2,00632R元大台灣50反1,9.91,+ 0.18,+1.85%,"-66,975"
3,00406A主動中信台灣收益,9.44,-0.16,-1.67%,"-57,856"
4,00631L元大台灣50正2,35.98,-1.17,-3.15%,"-50,124"
5,3481 群創,47.70,-1.65,-3.34%,"-48,942"
6,0050 元大台灣50,107.70,-1.45,-1.33%,"-48,830"
7,00981A主動統一台股增長,29.44,-0.45,-1.51%,"-44,514"
8,2344 華邦電,171.50,-8.00,-4.46%,"-36,766"
9,3231 緯創,185.50,+ 0.50,+0.27%,"-30,495"
10,1409 新纖,24.45,-0.70,-2.78%,"-24,804"
11,6505 台塑化,83.60,-2.60,-3.02%,"-20,082"
12,2324 仁寶,37.80,-0.85,-2.20%,"-18,900"
13,6116 彩晶,14.10,-0.60,-4.08%,"-17,882"
14,00403A主動統一升級50,10.17,-0.17,-1.64%,"-16,084"
15,00685L群益臺灣加權正2,11.84,-0.42,-3.43%,"-15,629"
16,2408 南亞科,493.00,-22.00,-4.27%,"-15,613"
17,00400A主動國泰動能高息,14.80,-0.21,-1.40%,"-14,720"
18,2303 聯電,140.50,-2.00,-1.40%,"-14,278"
19,00680L元大美債20正2,6.19,-0.12,-1.90%,"-13,866"
20,8150 南茂,86.70,-4.20,-4.62%,"-13,707"
21,9904 寶成,24.20,+ 0.10,+0.41%,"-13,536"
22,2002 中鋼,18.90,-0.20,-1.05%,"-12,883"
23,00991A主動復華未來50,17.36,-0.38,-2.14%,"-12,479"
24,2308 台達電,"1,620.00",-55.00,-3.28%,"-12,280"
25,00881 國泰台灣科技龍頭,49.96,-0.54,-1.07%,"-11,431"
26,6770 力積電,70.70,-2.80,-3.81%,"-11,064"
27,009828中信台日韓PCB,9.45,-0.14,-1.46%,"-11,045"
28,2330 台積電,"2,410.00",-40.00,-1.63%,"-10,195"
29,009816凱基台灣TOP50,15.88,-0.15,-0.94%,"-10,187"
30,00878 國泰永續高股息,34.00,-0.15,-0.44%,"-9,284"
31,00712 復華富時不動產,8.38,-0.15,-1.76%,"-9,151"
32,2492 華新科,311.50,-22.50,-6.74%,"-8,641"
33,2542 興富發,46.50,0.00,0.00%,"-8,217"
34,00407A主動凱基台灣,9.55,-0.13,-1.34%,"-8,185"
35,3376 新日興,183.00,-6.50,-3.43%,"-7,963"
36,9105 泰金寶-DR,8.59,-0.04,-0.46%,"-7,775"
37,2327 國巨*,544.00,-28.00,-4.90%,"-7,534"
38,1714 和桐,15.35,-1.15,-6.97%,"-7,392"
39,2615 萬海,112.00,+ 1.50,+1.36%,"-7,165"
40,2317 鴻海,248.00,-3.00,-1.20%,"-7,146"
41,2356 英業達,62.00,-0.60,-0.96%,"-6,694"
42,2890 永豐金,43.70,+ 0.80,+1.86%,"-6,387"
43,3006 晶豪科,290.50,-21.50,-6.89%,"-6,070"
44,2337 旺宏,119.00,-3.50,-2.86%,"-5,810"
45,1303 南亞,234.50,-9.50,-3.89%,"-5,792"
46,00992A主動群益科技創新,17.87,-0.29,-1.60%,"-5,425"
47,2887 台新新光金,42.65,+ 0.50,+1.19%,"-5,267"
48,6239 力成,273.00,-10.50,-3.70%,"-5,082"
49,00927 群益半導體收益,37.07,-0.65,-1.72%,"-4,966"
50,00961 FT臺灣永續高息,13.36,-0.07,-0.52%,"-4,690"
