Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2618 長榮航,41.20,-0.70,-1.67%,"93,989"
2,2884 玉山金,35.10,+ 0.20,+0.57%,"68,700"
3,1402 遠東新,27.70,-0.10,-0.36%,"66,136"
4,3481 群創,52.60,-4.70,-8.20%,"63,617"
5,2891 中信金,62.10,-0.90,-1.43%,"55,939"
6,00712 復華富時不動產,9.06,+ 0.04,+0.44%,"54,155"
7,2002 中鋼,18.65,-0.15,-0.80%,"51,898"
8,2883 凱基金,30.00,-0.55,-1.80%,"45,884"
9,2610 華航,20.75,-0.15,-0.72%,"45,074"
10,2867 三商壽,8.98,+ 0.07,+0.79%,"43,013"
11,1301 台塑,62.80,-2.80,-4.27%,"41,582"
12,3045 台灣大,111.00,+ 0.50,+0.45%,"37,044"
13,6505 台塑化,81.30,+ 1.30,+1.63%,"33,332"
14,1101 台泥,23.50,-0.45,-1.88%,"32,171"
15,2105 正新,33.60,+ 0.05,+0.15%,"31,979"
16,00953B群益優選非投等債,9.77,+ 0.02,+0.21%,"31,247"
17,3576 聯合再生,17.85,+ 0.15,+0.85%,"30,904"
18,2834 臺企銀,18.05,-0.10,-0.55%,"30,450"
19,2892 第一金,34.10,+ 0.15,+0.44%,"29,504"
20,5880 合庫金,25.35,-0.15,-0.59%,"28,005"
21,2412 中華電,138.00,+ 2.00,+1.47%,"27,944"
22,9904 寶成,24.60,0.00,0.00%,"25,252"
23,2603 長榮,198.00,-2.00,-1.00%,"24,958"
24,2812 台中銀,20.55,+ 0.30,+1.48%,"23,660"
25,2324 仁寶,36.00,+ 0.05,+0.14%,"23,616"
26,2353 宏碁,29.60,-1.15,-3.74%,"22,627"
27,2027 大成鋼,40.65,-0.35,-0.85%,"22,534"
28,5876 上海商銀,45.20,+ 0.25,+0.56%,"20,337"
29,2845 遠東銀,13.40,-0.15,-1.11%,"18,540"
30,2886 兆豐金,47.60,+ 1.00,+2.15%,"17,600"
31,3231 緯創,139.00,-7.50,-5.12%,"14,727"
32,2347 聯強,85.30,-2.00,-2.29%,"13,911"
33,2356 英業達,58.50,-2.20,-3.62%,"13,654"
34,4904 遠傳,103.00,+ 2.00,+1.98%,"13,543"
35,3090 日電貿,194.50,-14.50,-6.94%,"12,462"
36,1326 台化,66.10,-2.80,-4.06%,"12,407"
37,8039 台虹,192.50,-7.00,-3.51%,"11,563"
38,009824群益美國科技巨頭,9.94,-0.34,-3.31%,"11,390"
39,2609 陽明,49.20,-1.00,-1.99%,"11,275"
40,2633 台灣高鐵,25.95,-0.20,-0.76%,"9,588"
41,4938 和碩,82.20,-1.00,-1.20%,"9,344"
42,3034 聯詠,460.50,-11.00,-2.33%,"9,283"
43,9945 潤泰新,26.25,-0.60,-2.23%,"9,063"
44,2882 國泰金,94.30,-3.00,-3.08%,"8,965"
45,2615 萬海,79.50,-1.20,-1.49%,"8,607"
46,1718 中纖,13.65,-1.00,-6.83%,"8,013"
47,2881 富邦金,124.50,-0.50,-0.40%,"7,898"
48,00753L中信中國50正2,8.92,-0.79,-8.14%,"7,879"
49,2014 中鴻,17.05,-0.55,-3.13%,"7,856"
50,9907 統一實,15.10,-0.20,-1.31%,"7,758"
