Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,8.46,-0.54,-6.00%,"-416,113"
2,0050 元大台灣50,93.70,-3.45,-3.55%,"-295,193"
3,00981A主動統一台股增長,23.85,-1.60,-6.29%,"-157,511"
4,009816凱基台灣TOP50,13.35,-0.59,-4.23%,"-129,589"
5,00991A主動復華未來50,14.07,-1.04,-6.88%,"-126,287"
6,00405A主動富邦台灣龍耀,6.70,-0.57,-7.84%,"-97,878"
7,6770 力積電,50.40,-5.40,-9.68%,"-67,164"
8,00631L元大台灣50正2,28.53,-2.07,-6.76%,"-56,649"
9,0056 元大高股息,46.73,-1.46,-3.03%,"-47,869"
10,2344 華邦電,130.00,-14.00,-9.72%,"-41,631"
11,00400A主動國泰動能高息,11.88,-0.63,-5.04%,"-40,198"
12,2330 台積電,"2,200.00",-80.00,-3.51%,"-38,169"
13,1301 台塑,56.20,-1.30,-2.26%,"-31,263"
14,2337 旺宏,102.00,-11.00,-9.73%,"-29,396"
15,2317 鴻海,237.00,-1.00,-0.42%,"-26,394"
16,1605 華新,29.35,-1.25,-4.08%,"-26,332"
17,00891 中信關鍵半導體,30.16,-1.81,-5.66%,"-24,687"
18,2408 南亞科,353.50,-39.00,-9.94%,"-23,272"
19,00935 野村臺灣新科技50,47.62,-3.08,-6.07%,"-23,042"
20,00992A主動群益科技創新,13.59,-0.99,-6.79%,"-21,742"
21,2449 京元電子,212.50,-23.50,-9.96%,"-21,594"
22,00982A主動群益台灣強棒,18.87,-1.22,-6.07%,"-21,496"
23,2880 華南金,41.80,+ 0.40,+0.97%,"-21,231"
24,1314 中石化,7.51,-0.29,-3.72%,"-20,392"
25,1326 台化,58.50,-2.40,-3.94%,"-19,770"
26,00990A主動元大AI新經濟,13.83,-0.93,-6.30%,"-17,500"
27,00927 群益半導體收益,31.59,-1.82,-5.45%,"-16,385"
28,1312 國喬,11.10,-0.45,-3.90%,"-15,733"
29,2301 光寶科,185.00,-9.00,-4.64%,"-15,415"
30,2515 中工,11.65,-0.10,-0.85%,"-15,096"
31,00996A主動兆豐台灣豐收,11.16,-0.84,-7.00%,"-13,831"
32,2323 中環,9.51,-0.41,-4.13%,"-13,792"
33,00999A主動野村臺灣高息,9.42,-0.43,-4.37%,"-13,535"
34,2104 國際中橡,9.67,-0.23,-2.32%,"-11,803"
35,8112 至上,76.70,-1.50,-1.92%,"-11,569"
36,2882 國泰金,94.10,-1.30,-1.36%,"-11,182"
37,00881 國泰台灣科技龍頭,46.07,-2.07,-4.30%,"-11,068"
38,2885 元大金,62.20,-1.30,-2.05%,"-11,067"
39,3037 欣興,688.00,-76.00,-9.95%,"-10,740"
40,2801 彰銀,24.45,-0.10,-0.41%,"-10,372"
41,3711 日月光投控,499.00,-55.00,-9.93%,"-10,317"
42,00993A主動安聯台灣,10.69,-0.72,-6.31%,"-9,994"
43,2887 台新新光金,32.60,-1.35,-3.98%,"-8,981"
44,3702 大聯大,106.00,-4.00,-3.64%,"-8,833"
45,00980A主動野村臺灣優選,19.58,-1.20,-5.77%,"-8,668"
46,1710 東聯,13.15,-0.65,-4.71%,"-8,580"
47,1304 台聚,11.30,-0.10,-0.88%,"-8,407"
48,00984A主動安聯台灣高息,13.40,-0.58,-4.15%,"-8,390"
49,6005 群益證,32.85,-0.85,-2.52%,"-8,174"
50,00994A主動第一金台股優,13.51,-0.92,-6.38%,"-8,073"
