Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.75,+ 0.05,+0.47%,"467,051"
2,2618 長榮航,42.55,+ 2.80,+7.04%,"181,943"
3,00981A主動統一台股增長,30.88,+ 0.06,+0.19%,"178,387"
4,2887 台新新光金,32.60,+ 0.30,+0.93%,"120,183"
5,2890 永豐金,36.35,+ 1.05,+2.97%,"92,686"
6,2892 第一金,32.50,+ 0.70,+2.20%,"84,736"
7,2344 華邦電,199.00,+ 2.00,+1.02%,"82,512"
8,2891 中信金,71.00,+ 0.20,+0.28%,"77,290"
9,00992A主動群益科技創新,18.65,+ 0.14,+0.76%,"75,485"
10,2610 華航,21.85,+ 0.65,+3.07%,"68,732"
11,2408 南亞科,437.00,+ 12.00,+2.82%,"67,288"
12,1303 南亞,126.50,+ 11.50,+10.00%,"61,063"
13,00990A主動元大AI新經濟,20.72,-0.17,-0.81%,"60,458"
14,00631L元大台灣50正2,37.51,+ 0.20,+0.54%,"59,643"
15,2884 玉山金,35.50,+ 0.30,+0.85%,"59,482"
16,2801 彰銀,22.95,+ 0.15,+0.66%,"52,506"
17,5880 合庫金,24.75,+ 0.15,+0.61%,"52,223"
18,00919 群益台灣精選高息,30.35,+ 0.38,+1.27%,"46,396"
19,00991A主動復華未來50,20.02,+ 0.18,+0.91%,"40,334"
20,2834 臺企銀,17.65,+ 0.15,+0.86%,"39,169"
21,1326 台化,53.70,+ 1.60,+3.07%,"34,940"
22,00400A主動國泰動能高息,14.87,+ 0.15,+1.02%,"32,374"
23,2880 華南金,38.10,+ 0.65,+1.74%,"32,370"
24,1802 台玻,69.30,+ 1.10,+1.61%,"30,725"
25,2867 三商壽,8.62,+ 0.09,+1.06%,"26,901"
26,00982A主動群益台灣強棒,24.14,+ 0.17,+0.71%,"25,631"
27,2303 聯電,140.00,-1.00,-0.71%,"24,832"
28,3576 聯合再生,19.15,+ 0.15,+0.79%,"23,604"
29,00405A主動富邦台灣龍耀,9.39,+ 0.02,+0.21%,"23,098"
30,00983A主動中信ARK創新,11.88,-0.06,-0.50%,"22,342"
31,00940 元大台灣價值高息,12.53,+ 0.17,+1.38%,"21,388"
32,6005 群益證,39.45,-0.30,-0.75%,"21,170"
33,00999A主動野村臺灣高息,11.19,+ 0.06,+0.54%,"20,390"
34,2845 遠東銀,13.30,+ 0.35,+2.70%,"18,955"
35,009816凱基台灣TOP50,15.55,+ 0.04,+0.26%,"18,873"
36,0056 元大高股息,51.95,+ 0.40,+0.78%,"18,577"
37,00891 中信關鍵半導體,36.65,+ 0.03,+0.08%,"18,404"
38,3045 台灣大,119.00,-1.50,-1.24%,"18,391"
39,1301 台塑,47.95,+ 1.20,+2.57%,"18,101"
40,2489 瑞軒,48.60,+ 2.70,+5.88%,"17,499"
41,00878 國泰永續高股息,33.27,+ 0.36,+1.09%,"17,480"
42,0052 富邦科技,62.15,+ 0.30,+0.49%,"17,177"
43,2882 國泰金,113.50,+ 4.00,+3.65%,"17,092"
44,2609 陽明,51.60,+ 0.60,+1.18%,"16,638"
45,4904 遠傳,109.50,-3.00,-2.67%,"16,560"
46,2401 凌陽,31.50,+ 0.75,+2.44%,"16,409"
47,2885 元大金,66.70,+ 1.30,+1.99%,"15,372"
48,1605 華新,38.70,-0.45,-1.15%,"14,159"
49,2812 台中銀,19.85,+ 0.10,+0.51%,"14,081"
50,00997A主動群益美國增長,14.00,-0.06,-0.43%,"13,644"
