Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,103.85,+ 1.35,+1.32%,"-956,337"
2,6770 力積電,67.90,+ 2.80,+4.30%,"-443,284"
3,3481 群創,52.50,+ 1.80,+3.55%,"-354,754"
4,00988A主動統一全球創新,17.63,+ 0.43,+2.50%,"-296,055"
5,2886 兆豐金,48.20,-0.40,-0.82%,"-289,860"
6,2344 華邦電,171.00,+ 15.50,+9.97%,"-274,281"
7,00991A主動復華未來50,17.34,+ 0.63,+3.77%,"-254,856"
8,1303 南亞,208.00,+ 12.50,+6.39%,"-195,176"
9,2317 鴻海,251.50,+ 5.50,+2.24%,"-187,698"
10,3231 緯創,164.00,+ 14.50,+9.70%,"-181,653"
11,2330 台積電,"2,400.00",-10.00,-0.41%,"-173,137"
12,1101 台泥,23.85,-0.20,-0.83%,"-139,495"
13,4904 遠傳,103.00,+ 1.00,+0.98%,"-120,030"
14,2409 友達,25.80,+ 0.20,+0.78%,"-103,913"
15,2880 華南金,41.25,+ 0.45,+1.10%,"-91,365"
16,2337 旺宏,135.00,+ 12.00,+9.76%,"-89,883"
17,9904 寶成,24.25,-0.15,-0.61%,"-88,478"
18,1402 遠東新,27.20,-0.15,-0.55%,"-86,401"
19,6116 彩晶,14.65,+ 0.15,+1.03%,"-83,866"
20,3706 神達,91.20,-0.10,-0.11%,"-77,380"
21,2633 台灣高鐵,25.95,-0.15,-0.57%,"-75,535"
22,2324 仁寶,36.20,+ 0.20,+0.56%,"-71,252"
23,2408 南亞科,445.50,+ 40.50,+10.00%,"-66,853"
24,00400A主動國泰動能高息,13.88,+ 0.45,+3.35%,"-65,923"
25,2382 廣達,329.00,+ 5.00,+1.54%,"-62,807"
26,00830 國泰費城半導體,87.55,+ 1.45,+1.68%,"-60,920"
27,2313 華通,208.00,-2.00,-0.95%,"-59,188"
28,3037 欣興,907.00,+ 82.00,+9.94%,"-59,166"
29,2312 金寶,33.00,-0.10,-0.30%,"-58,562"
30,1409 新纖,24.40,+ 0.30,+1.24%,"-56,332"
31,2352 佳世達,30.40,-0.25,-0.82%,"-55,597"
32,4958 臻鼎-KY,559.00,+ 50.00,+9.82%,"-55,240"
33,009820元大納斯達克精選,9.99,+ 0.15,+1.52%,"-54,572"
34,00929 復華台灣科技優息,29.00,+ 0.73,+2.58%,"-54,101"
35,2855 統一證,44.50,+ 0.85,+1.95%,"-52,649"
36,6282 康舒,48.70,+ 0.20,+0.41%,"-49,582"
37,2327 國巨*,703.00,+ 33.00,+4.93%,"-47,942"
38,0056 元大高股息,50.95,+ 1.40,+2.83%,"-47,816"
39,3702 大聯大,118.00,+ 6.50,+5.83%,"-46,568"
40,8422 可寧衛*,26.00,-0.40,-1.52%,"-46,484"
41,00405A主動富邦台灣龍耀,8.30,+ 0.30,+3.75%,"-45,287"
42,1605 華新,33.50,+ 0.55,+1.67%,"-44,917"
43,1714 和桐,15.70,+ 0.50,+3.29%,"-41,798"
44,2474 可成,193.00,+ 2.00,+1.05%,"-38,067"
45,1504 東元,68.10,+ 0.90,+1.34%,"-36,945"
46,2542 興富發,44.80,+ 0.70,+1.59%,"-36,330"
47,2308 台達電,"1,880.00",+ 45.00,+2.45%,"-33,931"
48,00927 群益半導體收益,37.20,+ 1.09,+3.02%,"-33,210"
49,00935 野村臺灣新科技50,57.00,+ 1.60,+2.89%,"-32,933"
50,00997A主動群益美國增長,11.65,+ 0.16,+1.39%,"-31,931"
