Rank,Stock,Price,Change,ChangePercent,NetSell
1,2409 友達,31.70,+ 1.70,+5.67%,"-141,511"
2,2892 第一金,33.05,+ 0.65,+2.01%,"-108,136"
3,2801 彰銀,23.50,+ 0.20,+0.86%,"-94,274"
4,2886 兆豐金,46.30,+ 0.80,+1.76%,"-89,992"
5,00988A主動統一全球創新,20.83,-0.50,-2.34%,"-78,291"
6,2610 華航,22.45,-0.10,-0.44%,"-74,665"
7,6770 力積電,72.60,-0.80,-1.09%,"-68,335"
8,2890 永豐金,41.00,+ 1.30,+3.27%,"-55,544"
9,2317 鴻海,242.00,+ 1.50,+0.62%,"-55,522"
10,2337 旺宏,144.50,+ 2.00,+1.40%,"-55,207"
11,3702 大聯大,110.00,0.00,0.00%,"-42,989"
12,0050 元大台灣50,108.25,-0.10,-0.09%,"-41,629"
13,3231 緯創,158.00,-1.00,-0.63%,"-41,265"
14,2618 長榮航,43.55,-0.30,-0.68%,"-38,713"
15,00990A主動元大AI新經濟,19.32,-0.44,-2.23%,"-37,866"
16,1714 和桐,20.90,-1.85,-8.13%,"-36,592"
17,1802 台玻,67.90,-0.90,-1.31%,"-35,514"
18,2412 中華電,141.50,+ 0.50,+0.35%,"-33,268"
19,3045 台灣大,117.50,+ 1.00,+0.86%,"-33,022"
20,4904 遠傳,103.00,-2.00,-1.90%,"-28,327"
21,1101 台泥,23.70,+ 0.05,+0.21%,"-27,568"
22,2027 大成鋼,41.30,+ 0.15,+0.36%,"-27,523"
23,00991A主動復華未來50,20.05,-0.68,-3.28%,"-26,264"
24,00997A主動群益美國增長,13.14,-0.12,-0.90%,"-26,079"
25,00830 國泰費城半導體,92.40,-0.40,-0.43%,"-24,763"
26,00407A主動凱基台灣,9.85,-0.17,-1.70%,"-23,363"
27,2891 中信金,71.40,+ 0.80,+1.13%,"-22,675"
28,2356 英業達,67.20,-0.40,-0.59%,"-22,462"
29,2347 聯強,93.80,-1.00,-1.05%,"-21,164"
30,6116 彩晶,18.20,+ 0.05,+0.28%,"-20,613"
31,3037 欣興,917.00,-50.00,-5.17%,"-20,328"
32,3711 日月光投控,679.00,-3.00,-0.44%,"-19,445"
33,3706 神達,90.00,-1.00,-1.10%,"-18,235"
34,9945 潤泰新,26.50,0.00,0.00%,"-18,142"
35,2330 台積電,"2,460.00",+ 15.00,+0.61%,"-17,632"
36,2344 華邦電,183.00,-1.50,-0.81%,"-17,258"
37,8112 至上,89.50,+ 0.40,+0.45%,"-16,828"
38,00631L元大台灣50正2,38.75,-0.05,-0.13%,"-16,445"
39,2002 中鋼,19.00,+ 0.05,+0.26%,"-15,434"
40,3042 晶技,224.50,-24.50,-9.84%,"-13,786"
41,00927 群益半導體收益,42.60,+ 0.08,+0.19%,"-13,190"
42,00992A主動群益科技創新,18.60,-0.50,-2.62%,"-12,419"
43,8422 可寧衛*,28.60,+ 0.25,+0.88%,"-11,972"
44,5876 上海商銀,41.70,-0.30,-0.71%,"-11,930"
45,0052 富邦科技,63.55,0.00,0.00%,"-11,725"
46,9105 泰金寶-DR,9.20,-0.10,-1.08%,"-11,513"
47,1718 中纖,15.20,+ 0.25,+1.67%,"-11,355"
48,6271 同欣電,272.00,-7.00,-2.51%,"-11,071"
49,2313 華通,235.00,+ 5.50,+2.40%,"-10,920"
50,2474 可成,196.00,-4.00,-2.00%,"-10,904"
