Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00685L群益臺灣加權正2,12.09,-0.08,-0.66%,"97,506","427,106","-329,599"
2,00407A主動凱基台灣,9.42,-0.02,-0.21%,"29,818","105,546","-75,727"
3,1314 中石化,8.90,-0.80,-8.25%,"46,926","120,895","-73,968"
4,00631L元大台灣50正2,36.78,-0.36,-0.97%,"33,922","101,859","-67,936"
5,00991A主動復華未來50,19.51,+ 0.41,+2.15%,"29,289","80,350","-51,061"
6,00405A主動富邦台灣龍耀,8.77,+ 0.20,+2.33%,"40,453","90,121","-49,667"
7,1409 新纖,26.55,-2.70,-9.23%,"12,294","55,672","-43,377"
8,3231 緯創,144.50,-2.00,-1.37%,"12,595","53,162","-40,567"
9,00988A主動統一全球創新,19.17,+ 0.02,+0.10%,"20,637","60,984","-40,346"
10,0050 元大台灣50,105.80,-0.25,-0.24%,"23,102","62,141","-39,038"
11,1326 台化,60.00,-4.70,-7.26%,"11,403","45,550","-34,147"
12,009816凱基台灣TOP50,15.23,-0.03,-0.20%,"28,594","61,194","-32,599"
13,1101 台泥,22.70,-0.40,-1.73%,"11,900","42,382","-30,481"
14,00400A主動國泰動能高息,14.25,+ 0.08,+0.56%,"28,405","58,565","-30,159"
15,2412 中華電,133.50,-1.00,-0.74%,"28,458","57,818","-29,359"
16,00927 群益半導體收益,41.61,+ 0.45,+1.09%,"10,348","39,364","-29,015"
17,1301 台塑,54.80,-3.20,-5.52%,"18,512","41,267","-22,755"
18,00984A主動安聯台灣高息,16.30,0.00,0.00%,"7,754","30,413","-22,659"
19,00981A主動統一台股增長,29.95,+ 0.20,+0.67%,"60,973","83,342","-22,368"
20,0056 元大高股息,52.65,+ 0.30,+0.57%,"19,354","39,556","-20,202"
21,00997A主動群益美國增長,12.15,+ 0.08,+0.66%,"11,533","31,492","-19,958"
22,00929 復華台灣科技優息,30.19,+ 0.22,+0.73%,"13,980","33,386","-19,406"
23,2352 佳世達,33.00,-1.40,-4.07%,"5,023","23,374","-18,350"
24,00990A主動元大AI新經濟,17.96,+ 0.08,+0.45%,"14,111","31,110","-16,998"
25,1504 東元,67.50,-1.10,-1.60%,"4,784","21,753","-16,969"
26,8112 至上,85.00,-0.40,-0.47%,"3,317","20,125","-16,807"
27,2618 長榮航,39.60,-0.25,-0.63%,"103,560","120,016","-16,455"
28,00961 FT臺灣永續高息,12.69,-0.02,-0.16%,"6,526","21,826","-15,300"
29,6770 力積電,71.10,-0.10,-0.14%,"21,984","36,084","-14,100"
30,2330 台積電,"2,415.00",-50.00,-2.03%,"10,845","24,791","-13,945"
31,6005 群益證,36.40,+ 0.15,+0.41%,"4,323","17,732","-13,409"
32,2344 華邦電,176.50,+ 8.00,+4.75%,"29,991","42,381","-12,389"
33,4904 遠傳,95.00,+ 1.80,+1.93%,"17,898","30,004","-12,106"
34,2449 京元電子,308.50,+ 3.00,+0.98%,"5,077","17,022","-11,945"
35,2303 聯電,156.00,-7.00,-4.29%,"41,686","53,317","-11,630"
36,00406A主動中信台灣收益,9.86,+ 0.08,+0.82%,"8,080","19,649","-11,568"
37,2002 中鋼,18.55,-0.15,-0.80%,"9,453","20,322","-10,869"
38,009821野村稀土關鍵資源,13.35,-0.41,-2.98%,"5,719","16,196","-10,477"
39,3045 台灣大,108.50,0.00,0.00%,"33,452","42,612","-9,159"
40,1609 大亞,39.10,-0.40,-1.01%,"2,262","11,297","-9,035"
41,1402 遠東新,27.45,-0.40,-1.44%,"21,026","29,392","-8,366"
42,2610 華航,21.40,-0.65,-2.95%,"21,491","29,568","-8,076"
43,00992A主動群益科技創新,17.83,+ 0.18,+1.02%,"10,909","18,701","-7,792"
44,1717 長興,73.80,-2.90,-3.78%,"3,736","11,208","-7,471"
45,2317 鴻海,237.50,0.00,0.00%,"21,737","28,714","-6,977"
46,3042 晶技,200.00,-6.00,-2.91%,"3,689","10,605","-6,915"
47,1605 華新,34.40,-0.45,-1.29%,"4,363","11,217","-6,853"
48,8422 可寧衛*,27.00,-0.30,-1.10%,"3,157","8,702","-5,545"
49,1714 和桐,17.25,-0.50,-2.82%,"9,405","14,712","-5,306"
50,8131 福懋科,76.00,+ 1.00,+1.33%,"1,926","7,173","-5,247"
