Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00981A主動統一台股增長,28.73,+ 0.20,+0.70%,"458,350"
2,00991A主動復華未來50,17.52,+ 0.19,+1.10%,"328,542"
3,00403A主動統一升級50,9.94,+ 0.04,+0.40%,"289,135"
4,009816凱基台灣TOP50,15.16,+ 0.04,+0.26%,"226,892"
5,00632R元大台灣50反1,10.16,-0.01,-0.10%,"226,791"
6,00631L元大台灣50正2,34.87,+ 0.17,+0.49%,"174,719"
7,2618 長榮航,41.75,-0.90,-2.11%,"153,105"
8,2002 中鋼,19.75,+ 0.10,+0.51%,"143,692"
9,00992A主動群益科技創新,16.96,+ 0.06,+0.36%,"129,974"
10,3231 緯創,191.00,-2.00,-1.04%,"106,666"
11,1216 統一,75.90,+ 0.40,+0.53%,"105,418"
12,00405A主動富邦台灣龍耀,8.15,+ 0.02,+0.25%,"101,789"
13,2408 南亞科,489.00,-13.00,-2.59%,"94,381"
14,2317 鴻海,263.00,-1.50,-0.57%,"87,336"
15,0056 元大高股息,52.30,-0.15,-0.29%,"86,786"
16,00400A主動國泰動能高息,14.00,+ 0.06,+0.43%,"82,632"
17,2887 台新新光金,35.55,-0.35,-0.97%,"73,682"
18,1605 華新,38.30,+ 0.30,+0.79%,"72,876"
19,2883 凱基金,31.05,0.00,0.00%,"72,704"
20,2891 中信金,66.80,+ 0.30,+0.45%,"71,939"
21,1402 遠東新,27.30,+ 0.05,+0.18%,"71,257"
22,8112 至上,100.00,+ 7.60,+8.23%,"64,286"
23,2301 光寶科,268.50,-3.00,-1.10%,"62,124"
24,0050 元大台灣50,104.60,+ 0.35,+0.34%,"61,786"
25,2867 三商壽,9.48,-0.22,-2.27%,"61,103"
26,2890 永豐金,39.05,+ 0.15,+0.39%,"54,100"
27,2324 仁寶,36.30,0.00,0.00%,"50,404"
28,2344 華邦電,178.00,-1.50,-0.84%,"49,183"
29,0052 富邦科技,61.05,+ 0.10,+0.16%,"40,592"
30,00999A主動野村臺灣高息,11.06,+ 0.03,+0.27%,"39,465"
31,00988A主動統一全球創新,16.55,-0.12,-0.72%,"34,515"
32,009821野村稀土關鍵資源,15.07,+ 0.16,+1.07%,"33,738"
33,5876 上海商銀,43.10,-0.25,-0.58%,"33,328"
34,2356 英業達,65.10,-0.90,-1.36%,"32,389"
35,2027 大成鋼,46.45,-0.85,-1.80%,"29,671"
36,009819中信數據及電力,10.37,-0.04,-0.38%,"28,917"
37,5880 合庫金,24.00,-0.70,-2.83%,"28,836"
38,2603 長榮,218.00,+ 4.00,+1.87%,"28,533"
39,2353 宏碁,31.05,+ 0.05,+0.16%,"27,055"
40,2609 陽明,52.00,+ 0.40,+0.78%,"26,357"
41,4904 遠傳,101.00,-0.50,-0.49%,"26,219"
42,2615 萬海,87.10,-0.40,-0.46%,"25,895"
43,2354 鴻準,62.70,-0.40,-0.63%,"25,555"
44,00993A主動安聯台灣,13.14,+ 0.08,+0.61%,"25,131"
45,3006 晶豪科,267.50,-8.00,-2.90%,"24,337"
46,2412 中華電,136.00,-0.50,-0.37%,"23,705"
47,00935 野村臺灣新科技50,56.85,+ 0.15,+0.26%,"23,307"
48,00995A主動中信台灣卓越,16.67,-0.03,-0.18%,"23,238"
49,2885 元大金,68.40,+ 0.20,+0.29%,"22,606"
50,00980A主動野村臺灣優選,24.29,+ 0.20,+0.83%,"21,859"
