Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,107.20,+ 0.05,+0.05%,"-221,518"
2,3481 群創,70.90,+ 1.50,+2.16%,"-184,196"
3,2886 兆豐金,46.65,+ 2.10,+4.71%,"-181,425"
4,6770 力積電,83.20,-2.50,-2.92%,"-140,092"
5,2344 華邦電,219.50,+ 14.50,+7.07%,"-134,221"
6,3231 緯創,160.00,+ 2.50,+1.59%,"-127,364"
7,6116 彩晶,19.50,+ 0.10,+0.52%,"-106,014"
8,4904 遠傳,108.50,+ 1.50,+1.40%,"-94,315"
9,2324 仁寶,36.85,-1.05,-2.77%,"-89,822"
10,2317 鴻海,257.50,+ 1.50,+0.59%,"-82,940"
11,9904 寶成,25.95,0.00,0.00%,"-67,147"
12,2880 華南金,38.00,+ 1.00,+2.70%,"-62,597"
13,00991A主動復華未來50,20.70,+ 0.31,+1.52%,"-58,410"
14,1402 遠東新,28.60,+ 0.15,+0.53%,"-53,706"
15,00988A主動統一全球創新,23.07,+ 0.54,+2.40%,"-52,829"
16,2633 台灣高鐵,26.25,+ 0.30,+1.16%,"-46,398"
17,4958 臻鼎-KY,602.00,+ 15.00,+2.56%,"-44,020"
18,2312 金寶,36.40,-1.60,-4.21%,"-42,402"
19,5876 上海商銀,42.00,+ 0.45,+1.08%,"-41,295"
20,1101 台泥,24.60,+ 0.40,+1.65%,"-40,333"
21,2313 華通,233.00,-7.00,-2.92%,"-38,125"
22,2884 玉山金,35.45,+ 0.45,+1.29%,"-37,830"
23,6239 力成,326.00,-12.00,-3.55%,"-36,172"
24,2883 凱基金,30.50,+ 0.70,+2.35%,"-33,165"
25,3706 神達,85.50,-1.20,-1.38%,"-31,892"
26,1216 統一,75.60,+ 0.50,+0.67%,"-31,417"
27,2105 正新,29.60,+ 0.35,+1.20%,"-30,697"
28,1409 新纖,27.05,-0.90,-3.22%,"-29,528"
29,2382 廣達,366.50,-5.50,-1.48%,"-28,717"
30,2855 統一證,50.40,+ 1.25,+2.54%,"-27,479"
31,2327 國巨*,"1,125.00",+ 75.00,+7.14%,"-26,714"
32,00953B群益優選非投等債,9.66,+ 0.02,+0.21%,"-24,727"
33,4915 致伸,73.60,-0.70,-0.94%,"-24,435"
34,2330 台積電,"2,390.00",0.00,0.00%,"-23,992"
35,6282 康舒,58.70,-3.30,-5.32%,"-23,261"
36,2881 富邦金,136.00,+ 1.50,+1.12%,"-22,856"
37,2845 遠東銀,13.10,+ 0.10,+0.77%,"-22,588"
38,4919 新唐,177.50,-8.50,-4.57%,"-18,640"
39,00997A主動群益美國增長,14.53,+ 0.37,+2.61%,"-18,045"
40,5871 中租-KY,115.50,+ 2.00,+1.76%,"-17,366"
41,2492 華新科,599.00,+ 9.00,+1.53%,"-16,185"
42,2371 大同,27.30,-0.25,-0.91%,"-15,701"
43,2504 國產,33.50,+ 0.50,+1.52%,"-15,550"
44,8422 可寧衛*,28.25,-0.40,-1.40%,"-14,664"
45,9105 泰金寶-DR,9.62,-0.38,-3.80%,"-14,140"
46,2464 盟立,169.50,-5.00,-2.87%,"-13,629"
47,6443 元晶,36.40,-0.65,-1.75%,"-13,385"
48,00405A主動富邦台灣龍耀,9.43,+ 0.01,+0.11%,"-12,986"
49,3673 TPK-KY,81.90,-1.70,-2.03%,"-12,858"
50,3090 日電貿,321.00,+ 18.00,+5.94%,"-12,705"
