Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,6770 力積電,78.30,-4.90,-5.89%,"27,239,977","40,969,065","-13,729,088"
2,2481 強茂,175.00,-17.00,-8.85%,"2,555,383","12,367,330","-9,811,946"
3,2303 聯電,164.00,-14.50,-8.12%,"64,120,842","71,019,266","-6,898,424"
4,2327 國巨*,"1,015.00",-110.00,-9.78%,"60,771,897","67,506,628","-6,734,731"
5,3443 創意,"4,420.00",-430.00,-8.87%,"10,553,956","16,239,033","-5,685,076"
6,1301 台塑,52.20,-5.80,-10.00%,"3,366,993","8,419,040","-5,052,047"
7,2351 順德,196.50,-12.50,-5.98%,"2,052,155","5,264,420","-3,212,265"
8,3653 健策,"3,405.00",+ 15.00,+0.44%,"6,568,386","9,707,170","-3,138,783"
9,1303 南亞,148.00,-7.00,-4.52%,"4,530,663","7,579,050","-3,048,387"
10,6531 愛普*,990.00,-110.00,-10.00%,"4,553,502","7,423,451","-2,869,949"
11,2375 凱美,197.50,-14.50,-6.84%,"3,214,990","5,937,607","-2,722,616"
12,1326 台化,54.20,-5.30,-8.91%,"2,573,876","5,104,043","-2,530,166"
13,2312 金寶,33.50,-2.90,-7.97%,"1,753,975","4,262,104","-2,508,129"
14,6239 力成,314.00,-12.00,-3.68%,"11,142,627","13,447,630","-2,305,003"
15,2059 川湖,"6,990.00",-325.00,-4.44%,"3,798,162","5,849,863","-2,051,700"
16,2409 友達,27.95,-2.45,-8.06%,"10,613,586","12,542,229","-1,928,643"
17,2404 漢唐,"1,340.00",-25.00,-1.83%,"6,075,078","7,918,803","-1,843,725"
18,8454 富邦媒,325.50,-13.00,-3.84%,"1,017,579","2,857,619","-1,840,040"
19,6834 天二科技,121.00,-4.50,-3.59%,"208,744","1,932,145","-1,723,401"
20,4904 遠傳,107.00,-1.50,-1.38%,"1,915,577","3,633,198","-1,717,620"
21,3450 聯鈞,530.00,-56.00,-9.56%,"7,597,858","9,275,711","-1,677,852"
22,2610 華航,23.20,-1.00,-4.13%,"1,755,171","3,410,818","-1,655,646"
23,2301 光寶科,201.50,-13.50,-6.28%,"6,404,753","7,961,299","-1,556,546"
24,2472 立隆電,376.00,-21.00,-5.29%,"5,007,549","6,443,817","-1,436,267"
25,2886 兆豐金,46.15,-0.50,-1.07%,"1,570,162","2,888,439","-1,318,276"
26,4938 和碩,81.00,-5.00,-5.81%,"1,929,266","3,217,794","-1,288,527"
27,2884 玉山金,34.55,-0.90,-2.54%,"1,462,116","2,714,871","-1,252,755"
28,3006 晶豪科,227.00,-13.00,-5.42%,"2,654,588","3,896,659","-1,242,071"
29,2618 長榮航,43.80,-0.70,-1.57%,"2,047,511","3,139,190","-1,091,679"
30,2880 華南金,36.90,-1.10,-2.89%,"1,043,799","1,988,023","-944,223"
31,2363 矽統,68.60,-7.50,-9.86%,"4,567,913","5,485,768","-917,854"
32,2379 瑞昱,740.00,-74.00,-9.09%,"5,395,139","6,301,769","-906,629"
33,2233 宇隆,214.00,-16.50,-7.16%,"720,194","1,624,231","-904,037"
34,009821野村稀土關鍵資源,14.23,-0.38,-2.60%,"835,045","1,731,473","-896,428"
35,5285 界霖,99.80,-1.70,-1.67%,"481,094","1,354,312","-873,218"
36,3008 大立光,"4,720.00",-445.00,-8.62%,"16,486,687","17,329,225","-842,537"
37,1477 聚陽,216.00,-5.00,-2.26%,"684,842","1,525,123","-840,280"
38,3035 智原,206.50,-22.50,-9.83%,"3,134,514","3,955,025","-820,511"
39,6116 彩晶,18.25,-1.25,-6.41%,"1,676,673","2,456,131","-779,457"
40,8105 凌巨,22.65,-2.50,-9.94%,"545,017","1,276,376","-731,359"
41,6831 邁科,797.00,-84.00,-9.53%,"1,208,329","1,934,047","-725,718"
42,1409 新纖,26.10,-0.95,-3.51%,"601,573","1,303,950","-702,376"
43,5880 合庫金,24.70,-0.40,-1.59%,"482,263","1,180,992","-698,728"
44,2890 永豐金,39.15,-0.80,-2.00%,"1,701,746","2,389,457","-687,711"
45,8110 華東,57.00,-6.20,-9.81%,"2,939,540","3,610,421","-670,881"
46,2892 第一金,32.65,-0.20,-0.61%,"1,328,832","1,944,897","-616,064"
47,2368 金像電,"1,190.00",-50.00,-4.03%,"7,099,424","7,711,367","-611,942"
48,1216 統一,74.60,-1.00,-1.32%,"734,720","1,338,686","-603,965"
49,2458 義隆,172.00,-8.00,-4.44%,"1,893,781","2,422,480","-528,698"
50,2374 佳能,74.80,-4.60,-5.79%,"895,165","1,419,808","-524,642"
