Rank,Stock,Price,Change,ChangePercent,NetSell
1,2883 凱基金,28.80,+ 1.35,+4.92%,"-168,851"
2,0050 元大台灣50,105.25,+ 3.30,+3.24%,"-131,711"
3,6770 力積電,73.30,+ 6.10,+9.08%,"-131,669"
4,1402 遠東新,27.55,+ 0.55,+2.04%,"-46,576"
5,2881 富邦金,127.50,+ 5.50,+4.51%,"-42,313"
6,2409 友達,24.10,+ 0.60,+2.55%,"-41,256"
7,2105 正新,33.90,-0.35,-1.02%,"-40,427"
8,2324 仁寶,37.85,+ 1.50,+4.13%,"-35,876"
9,2382 廣達,370.00,-2.00,-0.54%,"-28,939"
10,00919 群益台灣精選高息,30.69,+ 0.50,+1.66%,"-28,063"
11,3231 緯創,161.50,+ 5.50,+3.53%,"-26,792"
12,2313 華通,257.50,-5.50,-2.09%,"-23,783"
13,3706 神達,85.60,+ 0.10,+0.12%,"-22,809"
14,2855 統一證,51.40,+ 0.90,+1.78%,"-22,321"
15,00402A主動安聯美國科技,9.92,+ 0.29,+3.01%,"-19,869"
16,6239 力成,327.00,-20.50,-5.90%,"-18,215"
17,2301 光寶科,207.50,-9.50,-4.38%,"-17,233"
18,2886 兆豐金,44.00,+ 0.60,+1.38%,"-16,939"
19,2449 京元電子,281.00,-1.00,-0.35%,"-16,821"
20,8150 南茂,95.90,-1.10,-1.13%,"-15,961"
21,00988A主動統一全球創新,22.36,+ 1.48,+7.09%,"-15,674"
22,2347 聯強,90.70,+ 1.60,+1.80%,"-15,355"
23,4938 和碩,83.50,-5.60,-6.29%,"-15,290"
24,2317 鴻海,267.50,+ 7.00,+2.69%,"-13,650"
25,2312 金寶,35.45,+ 0.50,+1.43%,"-12,114"
26,8105 凌巨,21.40,-1.05,-4.68%,"-11,362"
27,2603 長榮,224.50,-3.50,-1.54%,"-11,348"
28,00406A主動中信台灣收益,10.07,+ 0.21,+2.13%,"-10,814"
29,3090 日電貿,281.50,+ 25.50,+9.96%,"-10,752"
30,5871 中租-KY,118.50,-3.00,-2.47%,"-10,738"
31,00953B群益優選非投等債,9.59,-0.01,-0.10%,"-10,242"
32,009820元大納斯達克精選,10.13,+ 0.09,+0.90%,"-9,849"
33,1102 亞泥,35.45,+ 0.25,+0.71%,"-9,806"
34,2327 國巨*,940.00,+ 85.00,+9.94%,"-9,451"
35,1301 台塑,47.25,+ 2.00,+4.42%,"-8,876"
36,9904 寶成,26.65,0.00,0.00%,"-8,718"
37,009816凱基台灣TOP50,15.38,+ 0.48,+3.22%,"-8,425"
38,2308 台達電,"2,210.00",-5.00,-0.23%,"-8,245"
39,4919 新唐,193.00,+ 17.50,+9.97%,"-8,218"
40,00929 復華台灣科技優息,30.49,+ 0.98,+3.32%,"-8,087"
41,3376 新日興,203.00,+ 2.50,+1.25%,"-7,836"
42,2495 普安,50.50,+ 0.20,+0.40%,"-7,791"
43,1210 大成,55.80,+ 0.50,+0.90%,"-7,530"
44,2606 裕民,67.20,-1.10,-1.61%,"-7,408"
45,9945 潤泰新,27.05,+ 0.25,+0.93%,"-7,158"
46,6285 啟碁,274.50,+ 4.50,+1.67%,"-6,995"
47,2371 大同,28.45,+ 0.05,+0.18%,"-6,951"
48,9910 豐泰,79.10,-8.70,-9.91%,"-6,934"
49,4958 臻鼎-KY,590.00,+ 38.00,+6.88%,"-6,930"
50,2330 台積電,"2,375.00",+ 65.00,+2.81%,"-6,873"
