Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00403A主動統一升級50,10.58,+ 0.38,+3.73%,"1,973,620","10,238,263","-8,264,642"
2,00981A主動統一台股增長,31.61,+ 1.66,+5.54%,"1,450,314","2,481,922","-1,031,607"
3,00999A主動野村臺灣高息,10.65,+ 0.23,+2.21%,"361,306","1,282,701","-921,394"
4,009816凱基台灣TOP50,14.76,+ 0.57,+4.02%,"707,387","1,619,613","-912,225"
5,00631L元大台灣50正2,34.56,+ 2.00,+6.14%,"523,743","1,032,659","-508,916"
6,00991A主動復華未來50,19.27,+ 0.69,+3.71%,"357,185","805,445","-448,259"
7,00988A主動統一全球創新,22.08,+ 1.72,+8.45%,"318,293","757,164","-438,870"
8,0050 元大台灣50,100.80,+ 3.50,+3.60%,"424,428","794,606","-370,178"
9,00891 中信關鍵半導體,35.09,+ 1.48,+4.40%,"232,713","575,774","-343,061"
10,00982A主動群益台灣強棒,23.72,+ 1.08,+4.77%,"329,771","633,147","-303,375"
11,009819中信數據及電力,10.26,+ 0.09,+0.88%,"190,255","465,083","-274,828"
12,2002 中鋼,19.95,+ 1.80,+9.92%,"236,223","435,539","-199,315"
13,2892 第一金,27.60,+ 0.05,+0.18%,"447,264","585,874","-138,609"
14,00673R期元大S＆P原油反1,12.64,+ 0.82,+6.94%,"191,602","330,110","-138,507"
15,2834 臺企銀,15.90,-0.10,-0.63%,"200,793","320,777","-119,983"
16,2890 永豐金,28.95,-0.15,-0.52%,"259,098","375,993","-116,895"
17,2801 彰銀,20.20,-0.10,-0.49%,"137,849","241,289","-103,439"
18,00953B群益優選非投等債,9.56,-0.03,-0.31%,"258,051","356,478","-98,427"
19,00400A主動國泰動能高息,14.57,+ 0.67,+4.82%,"281,265","378,225","-96,960"
20,2330 台積電,"2,310.00",+ 55.00,+2.44%,"173,631","254,855","-81,223"
21,00990A主動元大AI新經濟,19.50,+ 0.97,+5.23%,"207,858","286,966","-79,108"
22,00632R元大台灣50反1,10.68,-0.40,-3.61%,"578,920","656,320","-77,399"
23,2812 台中銀,18.75,-0.20,-1.06%,"76,690","150,303","-73,613"
24,9904 寶成,25.65,-0.15,-0.58%,"92,621","165,279","-72,658"
25,00980A主動野村臺灣優選,23.97,+ 0.81,+3.50%,"98,620","170,389","-71,768"
26,2449 京元電子,317.00,+ 21.00,+7.09%,"157,665","228,736","-71,071"
27,00984D主動聯博全球非投,10.06,0.00,0.00%,"84,912","154,033","-69,120"
28,5880 合庫金,22.65,-0.05,-0.22%,"103,840","167,375","-63,534"
29,00994A主動第一金台股優,18.57,+ 0.93,+5.27%,"82,898","141,668","-58,770"
30,009805新光美國電力基建,17.00,+ 0.46,+2.78%,"139,389","198,056","-58,666"
31,2324 仁寶,34.65,+ 3.15,+10.00%,"463,403","521,986","-58,583"
32,2337 旺宏,152.50,+ 3.00,+2.01%,"513,343","566,835","-53,492"
33,00935 野村臺灣新科技50,59.80,+ 3.45,+6.12%,"89,944","142,631","-52,687"
34,2884 玉山金,30.90,-0.40,-1.28%,"324,946","376,461","-51,514"
35,8112 至上,83.40,-2.80,-3.25%,"79,943","129,125","-49,181"
36,1301 台塑,44.80,-0.45,-0.99%,"91,654","137,555","-45,900"
37,2880 華南金,30.55,-1.40,-4.38%,"235,422","280,953","-45,531"
38,2887 台新新光金,23.30,-0.50,-2.10%,"928,375","970,335","-41,959"
39,00997A主動群益美國增長,13.08,+ 0.42,+3.32%,"186,533","227,124","-40,590"
40,2382 廣達,316.50,+ 0.50,+0.16%,"167,710","204,695","-36,985"
41,4960 誠美材,36.00,+ 0.20,+0.56%,"55,917","90,192","-34,274"
42,00662 富邦NASDAQ,120.80,+ 1.30,+1.09%,"47,134","80,451","-33,317"
43,9907 統一實,15.95,0.00,0.00%,"28,604","60,138","-31,533"
44,2845 遠東銀,12.05,-0.05,-0.41%,"62,839","93,394","-30,554"
45,00753L中信中國50正2,9.90,-0.08,-0.80%,"117,092","146,649","-29,557"
46,2371 大同,30.40,+ 0.90,+3.05%,"87,692","117,161","-29,468"
47,2354 鴻準,61.10,+ 0.90,+1.50%,"54,775","82,313","-27,538"
48,00947 台新臺灣IC設計,37.61,+ 1.22,+3.35%,"60,794","88,313","-27,518"
49,1102 亞泥,33.60,-0.80,-2.33%,"87,594","114,497","-26,902"
50,2329 華泰,56.40,+ 1.80,+3.30%,"54,724","80,042","-25,318"
