Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,2892 第一金,27.55,-0.15,-0.54%,"23,988","72,491","-48,503"
2,2303 聯電,114.00,-2.00,-1.72%,"15,285","61,088","-45,803"
3,2890 永豐金,29.10,-0.60,-2.02%,"7,449","28,368","-20,919"
4,00632R元大台灣50反1,11.08,-0.21,-1.86%,"13,679","33,307","-19,627"
5,00988A主動統一全球創新,20.36,+ 1.18,+6.15%,"22,252","39,329","-17,076"
6,00984D主動聯博全球非投,10.06,-0.04,-0.40%,"8,492","22,267","-13,775"
7,8150 南茂,79.10,+ 3.20,+4.22%,"4,211","17,734","-13,522"
8,00712 復華富時不動產,8.77,+ 0.01,+0.11%,"5,065","18,440","-13,375"
9,2002 中鋼,18.15,-0.05,-0.27%,"3,825","16,249","-12,424"
10,2884 玉山金,31.30,-0.25,-0.79%,"16,663","28,180","-11,517"
11,2881 富邦金,95.10,-1.00,-1.04%,"19,468","30,076","-10,607"
12,2355 敬鵬,65.20,+ 0.20,+0.31%,"3,387","13,246","-9,859"
13,1303 南亞,86.70,-0.60,-0.69%,"4,773","14,581","-9,807"
14,2610 華航,18.55,-0.15,-0.80%,"8,548","17,982","-9,434"
15,4960 誠美材,35.80,-0.65,-1.78%,"2,835","10,878","-8,042"
16,00637L元大滬深300正2,20.91,-0.57,-2.65%,"7,343","14,972","-7,629"
17,00753L中信中國50正2,9.98,-0.10,-0.99%,"4,380","11,439","-7,059"
18,1216 統一,71.50,-1.60,-2.19%,"6,598","13,106","-6,507"
19,2834 臺企銀,16.00,-0.10,-0.62%,"6,106","12,455","-6,349"
20,6209 今國光,85.80,-0.90,-1.04%,"4,081","9,837","-5,756"
21,2515 中工,13.35,-0.50,-3.61%,"5,104","10,752","-5,648"
22,2401 凌陽,30.75,+ 1.20,+4.06%,"4,850","9,898","-5,048"
23,00664R國泰臺灣加權反1,1.79,-0.05,-2.72%,"11,998","16,962","-4,964"
24,4916 事欣科,98.30,-0.50,-0.51%,"4,971","9,555","-4,584"
25,1314 中石化,7.08,-0.12,-1.67%,"4,096","8,320","-4,223"
26,1301 台塑,45.25,-0.50,-1.09%,"1,771","5,899","-4,128"
27,1582 信錦,115.00,-2.50,-2.13%,"1,445","5,379","-3,933"
28,3702 大聯大,118.00,-5.50,-4.45%,"3,822","7,737","-3,915"
29,3045 台灣大,112.00,-1.50,-1.32%,"7,786","11,459","-3,672"
30,00715L期街口布蘭特正2,62.25,-0.95,-1.50%,"1,509","5,027","-3,518"
31,2880 華南金,31.95,-0.10,-0.31%,"15,960","19,407","-3,446"
32,2412 中華電,137.00,-0.50,-0.36%,"3,273","6,552","-3,279"
33,2105 正新,31.90,-0.55,-1.69%,"5,254","8,507","-3,253"
34,2801 彰銀,20.30,0.00,0.00%,"11,088","14,142","-3,053"
35,2316 楠梓電,153.50,+ 2.50,+1.66%,"1,768","4,790","-3,022"
36,5880 合庫金,22.70,0.00,0.00%,"4,420","7,334","-2,913"
37,1326 台化,45.55,+ 0.10,+0.22%,"2,457","5,168","-2,710"
38,2486 一詮,271.00,-7.50,-2.69%,996,"3,707","-2,710"
39,1102 亞泥,34.40,-0.55,-1.57%,"6,322","8,831","-2,508"
40,1721 三晃,29.00,-0.90,-3.01%,"1,238","3,574","-2,335"
41,00642U期元大S＆P石油,30.88,-0.48,-1.53%,"1,902","4,189","-2,286"
42,00882 中信中國高股息,15.79,-0.14,-0.88%,"2,549","4,826","-2,277"
43,009805新光美國電力基建,16.54,+ 0.14,+0.85%,"7,454","9,728","-2,274"
44,00953B群益優選非投等債,9.59,0.00,0.00%,"10,330","12,595","-2,265"
45,00665L富邦恒生國企正2,9.69,+ 0.03,+0.31%,"4,643","6,783","-2,139"
46,2103 台橡,19.80,-0.65,-3.18%,"1,214","3,243","-2,028"
47,9907 統一實,15.95,-0.10,-0.62%,982,"2,968","-1,985"
48,2352 佳世達,28.75,+ 1.55,+5.70%,"3,962","5,926","-1,964"
49,2812 台中銀,18.95,-0.05,-0.26%,"2,829","4,774","-1,945"
50,2472 立隆電,260.00,-6.00,-2.26%,"1,165","3,108","-1,943"
