Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,1303 南亞,81.40,+ 7.20,+9.70%,"133,187","39,331","93,856"
2,1326 台化,48.65,+ 4.40,+9.94%,"116,568","28,951","87,617"
3,2027 大成鋼,36.80,+ 0.20,+0.55%,"99,698","14,325","85,373"
4,00981A主動統一台股增長,20.45,-0.39,-1.87%,"246,384","175,705","70,679"
5,0050 元大台灣50,73.90,-1.10,-1.47%,"175,516","115,799","59,717"
6,3062 建漢,30.70,+ 2.75,+9.84%,"80,433","24,949","55,484"
7,009816凱基台灣TOP50,10.46,-0.21,-1.97%,"198,766","145,898","52,868"
8,0056 元大高股息,37.85,-0.58,-1.51%,"98,697","51,979","46,718"
9,2002 中鋼,19.15,-0.45,-2.30%,"65,473","25,814","39,659"
10,1301 台塑,48.25,+ 1.35,+2.88%,"59,280","19,773","39,507"
11,1314 中石化,8.21,+ 0.10,+1.23%,"87,153","52,108","35,045"
12,00632R元大台灣50反1,14.52,+ 0.28,+1.97%,"144,544","116,491","28,053"
13,1312 國喬,14.15,+ 0.40,+2.91%,"44,392","18,911","25,481"
14,00878 國泰永續高股息,22.11,-0.28,-1.25%,"54,861","29,995","24,866"
15,00919 群益台灣精選高息,22.30,-0.22,-0.98%,"118,301","93,923","24,378"
16,2883 凱基金,19.40,-0.45,-2.27%,"49,441","25,070","24,371"
17,00680L元大美債20正2,7.04,+ 0.03,+0.43%,"38,850","14,769","24,080"
18,00642U期元大S＆P石油,27.50,+ 2.11,+8.31%,"53,568","30,319","23,249"
19,00712 復華富時不動產,8.42,-0.14,-1.64%,"44,075","20,952","23,123"
20,1313 聯成,13.45,+ 0.65,+5.08%,"31,321","12,106","19,215"
21,2303 聯電,57.00,-0.80,-1.38%,"60,727","41,614","19,113"
22,00715L期街口布蘭特正2,62.60,+ 7.40,+13.41%,"60,176","41,286","18,890"
23,6505 台塑化,56.40,+ 0.10,+0.18%,"31,070","12,214","18,857"
24,3481 群創,24.60,-0.20,-0.81%,"192,999","174,519","18,479"
25,2324 仁寶,28.25,-2.00,-6.61%,"79,430","61,944","17,486"
26,1310 台苯,11.95,+ 0.70,+6.22%,"34,395","17,321","17,074"
27,2317 鴻海,194.00,-5.50,-2.76%,"46,504","29,525","16,979"
28,2884 玉山金,32.00,-0.20,-0.62%,"35,066","18,515","16,550"
29,0052 富邦科技,43.66,-0.84,-1.89%,"47,419","30,933","16,486"
30,1909 榮成,10.50,+ 0.25,+2.44%,"28,651","12,378","16,273"
31,2481 強茂,88.70,-9.20,-9.40%,"33,255","17,056","16,200"
32,2890 永豐金,30.75,-0.95,-3.00%,"32,741","17,637","15,103"
33,2891 中信金,51.90,-1.10,-2.08%,"47,208","33,064","14,145"
34,5880 合庫金,23.20,-0.20,-0.85%,"25,361","11,303","14,059"
35,2489 瑞軒,32.70,-2.35,-6.70%,"72,307","58,295","14,012"
36,2885 元大金,44.45,-0.85,-1.88%,"30,359","17,285","13,074"
37,2330 台積電,"1,780.00",-40.00,-2.20%,"46,272","33,883","12,389"
38,2886 兆豐金,38.65,-0.45,-1.15%,"38,778","26,603","12,175"
39,00673R期元大S＆P原油反1,18.23,-0.45,-2.41%,"16,815","4,885","11,930"
40,2887 台新新光金,23.75,-0.30,-1.25%,"75,407","63,736","11,670"
41,2615 萬海,78.20,+ 3.10,+4.13%,"18,895","7,283","11,613"
42,00953B群益優選非投等債,9.62,-0.02,-0.21%,"32,317","20,840","11,477"
43,7780 大研生醫*,21.00,-1.00,-4.55%,"15,055","4,584","10,471"
44,2371 大同,31.65,+ 0.55,+1.77%,"17,965","7,675","10,290"
45,2801 彰銀,20.35,-0.25,-1.21%,"19,447","9,460","9,987"
46,2105 正新,31.60,+ 0.85,+2.76%,"19,580","9,685","9,895"
47,00663L國泰臺灣加權正2,57.60,-2.15,-3.60%,"28,606","19,187","9,419"
48,00922 國泰台灣領袖50,27.45,-0.49,-1.75%,"22,309","12,970","9,340"
49,00648R元大S＆P500反1,4.71,+ 0.09,+1.95%,"9,618",958,"8,660"
50,00753L中信中國50正2,9.94,-0.31,-3.02%,"24,162","15,866","8,296"
