Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2330 台積電,"1,740.00",-35.00,-1.97%,"88,675,053","57,524,295","31,150,758"
2,3481 群創,27.15,0.00,0.00%,"19,965,253","5,697,284","14,267,969"
3,2308 台達電,"1,135.00",+ 5.00,+0.44%,"21,793,132","8,487,601","13,305,530"
4,1513 中興電,177.50,+ 1.00,+0.57%,"16,506,384","7,992,467","8,513,916"
5,3715 定穎投控,134.00,+ 2.50,+1.90%,"9,927,903","4,090,979","5,836,924"
6,6443 元晶,39.80,-1.00,-2.45%,"10,037,000","5,163,256","4,873,743"
7,2455 全新,176.50,-8.00,-4.34%,"8,201,557","3,468,419","4,733,138"
8,0050 元大台灣50,71.85,-0.75,-1.03%,"12,502,883","8,024,448","4,478,434"
9,2367 燿華,40.80,+ 3.15,+8.37%,"6,933,203","2,598,833","4,334,369"
10,2356 英業達,46.55,+ 1.75,+3.91%,"4,774,214","780,623","3,993,590"
11,2368 金像電,596.00,-34.00,-5.40%,"8,703,455","4,965,614","3,737,840"
12,3653 健策,"2,330.00",-130.00,-5.28%,"7,207,064","3,537,097","3,669,967"
13,2454 聯發科,"1,465.00",-20.00,-1.35%,"12,981,058","9,662,514","3,318,544"
14,0056 元大高股息,38.21,-0.24,-0.62%,"5,894,370","3,338,479","2,555,890"
15,6415 矽力*-KY,268.50,+ 16.50,+6.55%,"7,103,276","4,699,154","2,404,122"
16,2404 漢唐,"1,010.00",-70.00,-6.48%,"4,443,489","2,237,836","2,205,653"
17,3019 亞光,146.00,+ 2.50,+1.74%,"2,818,584","646,969","2,171,614"
18,6282 康舒,61.10,-2.70,-4.23%,"11,315,786","9,350,062","1,965,724"
19,6753 龍德造船,161.50,+ 14.50,+9.86%,"2,667,464","711,999","1,955,464"
20,3665 貿聯-KY,"1,300.00",-40.00,-2.99%,"4,952,588","3,052,441","1,900,146"
21,2887 台新新光金,22.10,-0.80,-3.49%,"3,514,317","1,719,056","1,795,261"
22,6805 富世達,"1,285.00",0.00,0.00%,"3,241,729","1,514,468","1,727,260"
23,3016 嘉晶,72.60,+ 6.60,+10.00%,"2,561,913","972,159","1,589,754"
24,3711 日月光投控,291.00,-5.00,-1.69%,"6,118,441","4,544,087","1,574,353"
25,3443 創意,"2,625.00",-75.00,-2.78%,"7,035,719","5,467,043","1,568,676"
26,3533 嘉澤,"1,330.00",-95.00,-6.67%,"2,592,979","1,062,434","1,530,544"
27,2383 台光電,"1,560.00",-55.00,-3.41%,"5,543,267","4,035,608","1,507,659"
28,3704 合勤控,39.65,+ 3.60,+9.99%,"1,962,005","568,691","1,393,313"
29,6442 光聖,"1,250.00",-20.00,-1.57%,"6,040,487","4,672,718","1,367,769"
30,2337 旺宏,73.30,-3.50,-4.56%,"6,398,409","5,057,347","1,341,062"
31,2328 廣宇,53.60,+ 1.50,+2.88%,"1,942,303","621,423","1,320,880"
32,1609 大亞,43.00,+ 0.45,+1.06%,"2,121,087","834,870","1,286,217"
33,2342 茂矽,37.80,+ 1.05,+2.86%,"1,606,516","385,931","1,220,585"
34,6409 旭隼,917.00,-68.00,-6.90%,"1,786,586","631,208","1,155,378"
35,7769 鴻勁,"3,575.00",+ 80.00,+2.29%,"3,082,900","1,931,216","1,151,683"
36,2344 華邦電,105.50,-7.50,-6.64%,"6,924,443","5,808,516","1,115,926"
37,5269 祥碩,"1,220.00",-70.00,-5.43%,"1,852,343","772,040","1,080,303"
38,3008 大立光,"2,440.00",+ 10.00,+0.41%,"2,750,079","1,680,774","1,069,304"
39,2374 佳能,82.50,+ 1.50,+1.85%,"1,889,497","832,537","1,056,960"
40,2363 矽統,56.90,+ 5.10,+9.85%,"1,637,206","580,717","1,056,489"
41,00631L元大台灣50正2,423.80,-10.20,-2.35%,"2,566,819","1,529,527","1,037,291"
42,2301 光寶科,161.00,-0.50,-0.31%,"2,882,272","1,850,666","1,031,605"
43,3376 新日興,230.00,-4.50,-1.92%,"4,621,018","3,591,040","1,029,978"
44,2457 飛宏,37.00,+ 3.35,+9.96%,"2,548,726","1,658,263","890,463"
45,2451 創見,231.00,-17.00,-6.85%,"4,187,823","3,306,755","881,068"
46,2371 大同,41.05,-1.70,-3.98%,"8,388,597","7,517,591","871,005"
47,3030 德律,180.00,+ 5.00,+2.86%,"1,290,951","501,309","789,641"
48,2486 一詮,94.00,+ 1.00,+1.08%,"1,095,998","340,562","755,436"
49,00632R元大台灣50反1,15.19,+ 0.15,+1.00%,"1,153,197","435,374","717,823"
50,8249 菱光,62.10,+ 3.20,+5.43%,"1,151,673","435,581","716,091"
