Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2327 國巨*,"1,125.00",+ 75.00,+7.14%,"67,506,628","50,659,977","16,846,650"
2,3189 景碩,812.00,+ 73.00,+9.88%,"35,088,172","22,169,743","12,918,429"
3,3037 欣興,"1,020.00",+ 89.00,+9.56%,"34,370,433","25,331,936","9,038,497"
4,3443 創意,"4,850.00",-30.00,-0.61%,"16,239,033","8,295,987","7,943,045"
5,2337 旺宏,161.50,-10.50,-6.10%,"27,258,861","19,375,346","7,883,515"
6,3008 大立光,"5,165.00",+ 265.00,+5.41%,"17,329,225","10,316,359","7,012,865"
7,4958 臻鼎-KY,602.00,+ 15.00,+2.56%,"22,507,785","16,476,802","6,030,982"
8,2404 漢唐,"1,365.00",+ 110.00,+8.76%,"7,918,803","2,286,116","5,632,687"
9,6239 力成,326.00,-12.00,-3.55%,"13,447,630","8,073,427","5,374,203"
10,8046 南電,"1,045.00",+ 92.00,+9.65%,"27,338,940","22,817,592","4,521,348"
11,6271 同欣電,271.50,+ 20.00,+7.95%,"6,721,052","2,211,498","4,509,554"
12,1301 台塑,58.00,+ 3.50,+6.42%,"8,419,040","4,183,526","4,235,513"
13,2345 智邦,"2,380.00",+ 5.00,+0.21%,"11,336,448","7,227,019","4,109,429"
14,6139 亞翔,875.00,+ 57.00,+6.97%,"6,484,394","2,528,411","3,955,983"
15,3661 世芯-KY,"4,230.00",-100.00,-2.31%,"8,884,877","5,268,220","3,616,657"
16,2472 立隆電,397.00,+ 36.00,+9.97%,"6,443,817","3,171,205","3,272,612"
17,2363 矽統,76.10,+ 6.90,+9.97%,"5,485,768","2,410,291","3,075,477"
18,8110 華東,63.20,+ 5.70,+9.91%,"3,610,421","539,546","3,070,874"
19,2351 順德,209.00,-8.50,-3.91%,"5,264,420","2,493,132","2,771,288"
20,8454 富邦媒,338.50,-9.50,-2.73%,"2,857,619","295,364","2,562,255"
21,2375 凱美,212.00,+ 0.50,+0.24%,"5,937,607","3,582,819","2,354,788"
22,6531 愛普*,"1,100.00",+ 30.00,+2.80%,"7,423,451","5,237,534","2,185,917"
23,3231 緯創,160.00,+ 2.50,+1.59%,"6,763,904","4,718,744","2,045,159"
24,2059 川湖,"7,315.00",-190.00,-2.53%,"5,849,863","3,957,814","1,892,049"
25,2458 義隆,180.00,+ 16.00,+9.76%,"2,422,480","544,646","1,877,833"
26,6409 旭隼,"1,000.00",+ 87.00,+9.53%,"2,037,612","311,357","1,726,255"
27,6770 力積電,83.20,-2.50,-2.92%,"40,969,065","39,341,921","1,627,143"
28,8150 南茂,96.00,-7.00,-6.80%,"5,397,070","3,780,400","1,616,669"
29,1802 台玻,69.60,+ 0.30,+0.43%,"5,001,322","3,663,818","1,337,504"
30,3653 健策,"3,390.00",-250.00,-6.87%,"9,707,170","8,396,312","1,310,858"
31,3406 玉晶光,759.00,+ 26.00,+3.55%,"3,175,706","1,885,974","1,289,731"
32,1326 台化,59.50,+ 1.80,+3.12%,"5,104,043","3,821,277","1,282,766"
33,2233 宇隆,230.50,-25.50,-9.96%,"1,624,231","364,437","1,259,794"
34,6834 天二科技,125.50,+ 3.00,+2.45%,"1,932,145","678,722","1,253,422"
35,4938 和碩,86.00,+ 2.00,+2.38%,"3,217,794","1,993,975","1,223,818"
36,6213 聯茂,339.50,+ 30.50,+9.87%,"9,039,585","7,865,777","1,173,807"
37,3034 聯詠,561.00,+ 18.00,+3.31%,"3,952,098","2,836,250","1,115,847"
38,3376 新日興,200.50,-0.50,-0.25%,"1,714,325","619,711","1,094,613"
39,2374 佳能,79.40,+ 3.90,+5.17%,"1,419,808","396,423","1,023,385"
40,6451 訊芯-KY,614.00,-17.00,-2.69%,"5,727,754","4,747,744","980,010"
41,2382 廣達,366.50,-5.50,-1.48%,"4,999,858","4,088,122","911,735"
42,6672 騰輝電子-KY,289.50,+ 26.00,+9.87%,"2,668,927","1,767,856","901,070"
43,6278 台表科,205.00,+ 3.50,+1.74%,"1,627,341","827,009","800,332"
44,1717 長興,75.90,+ 2.00,+2.71%,"1,684,907","922,899","762,008"
45,5880 合庫金,25.10,+ 0.70,+2.87%,"1,180,992","443,514","737,477"
46,3702 大聯大,107.00,+ 0.50,+0.47%,"1,119,384","399,125","720,258"
47,2892 第一金,32.85,+ 0.80,+2.50%,"1,944,897","1,248,206","696,691"
48,6197 佳必琪,373.50,+ 14.00,+3.89%,"2,027,808","1,334,509","693,299"
49,6209 今國光,89.40,+ 0.40,+0.45%,"1,532,353","869,943","662,410"
50,2379 瑞昱,814.00,+ 11.00,+1.37%,"6,301,769","5,663,064","638,704"
