Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,9.91,+ 0.10,+1.02%,"183,398"
2,00632R元大台灣50反1,10.33,+ 0.03,+0.29%,"136,350"
3,00631L元大台灣50正2,33.85,-0.30,-0.88%,"120,973"
4,0050 元大台灣50,103.30,-0.50,-0.48%,"83,889"
5,009816凱基台灣TOP50,14.96,-0.04,-0.27%,"77,672"
6,00981A主動統一台股增長,28.84,+ 0.38,+1.34%,"76,313"
7,2317 鴻海,264.50,+ 6.00,+2.32%,"60,852"
8,2301 光寶科,252.50,+ 3.50,+1.41%,"58,001"
9,3231 緯創,189.50,-3.50,-1.81%,"43,923"
10,2408 南亞科,459.00,+ 14.00,+3.15%,"41,239"
11,2618 長榮航,43.25,-0.55,-1.26%,"36,759"
12,6770 力積電,66.60,+ 0.50,+0.76%,"33,902"
13,2883 凱基金,30.60,-1.00,-3.16%,"31,570"
14,00405A主動富邦台灣龍耀,8.25,+ 0.20,+2.48%,"30,741"
15,1216 統一,73.00,-0.20,-0.27%,"29,638"
16,2324 仁寶,37.30,+ 0.35,+0.95%,"28,809"
17,2891 中信金,64.60,-1.40,-2.12%,"27,050"
18,0056 元大高股息,51.30,-0.15,-0.29%,"25,416"
19,1402 遠東新,27.00,+ 0.30,+1.12%,"23,348"
20,2027 大成鋼,46.10,+ 1.75,+3.95%,"21,478"
21,00991A主動復華未來50,17.16,+ 0.27,+1.60%,"21,453"
22,00400A主動國泰動能高息,13.89,+ 0.20,+1.46%,"21,160"
23,3706 神達,92.90,+ 1.00,+1.09%,"20,471"
24,1605 華新,34.25,-0.60,-1.72%,"20,330"
25,2610 華航,22.15,-0.45,-1.99%,"19,627"
26,3006 晶豪科,258.00,+ 19.00,+7.95%,"18,308"
27,0052 富邦科技,60.45,-0.20,-0.33%,"17,973"
28,8112 至上,89.00,+ 2.80,+3.25%,"17,961"
29,00992A主動群益科技創新,16.93,+ 0.38,+2.30%,"17,229"
30,00999A主動野村臺灣高息,10.88,+ 0.13,+1.21%,"17,167"
31,009819中信數據及電力,10.30,-0.12,-1.15%,"16,880"
32,2890 永豐金,38.70,-0.85,-2.15%,"16,647"
33,2377 微星,154.00,+ 3.00,+1.99%,"14,412"
34,2002 中鋼,19.00,+ 0.10,+0.53%,"13,357"
35,2376 技嘉,344.00,+ 2.00,+0.58%,"12,475"
36,4938 和碩,88.00,-1.50,-1.68%,"10,776"
37,00685L群益臺灣加權正2,11.05,-0.07,-0.63%,"10,419"
38,00919 群益台灣精選高息,29.60,-0.34,-1.14%,"10,121"
39,009821野村稀土關鍵資源,14.12,+ 0.41,+2.99%,"10,075"
40,2388 威盛,79.40,-3.60,-4.34%,"8,523"
41,00900 富邦特選高股息30,18.67,-0.07,-0.37%,"8,134"
42,2867 三商壽,9.77,0.00,0.00%,"7,977"
43,2006 東和鋼鐵,86.20,+ 7.80,+9.95%,"7,639"
44,00918 大華優利高填息30,33.58,-0.08,-0.24%,"7,312"
45,2421 建準,154.50,+ 14.00,+9.96%,"6,765"
46,00927 群益半導體收益,35.98,-0.03,-0.08%,"6,556"
47,3605 宏致,108.00,+ 6.50,+6.40%,"6,518"
48,2353 宏碁,30.00,-0.25,-0.83%,"6,490"
49,2634 漢翔,62.20,-1.30,-2.05%,"6,479"
50,2393 億光,61.40,+ 0.70,+1.15%,"6,469"
