Rank,Stock,Price,Change,ChangePercent,NetSell
1,3481 群創,49.30,-0.55,-1.10%,"-85,559"
2,6770 力積電,70.80,-2.20,-3.01%,"-77,324"
3,00632R元大台灣50反1,9.73,-0.22,-2.21%,"-67,124"
4,009816凱基台灣TOP50,15.89,+ 0.33,+2.12%,"-61,817"
5,3231 緯創,182.00,+ 4.00,+2.25%,"-46,521"
6,2324 仁寶,39.90,-0.45,-1.12%,"-46,406"
7,2634 漢翔,67.00,+ 0.10,+0.15%,"-46,261"
8,2884 玉山金,39.90,+ 0.15,+0.38%,"-45,296"
9,00919 群益台灣精選高息,32.31,+ 0.35,+1.10%,"-33,509"
10,00712 復華富時不動產,8.68,-0.04,-0.46%,"-29,859"
11,2891 中信金,66.50,+ 1.80,+2.78%,"-27,467"
12,6919 康霈*,91.20,-3.60,-3.80%,"-24,217"
13,2492 華新科,302.50,+ 7.50,+2.54%,"-16,838"
14,00990A主動元大AI新經濟,15.13,+ 0.13,+0.87%,"-16,400"
15,3702 大聯大,100.50,+ 0.90,+0.90%,"-14,943"
16,00830 國泰費城半導體,81.05,+ 0.05,+0.06%,"-14,915"
17,3605 宏致,125.50,-13.50,-9.71%,"-14,732"
18,2332 友訊,19.85,-0.05,-0.25%,"-14,585"
19,00918 大華優利高填息30,35.29,+ 0.68,+1.96%,"-13,964"
20,2317 鴻海,256.00,+ 6.00,+2.40%,"-13,912"
21,2327 國巨*,568.00,+ 23.00,+4.22%,"-13,772"
22,1409 新纖,25.65,+ 1.05,+4.27%,"-13,183"
23,5388 中磊,77.10,-0.10,-0.13%,"-12,039"
24,8039 台虹,319.00,-8.00,-2.45%,"-11,422"
25,3049 精金,13.30,-0.25,-1.85%,"-11,160"
26,2359 所羅門,144.00,-0.50,-0.35%,"-10,298"
27,2605 新興,34.75,-0.60,-1.70%,"-9,967"
28,4938 和碩,91.00,-0.10,-0.11%,"-9,815"
29,9904 寶成,24.90,+ 0.05,+0.20%,"-9,659"
30,2301 光寶科,300.50,-4.50,-1.48%,"-8,916"
31,3036 文曄,196.00,0.00,0.00%,"-8,913"
32,8070 長華*,50.30,+ 0.10,+0.20%,"-8,848"
33,3209 全科,46.40,+ 0.55,+1.20%,"-8,231"
34,4906 正文,38.20,+ 2.00,+5.52%,"-8,190"
35,1303 南亞,234.50,-8.00,-3.30%,"-7,599"
36,009820元大納斯達克精選,9.77,+ 0.01,+0.10%,"-7,571"
37,2323 中環,10.95,0.00,0.00%,"-7,561"
38,3033 威健,44.25,-0.30,-0.67%,"-7,249"
39,2885 元大金,66.70,+ 1.30,+1.99%,"-7,179"
40,2412 中華電,136.00,0.00,0.00%,"-6,788"
41,8996 高力,"1,175.00",0.00,0.00%,"-6,583"
42,00631L元大台灣50正2,37.26,+ 1.44,+4.02%,"-6,576"
43,2464 盟立,184.50,+ 4.50,+2.50%,"-6,521"
44,6278 台表科,200.00,+ 0.50,+0.25%,"-6,419"
45,2368 金像電,"1,225.00",+ 60.00,+5.15%,"-6,411"
46,3645 達邁,73.50,-1.00,-1.34%,"-6,389"
47,8112 至上,91.30,+ 0.50,+0.55%,"-6,229"
48,5608 四維航,16.70,-0.25,-1.47%,"-6,170"
49,2645 長榮航太,176.00,+ 3.00,+1.73%,"-6,128"
50,00685L群益臺灣加權正2,12.31,+ 0.49,+4.15%,"-5,543"
