Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2409 友達,24.40,-2.70,-9.96%,"69,133","607,775","-538,642"
2,1718 中纖,10.00,+ 0.15,+1.52%,"32,120","205,425","-173,305"
3,9105 泰金寶-DR,10.35,-1.10,-9.61%,"16,345","149,437","-133,092"
4,2356 英業達,69.20,-7.60,-9.90%,"17,531","113,333","-95,803"
5,3481 群創,48.35,-5.35,-9.96%,"88,825","177,088","-88,263"
6,6282 康舒,58.80,-5.00,-7.84%,"45,112","113,255","-68,143"
7,1504 東元,71.60,-6.80,-8.67%,"36,115","102,441","-66,326"
8,2303 聯電,121.00,-10.50,-7.98%,"318,680","377,903","-59,223"
9,2481 強茂,148.50,-16.50,-10.00%,"18,019","74,311","-56,292"
10,2344 華邦電,154.00,-8.00,-4.94%,"179,965","228,440","-48,475"
11,1714 和桐,12.65,+ 1.15,+10.00%,"19,135","64,868","-45,734"
12,2324 仁寶,38.60,-2.80,-6.76%,"152,319","194,674","-42,355"
13,2883 凱基金,26.75,-0.85,-3.08%,"270,735","312,820","-42,086"
14,00712 復華富時不動產,8.69,-0.02,-0.23%,"38,253","69,328","-31,075"
15,2312 金寶,35.40,-3.90,-9.92%,"38,260","67,008","-28,748"
16,1708 東鹼,44.20,-4.90,-9.98%,"14,309","42,986","-28,678"
17,8150 南茂,87.20,-9.60,-9.92%,"6,050","34,134","-28,084"
18,2887 台新新光金,27.75,-0.85,-2.97%,"115,887","143,711","-27,824"
19,6209 今國光,80.00,-7.90,-8.99%,"11,898","38,454","-26,556"
20,3149 正達,86.80,-4.00,-4.41%,"9,171","34,191","-25,020"
21,3049 精金,15.15,-0.75,-4.72%,"18,979","41,814","-22,835"
22,2301 光寶科,218.50,-11.50,-5.00%,"23,221","45,960","-22,739"
23,8112 至上,84.70,-7.90,-8.53%,"21,744","43,713","-21,969"
24,1513 中興電,169.50,-1.00,-0.59%,"18,490","40,328","-21,838"
25,3033 威健,47.90,-3.90,-7.53%,"10,903","31,940","-21,037"
26,3015 全漢,62.10,-6.80,-9.87%,"3,255","23,541","-20,286"
27,2337 旺宏,143.50,-6.50,-4.33%,"34,561","54,587","-20,026"
28,1409 新纖,24.80,-1.35,-5.16%,"25,157","44,949","-19,792"
29,2457 飛宏,28.25,-1.90,-6.30%,"10,138","29,528","-19,390"
30,2891 中信金,65.40,-1.20,-1.80%,"46,262","63,845","-17,583"
31,2408 南亞科,339.50,-20.50,-5.69%,"104,498","121,600","-17,102"
32,1809 中釉,53.70,-5.90,-9.90%,"8,664","25,659","-16,995"
33,2489 瑞軒,43.60,-4.80,-9.92%,"7,072","24,065","-16,993"
34,3312 弘憶股,60.80,-6.70,-9.93%,"7,026","23,578","-16,552"
35,1503 士電,230.00,-11.50,-4.76%,"10,932","27,220","-16,289"
36,2353 宏碁,35.30,-3.10,-8.07%,"70,827","87,069","-16,242"
37,3059 華晶科,46.05,-2.85,-5.83%,"9,796","25,945","-16,150"
38,2313 華通,252.00,-7.00,-2.70%,"48,579","64,235","-15,656"
39,3019 亞光,142.00,-10.50,-6.89%,"8,260","23,500","-15,240"
40,2485 兆赫,63.20,-4.30,-6.37%,"10,305","25,121","-14,816"
41,2367 燿華,60.50,-2.60,-4.12%,"21,275","35,580","-14,305"
42,9958 世紀鋼,115.00,-6.00,-4.96%,"5,632","19,788","-14,157"
43,2493 揚博,164.00,-14.00,-7.87%,"4,904","18,954","-14,050"
44,2406 國碩,32.00,-2.65,-7.65%,"12,784","26,787","-14,003"
45,009820元大納斯達克精選,10.09,-0.36,-3.44%,"17,608","30,921","-13,313"
46,1314 中石化,7.94,-0.15,-1.85%,"36,546","49,832","-13,285"
47,3450 聯鈞,461.00,-40.00,-7.98%,"6,239","18,963","-12,724"
48,2464 盟立,148.50,-16.50,-10.00%,"2,224","14,882","-12,657"
49,2359 所羅門,131.50,-10.50,-7.39%,"3,002","15,354","-12,352"
50,2882 國泰金,95.00,-5.00,-5.00%,"57,020","69,269","-12,249"
