Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,106.40,-0.30,-0.28%,"-576,057"
2,00403A主動統一升級50,10.32,+ 0.02,+0.19%,"-463,176"
3,1303 南亞,207.50,+ 18.50,+9.79%,"-287,768"
4,2834 臺企銀,16.30,-0.15,-0.91%,"-135,596"
5,2330 台積電,"2,395.00",-40.00,-1.64%,"-135,153"
6,2880 華南金,38.95,-0.15,-0.38%,"-127,029"
7,2449 京元電子,247.00,-6.50,-2.56%,"-113,534"
8,2801 彰銀,23.55,0.00,0.00%,"-105,781"
9,1314 中石化,7.68,+ 0.02,+0.26%,"-104,749"
10,00988A主動統一全球創新,17.37,-0.29,-1.64%,"-95,182"
11,1714 和桐,16.40,-0.30,-1.80%,"-90,174"
12,00878 國泰永續高股息,33.87,+ 0.09,+0.27%,"-83,919"
13,3711 日月光投控,616.00,-10.00,-1.60%,"-77,534"
14,2303 聯電,121.00,-3.50,-2.81%,"-77,236"
15,1802 台玻,57.90,+ 1.00,+1.76%,"-75,322"
16,2337 旺宏,137.00,+ 0.50,+0.37%,"-74,343"
17,2409 友達,25.80,+ 0.05,+0.19%,"-68,108"
18,00891 中信關鍵半導體,36.38,-0.19,-0.52%,"-67,079"
19,00990A主動元大AI新經濟,16.49,-0.12,-0.72%,"-64,885"
20,2382 廣達,327.50,+ 2.50,+0.77%,"-53,908"
21,2327 國巨*,622.00,-40.00,-6.04%,"-50,817"
22,2886 兆豐金,47.35,+ 1.50,+3.27%,"-50,732"
23,8150 南茂,91.90,-1.00,-1.08%,"-46,455"
24,2352 佳世達,29.50,+ 0.80,+2.79%,"-45,932"
25,2406 國碩,29.20,-2.30,-7.30%,"-44,441"
26,1409 新纖,25.25,+ 0.10,+0.40%,"-44,139"
27,1326 台化,60.50,+ 1.00,+1.68%,"-43,749"
28,00929 復華台灣科技優息,29.44,-0.23,-0.78%,"-42,723"
29,1102 亞泥,33.45,+ 1.75,+5.52%,"-42,360"
30,00982A主動群益台灣強棒,23.28,+ 0.10,+0.43%,"-42,311"
31,2492 華新科,302.50,-14.00,-4.42%,"-41,649"
32,00881 國泰台灣科技龍頭,54.80,-0.20,-0.36%,"-39,158"
33,3037 欣興,"1,020.00",+ 20.00,+2.00%,"-38,952"
34,4958 臻鼎-KY,489.50,+ 12.00,+2.51%,"-38,277"
35,009820元大納斯達克精選,10.26,+ 0.13,+1.28%,"-37,531"
36,3702 大聯大,115.00,-8.50,-6.88%,"-37,446"
37,00830 國泰費城半導體,87.70,-1.25,-1.41%,"-35,667"
38,6005 群益證,30.90,+ 0.30,+0.98%,"-35,318"
39,2308 台達電,"1,885.00",0.00,0.00%,"-34,201"
40,1718 中纖,10.95,-0.05,-0.45%,"-30,183"
41,8926 台汽電,56.70,+ 0.90,+1.61%,"-28,456"
42,2481 強茂,138.00,-5.00,-3.50%,"-27,821"
43,6282 康舒,47.80,-0.35,-0.73%,"-26,466"
44,6239 力成,278.00,-5.00,-1.77%,"-25,886"
45,2369 菱生,33.10,+ 0.15,+0.46%,"-25,339"
46,8046 南電,"1,305.00",+ 90.00,+7.41%,"-25,263"
47,1312 國喬,11.90,+ 0.20,+1.71%,"-23,294"
48,2515 中工,12.05,+ 0.05,+0.42%,"-23,125"
49,2542 興富發,46.20,-0.20,-0.43%,"-22,709"
50,2363 矽統,53.40,-1.00,-1.84%,"-22,675"
