Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2454 聯發科,"4,340.00",+ 65.00,+1.52%,"41,479,171","103,733,406","-62,254,235"
2,2330 台積電,"2,390.00",+ 5.00,+0.21%,"34,060,580","60,261,105","-26,200,525"
3,6669 緯穎,"2,475.00",-135.00,-5.17%,"13,216,685","29,110,975","-15,894,289"
4,2308 台達電,"1,760.00",+ 30.00,+1.73%,"18,306,270","28,173,543","-9,867,273"
5,1303 南亞,221.00,-16.50,-6.95%,"23,734,839","30,793,336","-7,058,497"
6,2455 全新,525.00,-17.00,-3.14%,"11,565,107","18,233,770","-6,668,662"
7,3008 大立光,"7,150.00",-660.00,-8.45%,"12,410,329","17,860,011","-5,449,682"
8,3450 聯鈞,554.00,-48.00,-7.97%,"1,533,674","6,744,835","-5,211,161"
9,3711 日月光投控,589.00,0.00,0.00%,"6,921,581","10,345,914","-3,424,333"
10,2426 鼎元,95.00,-9.50,-9.09%,"5,200,315","8,183,855","-2,983,540"
11,2301 光寶科,299.00,-16.00,-5.08%,"11,850,653","14,684,625","-2,833,971"
12,2449 京元電子,261.00,-9.50,-3.51%,"6,751,238","9,341,651","-2,590,412"
13,3036 文曄,190.50,+ 3.50,+1.87%,"2,921,758","5,432,226","-2,510,467"
14,3665 貿聯-KY,"2,100.00",-70.00,-3.23%,"5,192,342","7,452,535","-2,260,193"
15,3653 健策,"5,615.00",-155.00,-2.69%,"5,153,293","7,393,975","-2,240,682"
16,0050 元大台灣50,106.20,-0.60,-0.56%,"5,214,024","7,244,048","-2,030,024"
17,6526 達發,630.00,-16.00,-2.48%,"368,013","2,257,492","-1,889,478"
18,6139 亞翔,712.00,-9.00,-1.25%,"1,493,591","3,326,678","-1,833,086"
19,00631L元大台灣50正2,35.41,-0.52,-1.45%,"4,982,785","6,797,382","-1,814,596"
20,2464 盟立,222.00,+ 20.00,+9.90%,"3,775,967","5,481,249","-1,705,281"
21,2345 智邦,"2,090.00",-50.00,-2.34%,"5,790,070","7,445,083","-1,655,012"
22,2327 國巨*,511.00,-29.00,-5.37%,"18,092,347","19,422,923","-1,330,576"
23,6197 佳必琪,299.00,-14.50,-4.63%,"873,301","2,136,701","-1,263,400"
24,6505 台塑化,76.50,-2.20,-2.80%,"2,143,202","3,361,812","-1,218,610"
25,6209 今國光,81.10,-3.20,-3.80%,"1,643,168","2,858,194","-1,215,026"
26,6515 穎崴,"7,000.00",-50.00,-0.71%,"5,904,821","7,083,664","-1,178,843"
27,2489 瑞軒,40.90,-1.35,-3.20%,"1,697,646","2,789,024","-1,091,378"
28,00685L群益臺灣加權正2,11.69,-0.20,-1.68%,"2,133,775","3,155,500","-1,021,725"
29,2324 仁寶,38.75,-0.95,-2.39%,"2,273,502","3,244,593","-971,090"
30,6789 采鈺,465.50,-18.00,-3.72%,"967,363","1,929,430","-962,067"
31,2404 漢唐,"1,035.00",+ 10.00,+0.98%,"1,514,854","2,476,437","-961,583"
32,2313 華通,236.00,-13.00,-5.22%,"6,332,579","7,276,529","-943,950"
33,3605 宏致,114.50,-12.50,-9.84%,"1,635,226","2,561,647","-926,421"
34,3715 定穎投控,118.00,-6.50,-5.22%,"670,233","1,584,197","-913,964"
35,00981A主動統一台股增長,29.13,-0.60,-2.02%,"4,546,467","5,387,482","-841,014"
36,6805 富世達,"2,095.00",-15.00,-0.71%,"1,820,265","2,654,436","-834,171"
37,6257 矽格,209.00,-7.00,-3.24%,"2,045,212","2,832,044","-786,832"
38,6415 矽力*-KY,411.00,-15.00,-3.52%,"1,796,175","2,564,660","-768,484"
39,00409A主動復華全球50,9.59,-0.11,-1.13%,"396,958","1,064,524","-667,566"
40,1714 和桐,16.55,-0.80,-4.61%,"362,380","1,013,148","-650,767"
41,2049 上銀,344.50,-7.50,-2.13%,"1,195,952","1,828,670","-632,717"
42,00632R元大台灣50反1,10.00,+ 0.09,+0.91%,"1,067,406","1,699,410","-632,003"
43,4904 遠傳,103.50,+ 1.00,+0.98%,"361,422","985,341","-623,919"
44,00935 野村臺灣新科技50,57.45,-0.35,-0.61%,"409,184","1,030,869","-621,684"
45,1717 長興,76.80,-4.00,-4.95%,"1,490,973","2,071,496","-580,522"
46,3533 嘉澤,"1,670.00",-35.00,-2.05%,"1,349,662","1,927,642","-577,980"
47,2357 華碩,971.00,-39.00,-3.86%,"3,177,677","3,753,583","-575,905"
48,8210 勤誠,948.00,-20.00,-2.07%,"961,084","1,529,370","-568,286"
49,00715L期街口布蘭特正2,56.05,-0.95,-1.67%,"228,981","772,858","-543,876"
50,00830 國泰費城半導體,79.40,-0.25,-0.31%,"443,999","958,757","-514,757"
