Rank,Stock,Price,Change,ChangePercent,NetSell
1,2409 友達,34.20,-0.50,-1.44%,"-233,887"
2,3481 群創,49.55,-0.05,-0.10%,"-49,800"
3,2303 聯電,154.00,-6.00,-3.75%,"-45,507"
4,0050 元大台灣50,112.40,-0.05,-0.04%,"-42,414"
5,00406A主動中信台灣收益,10.00,+ 0.08,+0.81%,"-36,936"
6,6116 彩晶,14.90,-0.10,-0.67%,"-23,989"
7,009816凱基台灣TOP50,16.57,-0.03,-0.18%,"-23,712"
8,1709 和益,43.50,-4.80,-9.94%,"-20,411"
9,4958 臻鼎-KY,475.50,+ 2.50,+0.53%,"-19,762"
10,6770 力積電,72.00,-1.10,-1.50%,"-18,572"
11,2317 鴻海,250.50,-5.50,-2.15%,"-18,012"
12,2324 仁寶,36.50,-0.30,-0.82%,"-16,086"
13,2834 臺企銀,17.85,-0.05,-0.28%,"-14,180"
14,2812 台中銀,19.00,-0.15,-0.78%,"-13,010"
15,0056 元大高股息,56.65,+ 0.05,+0.09%,"-10,716"
16,2891 中信金,68.50,-0.40,-0.58%,"-10,432"
17,00919 群益台灣精選高息,31.83,-0.23,-0.72%,"-10,016"
18,2002 中鋼,18.65,0.00,0.00%,"-8,902"
19,00927 群益半導體收益,39.77,-0.12,-0.30%,"-8,540"
20,2356 英業達,59.90,-1.10,-1.80%,"-8,263"
21,00685L群益臺灣加權正2,12.87,-0.02,-0.16%,"-7,829"
22,00878 國泰永續高股息,34.88,-0.21,-0.60%,"-7,781"
23,4919 新唐,136.00,+ 2.00,+1.49%,"-7,750"
24,2344 華邦電,171.50,-1.00,-0.58%,"-7,700"
25,5871 中租-KY,107.00,-1.00,-0.93%,"-7,114"
26,2884 玉山金,45.60,0.00,0.00%,"-7,044"
27,2885 元大金,69.20,-0.40,-0.57%,"-6,464"
28,2382 廣達,338.50,-3.00,-0.88%,"-6,417"
29,4763 材料*-KY,46.10,-0.30,-0.65%,"-6,386"
30,2342 茂矽,48.20,+ 1.85,+3.99%,"-6,170"
31,2882 國泰金,110.50,-1.00,-0.90%,"-6,075"
32,2887 台新新光金,42.50,-0.45,-1.05%,"-5,885"
33,00929 復華台灣科技優息,29.18,+ 0.04,+0.14%,"-5,521"
34,2337 旺宏,117.00,-2.00,-1.68%,"-5,353"
35,2890 永豐金,45.15,+ 0.10,+0.22%,"-5,186"
36,5880 合庫金,26.45,-0.30,-1.12%,"-5,178"
37,2498 宏達電,41.80,+ 0.15,+0.36%,"-4,763"
38,00631L元大台灣50正2,38.87,-0.12,-0.31%,"-4,751"
39,1802 台玻,58.40,+ 0.80,+1.39%,"-4,644"
40,1605 華新,36.65,0.00,0.00%,"-4,326"
41,2481 強茂,174.50,+ 1.50,+0.87%,"-4,218"
42,2881 富邦金,150.00,-3.00,-1.96%,"-4,198"
43,00712 復華富時不動產,7.82,-0.16,-2.01%,"-4,087"
44,00935 野村臺灣新科技50,61.65,+ 0.20,+0.33%,"-3,877"
45,2633 台灣高鐵,25.55,-0.05,-0.20%,"-3,760"
46,3019 亞光,135.00,0.00,0.00%,"-3,724"
47,2889 國票金,16.55,-0.25,-1.49%,"-3,620"
48,8110 華東,49.00,-0.70,-1.41%,"-3,552"
49,3006 晶豪科,275.00,+ 1.00,+0.36%,"-3,492"
50,2426 鼎元,96.90,-0.90,-0.92%,"-3,416"
