Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00685L群益臺灣加權正2,12.17,+ 0.02,+0.16%,"477,765","1,995,628","-1,517,862"
2,00991A主動復華未來50,18.53,-0.60,-3.14%,"201,049","817,888","-616,838"
3,00403A主動統一升級50,10.28,-0.13,-1.25%,"466,307","952,208","-485,901"
4,00981A主動統一台股增長,28.95,-0.43,-1.46%,"367,183","772,939","-405,756"
5,00405A主動富邦台灣龍耀,8.44,-0.18,-2.09%,"185,842","590,696","-404,853"
6,00407A主動凱基台灣,9.22,-0.12,-1.28%,"187,633","559,484","-371,851"
7,00631L元大台灣50正2,37.19,+ 0.15,+0.40%,"264,408","609,003","-344,594"
8,00927 群益半導體收益,38.70,-0.71,-1.80%,"88,529","428,146","-339,616"
9,00988A主動統一全球創新,18.21,-1.00,-5.21%,"143,626","475,633","-332,006"
10,009816凱基台灣TOP50,15.29,0.00,0.00%,"255,788","585,425","-329,636"
11,0050 元大台灣50,106.40,+ 0.10,+0.09%,"196,495","465,364","-268,869"
12,0056 元大高股息,52.65,-0.35,-0.66%,"118,048","357,739","-239,690"
13,00400A主動國泰動能高息,13.99,-0.16,-1.13%,"108,036","286,437","-178,400"
14,00990A主動元大AI新經濟,17.19,-0.97,-5.34%,"88,556","238,147","-149,590"
15,00997A主動群益美國增長,11.89,-0.45,-3.65%,"94,773","239,060","-144,287"
16,00961 FT臺灣永續高息,12.52,-0.04,-0.32%,"41,311","181,099","-139,788"
17,3481 群創,57.30,-1.20,-2.05%,"348,541","482,592","-134,050"
18,00992A主動群益科技創新,16.75,-0.27,-1.59%,"66,073","193,568","-127,495"
19,00929 復華台灣科技優息,29.90,-0.22,-0.73%,"44,859","153,173","-108,313"
20,00406A主動中信台灣收益,9.64,-0.12,-1.23%,"69,801","177,786","-107,984"
21,00984A主動安聯台灣高息,15.62,-0.26,-1.64%,"34,338","138,349","-104,010"
22,2337 旺宏,136.50,-12.00,-8.08%,"72,279","150,330","-78,051"
23,2317 鴻海,242.50,+ 3.50,+1.46%,"98,548","172,797","-74,249"
24,1714 和桐,16.20,-0.50,-2.99%,"60,681","128,187","-67,506"
25,1802 台玻,61.70,-1.50,-2.37%,"41,626","107,988","-66,361"
26,2303 聯電,160.00,-6.00,-3.61%,"252,333","317,840","-65,507"
27,2344 華邦電,172.00,-8.50,-4.71%,"184,694","249,853","-65,158"
28,3231 緯創,146.50,+ 1.00,+0.69%,"77,257","139,194","-61,936"
29,2891 中信金,63.00,-0.50,-0.79%,"226,513","281,560","-55,047"
30,2409 友達,27.65,-0.65,-2.30%,"468,654","522,992","-54,338"
31,2412 中華電,136.00,+ 3.00,+2.26%,"90,411","143,233","-52,821"
32,2330 台積電,"2,470.00",+ 30.00,+1.23%,"56,863","99,826","-42,963"
33,2353 宏碁,30.75,-0.30,-0.97%,"115,892","157,233","-41,341"
34,00830 國泰費城半導體,89.05,-2.95,-3.21%,"31,068","71,849","-40,781"
35,3037 欣興,882.00,-54.00,-5.77%,"34,246","69,677","-35,430"
36,00892 富邦台灣半導體,40.42,-0.30,-0.74%,"18,319","53,095","-34,775"
37,009821野村稀土關鍵資源,13.13,-0.26,-1.94%,"34,000","67,938","-33,938"
38,00982A主動群益台灣強棒,23.57,-0.10,-0.42%,"62,687","95,726","-33,039"
39,1101 台泥,23.95,+ 0.40,+1.70%,"86,078","117,322","-31,244"
40,2406 國碩,33.95,-1.05,-3.00%,"20,309","51,406","-31,097"
41,1409 新纖,26.00,+ 0.10,+0.39%,"124,160","155,077","-30,916"
42,9904 寶成,24.60,+ 0.30,+1.23%,"90,446","121,021","-30,575"
43,00984D主動聯博全球非投,10.20,+ 0.03,+0.29%,"57,492","87,162","-29,670"
44,00935 野村臺灣新科技50,57.95,-0.50,-0.86%,"32,614","60,948","-28,334"
45,00919 群益台灣精選高息,29.55,-0.22,-0.74%,"183,685","210,651","-26,966"
46,6005 群益證,34.65,+ 0.25,+0.73%,"26,529","53,458","-26,928"
47,2408 南亞科,439.00,-42.00,-8.73%,"125,381","150,746","-25,364"
48,009804聯邦台精彩50,22.06,-0.18,-0.81%,"17,145","42,086","-24,940"
49,1326 台化,68.90,-1.90,-2.68%,"138,695","163,079","-24,383"
50,0052 富邦科技,62.20,-0.05,-0.08%,"63,990","87,558","-23,567"
