Rank,Stock,Price,Change,ChangePercent,NetSell
1,00632R元大台灣50反1,9.70,+ 0.06,+0.62%,"-118,367"
2,2324 仁寶,39.05,-1.00,-2.50%,"-60,994"
3,00919 群益台灣精選高息,32.71,-0.20,-0.61%,"-59,410"
4,1101 台泥,24.30,0.00,0.00%,"-50,856"
5,00712 復華富時不動產,8.67,-0.02,-0.23%,"-49,936"
6,3231 緯創,186.50,-10.50,-5.33%,"-37,806"
7,6919 康霈*,81.60,-3.60,-4.23%,"-37,804"
8,2609 陽明,57.30,-0.80,-1.38%,"-36,284"
9,2634 漢翔,65.90,-0.40,-0.60%,"-33,033"
10,00685L群益臺灣加權正2,12.35,-0.17,-1.36%,"-32,575"
11,9904 寶成,24.70,+ 0.10,+0.41%,"-29,767"
12,2303 聯電,137.00,-6.00,-4.20%,"-27,584"
13,3036 文曄,189.50,-3.00,-1.56%,"-26,276"
14,8112 至上,89.50,-0.90,-1.00%,"-24,728"
15,00918 大華優利高填息30,35.44,-0.34,-0.95%,"-24,199"
16,009828中信台日韓PCB,9.63,-0.09,-0.93%,"-23,192"
17,2301 光寶科,291.00,-8.00,-2.68%,"-20,666"
18,1409 新纖,24.45,+ 0.10,+0.41%,"-20,047"
19,2449 京元電子,268.50,-4.50,-1.65%,"-19,212"
20,2426 鼎元,97.50,-1.60,-1.61%,"-17,054"
21,6257 矽格,209.00,-4.00,-1.88%,"-16,557"
22,8039 台虹,294.50,-32.50,-9.94%,"-15,163"
23,2027 大成鋼,49.35,+ 0.25,+0.51%,"-14,287"
24,2481 強茂,152.50,-5.50,-3.48%,"-14,268"
25,4906 正文,36.10,-0.70,-1.90%,"-14,006"
26,1714 和桐,16.25,-0.20,-1.22%,"-13,677"
27,3605 宏致,124.00,+ 3.50,+2.90%,"-11,722"
28,2353 宏碁,31.05,-1.25,-3.87%,"-10,870"
29,00830 國泰費城半導體,83.70,+ 0.40,+0.48%,"-10,855"
30,4938 和碩,91.70,-1.90,-2.03%,"-10,579"
31,2332 友訊,18.75,-0.70,-3.60%,"-10,241"
32,2201 裕隆,30.45,-0.35,-1.14%,"-9,792"
33,3033 威健,43.30,+ 0.05,+0.12%,"-9,782"
34,5388 中磊,73.50,-1.80,-2.39%,"-9,646"
35,2484 希華,69.00,-1.30,-1.85%,"-9,510"
36,2105 正新,30.60,-0.10,-0.33%,"-9,300"
37,6239 力成,275.50,-4.50,-1.61%,"-9,220"
38,3645 達邁,73.70,+ 1.90,+2.65%,"-9,128"
39,00929 復華台灣科技優息,28.89,-0.49,-1.67%,"-8,786"
40,009820元大納斯達克精選,9.91,+ 0.03,+0.30%,"-8,338"
41,2002 中鋼,19.10,+ 0.10,+0.53%,"-8,224"
42,6505 台塑化,79.60,-0.10,-0.13%,"-8,080"
43,1402 遠東新,28.65,-0.05,-0.17%,"-7,822"
44,6669 緯穎,"2,340.00",-150.00,-6.02%,"-7,805"
45,4526 東台,32.15,-0.20,-0.62%,"-7,707"
46,2356 英業達,64.00,-2.10,-3.18%,"-7,615"
47,9933 中鼎,39.10,+ 0.30,+0.77%,"-7,590"
48,2486 一詮,245.50,-9.00,-3.54%,"-7,333"
49,9945 潤泰新,28.05,+ 0.15,+0.54%,"-7,094"
50,2542 興富發,47.70,-0.30,-0.63%,"-6,934"
