Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.36,+ 0.11,+1.07%,"262,209"
2,00981A主動統一台股增長,30.09,+ 0.57,+1.93%,"129,245"
3,2892 第一金,34.40,+ 1.05,+3.15%,"80,444"
4,2883 凱基金,32.75,+ 0.60,+1.87%,"75,486"
5,2886 兆豐金,48.20,+ 2.05,+4.44%,"68,762"
6,0050 元大台灣50,106.95,+ 0.90,+0.85%,"44,931"
7,1301 台塑,62.70,-0.40,-0.63%,"43,889"
8,2408 南亞科,540.00,-1.00,-0.18%,"32,086"
9,1326 台化,62.10,-1.10,-1.74%,"31,341"
10,00406A主動中信台灣收益,9.81,+ 0.11,+1.13%,"30,777"
11,00992A主動群益科技創新,18.68,+ 0.23,+1.25%,"29,629"
12,2303 聯電,130.00,+ 11.50,+9.70%,"29,130"
13,2409 友達,25.85,+ 0.60,+2.38%,"28,975"
14,1303 南亞,220.50,-7.00,-3.08%,"28,854"
15,00400A主動國泰動能高息,15.00,+ 0.19,+1.28%,"25,050"
16,00982A主動群益台灣強棒,22.54,+ 0.19,+0.85%,"24,052"
17,1802 台玻,60.80,+ 1.60,+2.70%,"23,823"
18,00991A主動復華未來50,18.30,+ 0.11,+0.60%,"23,458"
19,00878 國泰永續高股息,33.00,+ 0.29,+0.89%,"22,245"
20,1605 華新,39.00,+ 0.10,+0.26%,"22,098"
21,2880 華南金,40.25,+ 0.90,+2.29%,"20,172"
22,3481 群創,48.60,+ 2.35,+5.08%,"18,040"
23,2882 國泰金,105.50,+ 3.00,+2.93%,"17,774"
24,2889 國票金,15.90,-0.30,-1.85%,"16,305"
25,1314 中石化,8.05,-0.11,-1.35%,"14,971"
26,2481 強茂,154.00,+ 7.50,+5.12%,"14,920"
27,2881 富邦金,144.00,+ 2.50,+1.77%,"14,083"
28,3045 台灣大,115.50,0.00,0.00%,"13,864"
29,2603 長榮,231.50,-1.00,-0.43%,"13,691"
30,0056 元大高股息,53.85,+ 0.25,+0.47%,"13,672"
31,2606 裕民,72.20,-2.10,-2.83%,"13,664"
32,1216 統一,75.70,-1.40,-1.82%,"13,636"
33,2890 永豐金,39.80,+ 0.45,+1.14%,"13,398"
34,1717 長興,77.70,+ 1.90,+2.51%,"13,191"
35,5880 合庫金,25.25,+ 0.20,+0.80%,"12,557"
36,2313 華通,241.00,-3.00,-1.23%,"11,866"
37,2330 台積電,"2,420.00",+ 10.00,+0.41%,"11,585"
38,2887 台新新光金,37.50,+ 0.20,+0.54%,"11,089"
39,00881 國泰台灣科技龍頭,50.00,+ 0.39,+0.79%,"10,964"
40,2449 京元電子,270.00,+ 22.50,+9.09%,"10,903"
41,2344 華邦電,181.50,-4.50,-2.42%,"10,889"
42,00685L群益臺灣加權正2,11.96,+ 0.12,+1.01%,"10,881"
43,2615 萬海,111.50,-2.00,-1.76%,"10,321"
44,3037 欣興,"1,110.00",-70.00,-5.93%,"9,840"
45,1102 亞泥,34.55,-0.55,-1.57%,"8,975"
46,2337 旺宏,126.50,-1.00,-0.78%,"8,799"
47,2897 王道銀行,10.35,0.00,0.00%,"8,546"
48,6269 台郡,75.00,+ 2.10,+2.88%,"8,292"
49,0052 富邦科技,62.35,+ 0.45,+0.73%,"8,209"
50,2421 建準,163.50,+ 4.00,+2.51%,"7,352"
