Rank,Stock,Price,Change,ChangePercent,NetSell
1,2834 臺企銀,16.30,0.00,0.00%,"-160,278"
2,2880 華南金,39.20,+ 0.25,+0.64%,"-124,895"
3,2801 彰銀,23.75,+ 0.20,+0.85%,"-113,252"
4,1303 南亞,200.50,-7.00,-3.37%,"-99,809"
5,2892 第一金,33.40,+ 0.05,+0.15%,"-67,772"
6,2449 京元電子,248.50,+ 1.50,+0.61%,"-61,976"
7,2327 國巨*,608.00,-14.00,-2.25%,"-59,900"
8,2303 聯電,121.50,+ 0.50,+0.41%,"-58,544"
9,1718 中纖,10.65,-0.30,-2.74%,"-56,309"
10,2886 兆豐金,46.60,-0.75,-1.58%,"-54,800"
11,8150 南茂,91.50,-0.40,-0.44%,"-54,380"
12,00878 國泰永續高股息,33.75,-0.12,-0.35%,"-52,584"
13,1314 中石化,7.81,+ 0.13,+1.69%,"-50,413"
14,4958 臻鼎-KY,503.00,+ 13.50,+2.76%,"-48,826"
15,00891 中信關鍵半導體,36.23,-0.15,-0.41%,"-47,201"
16,2492 華新科,291.50,-11.00,-3.64%,"-46,087"
17,0050 元大台灣50,106.45,+ 0.05,+0.05%,"-41,544"
18,6239 力成,278.00,0.00,0.00%,"-36,829"
19,2337 旺宏,129.50,-7.50,-5.47%,"-35,622"
20,2481 強茂,144.50,+ 6.50,+4.71%,"-35,394"
21,00881 國泰台灣科技龍頭,55.15,+ 0.35,+0.64%,"-34,630"
22,2812 台中銀,18.80,+ 0.15,+0.80%,"-34,066"
23,6005 群益證,30.55,-0.35,-1.13%,"-33,836"
24,2382 廣達,333.50,+ 6.00,+1.83%,"-33,224"
25,2330 台積電,"2,400.00",+ 5.00,+0.21%,"-33,154"
26,2409 友達,27.25,+ 1.45,+5.62%,"-29,998"
27,2332 友訊,22.00,-0.60,-2.65%,"-29,078"
28,3481 群創,51.20,+ 1.10,+2.20%,"-26,340"
29,1714 和桐,17.15,+ 0.75,+4.57%,"-24,545"
30,009820元大納斯達克精選,10.23,-0.03,-0.29%,"-23,639"
31,8926 台汽電,56.60,-0.10,-0.18%,"-21,570"
32,3036 文曄,204.00,-6.00,-2.86%,"-21,381"
33,1409 新纖,24.40,-0.85,-3.37%,"-20,189"
34,2406 國碩,29.50,+ 0.30,+1.03%,"-20,053"
35,6116 彩晶,14.15,+ 0.25,+1.80%,"-19,815"
36,2308 台達電,"1,885.00",0.00,0.00%,"-19,805"
37,3711 日月光投控,615.00,-1.00,-0.16%,"-18,981"
38,3702 大聯大,111.00,-4.00,-3.48%,"-18,446"
39,3090 日電貿,166.00,-8.50,-4.87%,"-18,398"
40,2515 中工,11.85,-0.20,-1.66%,"-15,527"
41,2542 興富發,46.80,+ 0.60,+1.30%,"-15,395"
42,9904 寶成,24.80,-0.45,-1.78%,"-14,586"
43,00753L中信中國50正2,9.65,+ 0.30,+3.21%,"-14,298"
44,5388 中磊,79.30,-0.50,-0.63%,"-13,932"
45,8033 雷虎,191.50,-10.00,-4.96%,"-13,864"
46,2105 正新,30.75,+ 0.35,+1.15%,"-13,829"
47,2478 大毅,125.00,-3.00,-2.34%,"-13,081"
48,2633 台灣高鐵,26.00,+ 0.10,+0.39%,"-12,959"
49,2610 華航,20.25,+ 0.35,+1.76%,"-12,696"
50,8046 南電,"1,295.00",-10.00,-0.77%,"-12,134"
