Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00631L元大台灣50正2,38.08,-2.12,-5.27%,"807,178","1,972,606","-1,165,428"
2,009816凱基台灣TOP50,15.56,-0.41,-2.57%,"653,339","1,730,104","-1,076,764"
3,00405A主動富邦台灣龍耀,9.42,-0.09,-0.95%,"328,650","1,352,200","-1,023,549"
4,0050 元大台灣50,107.15,-2.95,-2.68%,"504,209","1,194,694","-690,484"
5,00407A主動凱基台灣,9.88,-0.03,-0.30%,"93,021","605,748","-512,726"
6,00991A主動復華未來50,20.39,-0.17,-0.83%,"414,000","881,705","-467,704"
7,00988A主動統一全球創新,22.53,-0.38,-1.66%,"400,361","853,815","-453,453"
8,00919 群益台灣精選高息,30.21,-0.37,-1.21%,"633,311","1,080,662","-447,351"
9,00918 大華優利高填息30,32.08,+ 0.08,+0.25%,"366,150","788,780","-422,630"
10,00712 復華富時不動產,8.60,+ 0.07,+0.82%,"221,328","541,835","-320,507"
11,009821野村稀土關鍵資源,15.03,-0.67,-4.27%,"68,694","331,794","-263,100"
12,3481 群創,69.40,+ 3.40,+5.15%,"1,508,935","1,730,438","-221,503"
13,00990A主動元大AI新經濟,20.51,-0.57,-2.70%,"280,895","488,042","-207,147"
14,2303 聯電,178.00,+ 8.00,+4.71%,"1,443,081","1,637,410","-194,329"
15,00402A主動安聯美國科技,9.81,-0.16,-1.60%,"141,569","295,836","-154,266"
16,00981A主動統一台股增長,31.48,-0.12,-0.38%,"1,105,797","1,245,446","-139,649"
17,2409 友達,30.50,+ 1.45,+4.99%,"1,146,161","1,282,896","-136,735"
18,9105 泰金寶-DR,10.00,+ 0.87,+9.53%,"341,830","462,134","-120,304"
19,2313 華通,240.00,-3.00,-1.23%,"142,661","255,460","-112,798"
20,00896 中信綠能及電動車,28.08,-0.03,-0.11%,"64,683","163,015","-98,331"
21,2324 仁寶,37.90,+ 1.35,+3.69%,"638,747","730,848","-92,100"
22,00400A主動國泰動能高息,14.92,-0.25,-1.65%,"264,372","354,785","-90,412"
23,1504 東元,71.90,-0.30,-0.42%,"170,565","260,293","-89,727"
24,00935 野村臺灣新科技50,61.90,-1.30,-2.06%,"72,650","161,588","-88,938"
25,2344 華邦電,205.00,-6.50,-3.07%,"877,912","965,548","-87,636"
26,00404A主動聯博動能50,10.20,-0.15,-1.45%,"55,167","141,628","-86,460"
27,00406A主動中信台灣收益,10.21,-0.09,-0.87%,"108,093","194,012","-85,919"
28,2312 金寶,38.00,+ 3.45,+9.99%,"145,560","231,166","-85,605"
29,00984D主動聯博全球非投,10.11,+ 0.02,+0.20%,"112,275","196,302","-84,026"
30,00665L富邦恒生國企正2,7.98,-0.02,-0.25%,"161,446","235,769","-74,323"
31,9904 寶成,25.95,-0.05,-0.19%,"145,244","214,734","-69,489"
32,00632R元大台灣50反1,10.04,+ 0.22,+2.24%,"729,174","797,440","-68,265"
33,2002 中鋼,19.35,+ 0.15,+0.78%,"685,829","752,373","-66,544"
34,6239 力成,338.00,-6.00,-1.74%,"117,627","183,263","-65,635"
35,6770 力積電,85.70,+ 7.10,+9.03%,"863,425","928,934","-65,508"
36,009819中信數據及電力,10.34,-0.06,-0.58%,"132,076","194,420","-62,343"
37,00916 國泰全球品牌50,25.04,+ 0.19,+0.76%,"45,073","104,803","-59,730"
38,2330 台積電,"2,390.00",-100.00,-4.02%,"205,314","262,649","-57,334"
39,6116 彩晶,19.40,+ 0.40,+2.11%,"337,262","394,523","-57,260"
40,00961 FT臺灣永續高息,12.73,+ 0.01,+0.08%,"48,521","103,641","-55,120"
41,2301 光寶科,216.50,-7.00,-3.13%,"189,931","238,394","-48,462"
42,00927 群益半導體收益,42.15,-0.55,-1.29%,"79,236","126,258","-47,021"
43,0052 富邦科技,63.05,-1.55,-2.40%,"175,566","221,426","-45,860"
44,00753L中信中國50正2,8.55,0.00,0.00%,"114,961","157,455","-42,493"
45,2105 正新,29.25,-0.05,-0.17%,"254,318","296,393","-42,075"
46,2489 瑞軒,47.10,-0.25,-0.53%,"86,744","128,096","-41,351"
47,2371 大同,27.55,-0.15,-0.54%,"71,443","112,730","-41,287"
48,6282 康舒,62.00,+ 0.50,+0.81%,"154,421","193,307","-38,885"
49,2474 可成,210.50,0.00,0.00%,"70,659","108,746","-38,087"
50,00685L群益臺灣加權正2,304.20,-14.35,-4.50%,"22,012","60,038","-38,025"
