Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2327 國巨*,642.00,-54.00,-7.76%,"27,550,275","41,795,391","-14,245,116"
2,1303 南亞,177.50,-19.50,-9.90%,"13,653,234","24,816,035","-11,162,801"
3,8046 南電,"1,110.00",-120.00,-9.76%,"12,828,762","23,667,246","-10,838,483"
4,4958 臻鼎-KY,482.00,-24.00,-4.74%,"16,347,350","24,817,946","-8,470,595"
5,2330 台積電,"2,350.00",-55.00,-2.29%,"58,407,263","66,833,713","-8,426,450"
6,2317 鴻海,252.50,-5.00,-1.94%,"8,518,599","16,358,184","-7,839,584"
7,3037 欣興,839.00,-57.00,-6.36%,"16,955,119","24,307,499","-7,352,380"
8,1301 台塑,62.70,-3.50,-5.29%,"4,071,365","11,083,602","-7,012,237"
9,3665 貿聯-KY,"2,205.00",-80.00,-3.50%,"7,486,959","14,148,525","-6,661,565"
10,3017 奇鋐,"2,380.00",-60.00,-2.46%,"10,956,024","17,555,109","-6,599,084"
11,1326 台化,67.50,-4.20,-5.86%,"5,537,342","11,983,467","-6,446,125"
12,3231 緯創,179.00,+ 5.50,+3.17%,"32,336,958","37,999,830","-5,662,871"
13,2408 南亞科,401.00,-25.00,-5.87%,"33,255,807","38,764,135","-5,508,328"
14,2313 華通,201.50,-12.50,-5.84%,"4,085,373","8,594,529","-4,509,155"
15,2344 華邦電,154.50,-6.50,-4.04%,"21,437,572","25,919,122","-4,481,550"
16,2382 廣達,328.00,-8.00,-2.38%,"3,902,835","7,994,203","-4,091,367"
17,6213 聯茂,309.50,-34.00,-9.90%,"5,746,181","9,777,781","-4,031,600"
18,2337 旺宏,124.00,-5.50,-4.25%,"4,995,899","8,792,858","-3,796,959"
19,6239 力成,279.50,-14.50,-4.93%,"4,288,747","7,853,520","-3,564,773"
20,3532 台勝科,379.50,-42.00,-9.96%,"3,119,223","6,667,071","-3,547,847"
21,8150 南茂,90.80,-7.40,-7.54%,"4,566,599","7,795,912","-3,229,313"
22,3189 景碩,711.00,-74.00,-9.43%,"10,362,094","12,660,613","-2,298,519"
23,3167 大量,620.00,-68.00,-9.88%,"581,927","2,502,019","-1,920,092"
24,3481 群創,49.50,-2.40,-4.62%,"10,233,219","12,104,559","-1,871,339"
25,2890 永豐金,38.55,+ 0.35,+0.92%,"1,150,950","2,883,566","-1,732,615"
26,2481 強茂,140.00,-4.50,-3.11%,"2,585,402","4,190,319","-1,604,917"
27,8996 高力,"1,005.00",-70.00,-6.51%,"2,275,825","3,838,444","-1,562,619"
28,6446 藥華藥,"1,135.00",-15.00,-1.30%,"1,801,465","3,360,400","-1,558,935"
29,2345 智邦,"2,220.00",-105.00,-4.52%,"3,627,658","5,083,398","-1,455,740"
30,3653 健策,"3,430.00",-280.00,-7.55%,"6,741,549","8,165,508","-1,423,958"
31,2377 微星,146.50,-5.50,-3.62%,"1,868,049","3,114,343","-1,246,293"
32,2891 中信金,63.60,+ 0.10,+0.16%,"1,028,939","2,215,172","-1,186,232"
33,2455 全新,333.00,-12.00,-3.48%,"5,485,731","6,600,222","-1,114,490"
34,6805 富世達,"1,410.00",-45.00,-3.09%,"1,138,034","2,207,932","-1,069,898"
35,5871 中租-KY,120.00,-0.50,-0.41%,"597,478","1,625,808","-1,028,330"
36,2368 金像電,901.00,-40.00,-4.25%,"3,708,028","4,717,717","-1,009,689"
37,6414 樺漢,500.00,-3.00,-0.60%,"3,308,362","4,241,440","-933,077"
38,2409 友達,25.50,-0.75,-2.86%,"3,097,559","3,979,862","-882,302"
39,2486 一詮,219.00,-20.00,-8.37%,"1,655,856","2,467,721","-811,864"
40,2449 京元電子,271.00,-15.00,-5.24%,"4,050,330","4,856,714","-806,383"
41,4938 和碩,88.40,+ 1.20,+1.38%,"1,778,271","2,548,908","-770,637"
42,2301 光寶科,214.50,-3.50,-1.61%,"3,440,569","4,210,998","-770,428"
43,2027 大成鋼,43.55,-0.85,-1.91%,"413,792","1,165,523","-751,730"
44,2478 大毅,131.50,-6.50,-4.71%,"414,369","1,162,942","-748,573"
45,1312 國喬,13.20,-0.75,-5.38%,"270,832","988,541","-717,708"
46,6442 光聖,"1,325.00",-65.00,-4.68%,"5,112,690","5,756,991","-644,300"
47,2316 楠梓電,156.00,-9.50,-5.74%,"404,068","973,343","-569,274"
48,2002 中鋼,19.15,+ 0.20,+1.06%,"1,147,609","1,712,220","-564,611"
49,6285 啟碁,249.50,-9.00,-3.48%,"1,293,361","1,855,929","-562,567"
50,2406 國碩,33.35,0.00,0.00%,"312,869","864,758","-551,889"
