Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2330 台積電,"2,080.00",+ 30.00,+1.46%,"114,822,791","56,435,407","58,387,384"
2,4958 臻鼎-KY,325.00,+ 10.00,+3.17%,"37,216,730","13,412,397","23,804,333"
3,00981A主動統一台股增長,26.62,-0.33,-1.22%,"32,444,317","13,577,472","18,866,845"
4,6531 愛普*,785.00,-7.00,-0.88%,"21,803,869","3,075,898","18,727,971"
5,2408 南亞科,208.00,-11.00,-5.02%,"30,445,193","15,419,229","15,025,964"
6,2454 聯發科,"2,215.00",-80.00,-3.49%,"67,224,124","53,914,644","13,309,480"
7,2308 台達電,"1,980.00",-35.00,-1.74%,"35,017,913","22,167,500","12,850,412"
8,3665 貿聯-KY,"2,755.00",+ 200.00,+7.83%,"18,420,049","8,261,048","10,159,001"
9,8046 南電,795.00,-8.00,-1.00%,"24,681,287","15,394,313","9,286,973"
10,2449 京元電子,277.50,-10.00,-3.48%,"16,073,128","7,001,985","9,071,143"
11,6789 采鈺,515.00,+ 25.50,+5.21%,"13,524,980","5,192,988","8,331,992"
12,00631L元大台灣50正2,26.60,-0.47,-1.74%,"12,434,408","4,288,486","8,145,922"
13,2327 國巨*,295.00,-20.50,-6.50%,"17,775,427","9,705,646","8,069,780"
14,2317 鴻海,225.00,+ 4.00,+1.81%,"38,982,831","31,012,934","7,969,896"
15,0050 元大台灣50,86.35,0.00,0.00%,"13,599,617","5,828,004","7,771,613"
16,2337 旺宏,126.00,-8.50,-6.32%,"29,486,745","21,836,929","7,649,816"
17,2383 台光電,"4,100.00",+ 35.00,+0.86%,"19,110,108","11,809,686","7,300,421"
18,2313 華通,222.50,-24.50,-9.92%,"20,237,948","13,056,024","7,181,923"
19,2344 華邦電,87.80,-2.80,-3.09%,"15,264,306","8,534,488","6,729,818"
20,1711 永光,56.50,-3.10,-5.20%,"9,197,645","2,921,777","6,275,867"
21,2368 金像電,"1,265.00",+ 15.00,+1.20%,"10,882,103","5,018,462","5,863,640"
22,6415 矽力*-KY,415.50,+ 13.00,+3.23%,"11,429,802","6,114,453","5,315,348"
23,00992A主動群益科技創新,16.66,-0.40,-2.34%,"8,192,795","3,230,098","4,962,697"
24,3711 日月光投控,464.50,-0.50,-0.11%,"12,728,191","7,953,811","4,774,380"
25,3017 奇鋐,"2,680.00",-15.00,-0.56%,"18,599,861","13,906,393","4,693,467"
26,3481 群創,24.10,-1.50,-5.86%,"8,520,697","4,227,184","4,293,513"
27,8210 勤誠,"1,100.00",+ 55.00,+5.26%,"6,773,693","2,611,780","4,161,912"
28,3533 嘉澤,"2,460.00",-190.00,-7.17%,"6,923,806","2,917,951","4,005,855"
29,6781 AES-KY,"1,115.00",-5.00,-0.45%,"6,667,680","2,770,289","3,897,390"
30,6285 啟碁,217.50,-24.00,-9.94%,"9,197,572","5,394,172","3,803,400"
31,7769 鴻勁,"4,810.00",+ 65.00,+1.37%,"11,384,486","7,638,556","3,745,930"
32,3450 聯鈞,333.50,-30.00,-8.25%,"9,188,472","5,538,641","3,649,831"
33,8039 台虹,145.00,-16.00,-9.94%,"5,171,466","1,537,270","3,634,196"
34,2345 智邦,"2,080.00",-120.00,-5.45%,"13,900,285","10,369,281","3,531,003"
35,3443 創意,"3,910.00",+ 235.00,+6.39%,"6,965,457","3,435,289","3,530,167"
36,6176 瑞儀,109.50,+ 9.90,+9.94%,"4,403,112","909,816","3,493,295"
37,3661 世芯-KY,"3,980.00",-85.00,-2.09%,"17,224,251","13,789,630","3,434,621"
38,2360 致茂,"1,940.00",-90.00,-4.43%,"11,680,979","8,294,701","3,386,278"
39,2377 微星,98.00,+ 0.50,+0.51%,"4,678,506","1,295,862","3,382,643"
40,2351 順德,151.00,-15.00,-9.04%,"5,495,481","2,130,651","3,364,830"
41,2404 漢唐,975.00,-25.00,-2.50%,"7,321,112","4,043,748","3,277,363"
42,8271 宇瞻,222.00,-16.00,-6.72%,"5,770,635","2,600,997","3,169,638"
43,5269 祥碩,"1,275.00",-105.00,-7.61%,"6,592,732","3,488,140","3,104,591"
44,6672 騰輝電子-KY,191.50,-14.50,-7.04%,"4,539,882","1,778,265","2,761,617"
45,4927 泰鼎-KY,54.30,+ 2.00,+3.82%,"3,435,704","729,997","2,705,707"
46,2474 可成,231.50,+ 21.00,+9.98%,"3,926,387","1,223,415","2,702,972"
47,2382 廣達,322.00,-13.00,-3.88%,"8,890,286","6,237,802","2,652,484"
48,1303 南亞,85.20,-4.20,-4.70%,"7,967,308","5,332,308","2,634,999"
49,3037 欣興,728.00,+ 12.00,+1.68%,"5,847,705","3,377,916","2,469,789"
50,4977 眾達-KY,225.50,-16.50,-6.82%,"4,847,950","2,409,522","2,438,427"
