Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00919 群益台灣精選高息,32.58,-0.13,-0.40%,"28,987","162,741","-133,753"
2,00918 大華優利高填息30,35.46,+ 0.02,+0.06%,"18,979","117,859","-98,879"
3,00712 復華富時不動產,8.60,-0.07,-0.81%,"22,056","89,183","-67,126"
4,00406A主動中信台灣收益,9.66,+ 0.05,+0.52%,"32,821","97,739","-64,918"
5,2303 聯電,141.50,+ 4.50,+3.28%,"62,919","126,139","-63,219"
6,00929 復華台灣科技優息,29.12,+ 0.23,+0.80%,"16,766","69,022","-52,255"
7,009828中信台日韓PCB,9.71,+ 0.08,+0.83%,"20,222","70,950","-50,728"
8,00673R期元大S＆P原油反1,10.93,-0.07,-0.64%,"15,224","57,978","-42,753"
9,00961 FT臺灣永續高息,13.49,+ 0.05,+0.37%,"12,297","45,788","-33,490"
10,00404A主動聯博動能50,10.02,+ 0.03,+0.30%,"8,698","35,671","-26,972"
11,3231 緯創,189.00,+ 2.50,+1.34%,"44,752","69,997","-25,244"
12,2324 仁寶,38.90,-0.15,-0.38%,"14,458","38,650","-24,192"
13,009803玉山市值動能50,22.24,+ 0.05,+0.23%,"8,128","27,824","-19,695"
14,009816凱基台灣TOP50,16.11,-0.01,-0.06%,"34,294","49,589","-15,294"
15,009829大華韓國KOSPI50,11.12,-0.06,-0.54%,"13,864","27,279","-13,414"
16,00953B群益優選非投等債,9.50,-0.01,-0.11%,"15,708","28,230","-12,521"
17,3706 神達,81.80,+ 1.50,+1.87%,"3,910","16,410","-12,500"
18,8039 台虹,289.50,-5.00,-1.70%,"4,876","17,123","-12,246"
19,2313 華通,228.00,-3.00,-1.30%,"6,072","18,133","-12,060"
20,00896 中信綠能及電動車,28.55,+ 0.07,+0.25%,"4,179","15,303","-11,123"
21,2481 強茂,152.00,-0.50,-0.33%,"4,123","15,095","-10,971"
22,2356 英業達,64.30,+ 0.30,+0.47%,"12,187","23,033","-10,845"
23,2317 鴻海,252.00,+ 0.50,+0.20%,"15,166","24,996","-9,830"
24,2327 國巨*,565.00,-2.00,-0.35%,"7,578","17,334","-9,755"
25,009826貝萊德世界股票,10.05,-0.04,-0.40%,"7,778","17,336","-9,558"
26,6949 沛爾生醫*-創,54.90,-5.50,-9.11%,"22,775","31,965","-9,190"
27,00962 台新AI優息動能,15.30,+ 0.11,+0.72%,"4,432","13,593","-9,161"
28,00999A主動野村臺灣高息,11.53,+ 0.03,+0.26%,"4,034","12,800","-8,765"
29,00984D主動聯博全球非投,9.83,+ 0.01,+0.10%,"8,438","16,860","-8,421"
30,8112 至上,86.50,-3.00,-3.35%,"4,741","12,834","-8,092"
31,2812 台中銀,19.15,-0.25,-1.29%,"11,517","19,006","-7,488"
32,2634 漢翔,65.30,-0.60,-0.91%,"3,225","9,680","-6,454"
33,2353 宏碁,31.80,+ 0.75,+2.42%,"12,043","18,393","-6,349"
34,2883 凱基金,36.75,-0.55,-1.47%,"32,387","38,619","-6,232"
35,00985B群益ESG投等債0-5,10.05,-0.01,-0.10%,"5,417","11,402","-5,985"
36,00632R元大台灣50反1,9.70,0.00,0.00%,"43,697","49,395","-5,698"
37,2436 偉詮電,69.00,+ 1.90,+2.83%,"3,134","8,688","-5,554"
38,00878 國泰永續高股息,34.13,+ 0.06,+0.18%,"16,809","21,725","-4,915"
39,2882 國泰金,110.50,-3.00,-2.64%,"11,099","15,845","-4,745"
40,2891 中信金,66.60,-1.60,-2.35%,"21,066","25,680","-4,613"
41,3033 威健,41.85,-1.45,-3.35%,"2,550","6,827","-4,276"
42,6919 康霈*,82.40,+ 0.80,+0.98%,"2,385","6,213","-3,828"
43,4763 材料*-KY,48.30,-0.85,-1.73%,"2,327","6,070","-3,743"
44,2382 廣達,342.00,+ 14.00,+4.27%,"21,086","24,787","-3,700"
45,1717 長興,72.30,0.00,0.00%,"2,042","5,740","-3,697"
46,00945B凱基美國非投等債,14.31,-0.03,-0.21%,"6,643","10,247","-3,604"
47,2301 光寶科,292.50,+ 1.50,+0.52%,"5,208","8,791","-3,583"
48,2449 京元電子,270.00,+ 1.50,+0.56%,"4,432","7,976","-3,543"
49,2492 華新科,319.50,+ 1.00,+0.31%,"5,030","8,569","-3,538"
50,2464 盟立,197.50,+ 3.00,+1.54%,"2,354","5,791","-3,436"
