Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2618 長榮航,41.75,+ 0.30,+0.72%,"113,150"
2,5880 合庫金,27.00,+ 0.90,+3.45%,"82,709"
3,2610 華航,21.70,0.00,0.00%,"81,276"
4,2002 中鋼,18.95,0.00,0.00%,"78,229"
5,3481 群創,41.40,-0.40,-0.96%,"69,866"
6,2412 中華電,140.50,0.00,0.00%,"50,424"
7,2303 聯電,110.00,+ 7.50,+7.32%,"49,744"
8,2884 玉山金,37.70,+ 1.20,+3.29%,"47,246"
9,2867 三商壽,9.58,+ 0.21,+2.24%,"43,709"
10,3231 緯創,160.00,-9.50,-5.60%,"41,911"
11,1303 南亞,145.00,+ 3.50,+2.47%,"40,645"
12,2834 臺企銀,18.10,+ 0.15,+0.84%,"39,517"
13,1101 台泥,24.05,-0.30,-1.23%,"37,734"
14,5876 上海商銀,44.80,+ 0.45,+1.01%,"36,155"
15,4904 遠傳,105.50,-1.00,-0.94%,"33,415"
16,2812 台中銀,20.65,0.00,0.00%,"32,019"
17,3045 台灣大,114.00,+ 0.50,+0.44%,"30,725"
18,00712 復華富時不動產,8.90,-0.03,-0.34%,"28,136"
19,1402 遠東新,27.15,-0.10,-0.37%,"27,991"
20,1216 統一,75.60,+ 0.40,+0.53%,"27,188"
21,2890 永豐金,38.85,+ 0.25,+0.65%,"26,122"
22,2409 友達,22.20,-1.05,-4.52%,"21,031"
23,2609 陽明,50.00,-0.10,-0.20%,"20,904"
24,2845 遠東銀,13.45,+ 0.15,+1.13%,"19,753"
25,5871 中租-KY,110.50,-2.00,-1.78%,"16,377"
26,2615 萬海,84.40,-0.60,-0.71%,"14,389"
27,2313 華通,154.00,-17.00,-9.94%,"12,797"
28,6116 彩晶,11.80,-0.15,-1.26%,"12,744"
29,9945 潤泰新,26.70,+ 0.65,+2.50%,"11,702"
30,2897 王道銀行,10.25,0.00,0.00%,"11,648"
31,009805台新美國電力基建,15.02,-0.50,-3.22%,"11,181"
32,2327 國巨*,456.50,-50.50,-9.96%,"10,906"
33,00882 中信中國高股息,15.54,+ 0.11,+0.71%,"10,823"
34,2633 台灣高鐵,26.30,+ 0.25,+0.96%,"10,725"
35,2481 強茂,107.00,-5.50,-4.89%,"10,524"
36,2646 星宇航空,21.55,+ 0.05,+0.23%,"10,392"
37,1714 和桐,12.60,-0.60,-4.55%,"10,215"
38,2603 長榮,201.00,-0.50,-0.25%,"10,193"
39,2489 瑞軒,24.50,-1.60,-6.13%,"10,069"
40,00929 復華台灣科技優息,26.00,-0.41,-1.55%,"9,560"
41,1102 亞泥,33.20,+ 0.40,+1.22%,"9,315"
42,4919 新唐,106.50,-2.00,-1.84%,"9,141"
43,2356 英業達,57.50,-2.80,-4.64%,"8,801"
44,9904 寶成,24.00,-0.10,-0.41%,"8,223"
45,2367 燿華,33.40,-2.45,-6.83%,"8,032"
46,1711 永光,29.20,-2.25,-7.15%,"7,665"
47,4958 臻鼎-KY,376.00,-28.50,-7.05%,"7,584"
48,2889 國票金,15.65,+ 0.25,+1.62%,"7,492"
49,2892 第一金,35.50,+ 0.70,+2.01%,"7,286"
50,6443 元晶,22.25,-1.30,-5.52%,"7,151"
