Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,10.00,-0.24,-2.34%,"-1,603,425"
2,00981A主動統一台股增長,28.42,-1.02,-3.46%,"-402,937"
3,0050 元大台灣50,95.40,-0.65,-0.68%,"-192,803"
4,2002 中鋼,18.15,-0.15,-0.82%,"-140,266"
5,2834 臺企銀,15.90,-0.10,-0.63%,"-134,445"
6,00991A主動復華未來50,17.65,-0.90,-4.85%,"-120,243"
7,2801 彰銀,20.25,-0.15,-0.74%,"-99,171"
8,00988A主動統一全球創新,19.52,-0.51,-2.55%,"-84,577"
9,00992A主動群益科技創新,17.42,-0.82,-4.50%,"-82,455"
10,00999A主動野村臺灣高息,10.26,-0.29,-2.75%,"-78,227"
11,2449 京元電子,299.50,+ 3.50,+1.18%,"-64,315"
12,2812 台中銀,18.75,-0.25,-1.32%,"-57,615"
13,1101 台泥,24.10,-0.45,-1.83%,"-52,448"
14,00982A主動群益台灣強棒,22.55,-0.60,-2.59%,"-48,786"
15,5880 合庫金,22.85,+ 0.10,+0.44%,"-44,955"
16,1802 台玻,65.00,-1.90,-2.84%,"-42,532"
17,2330 台積電,"2,265.00",-5.00,-0.22%,"-42,522"
18,00878 國泰永續高股息,27.90,-0.22,-0.78%,"-39,555"
19,00400A主動國泰動能高息,13.20,-0.59,-4.28%,"-37,078"
20,2324 仁寶,28.65,-1.60,-5.29%,"-35,643"
21,9904 寶成,26.00,+ 0.15,+0.58%,"-33,679"
22,1301 台塑,45.70,-0.40,-0.87%,"-33,628"
23,00891 中信關鍵半導體,34.15,-0.56,-1.61%,"-32,486"
24,00990A主動元大AI新經濟,17.67,-0.61,-3.34%,"-30,045"
25,2354 鴻準,59.40,+ 0.40,+0.68%,"-29,828"
26,8112 至上,81.60,-2.90,-3.43%,"-28,141"
27,009816凱基台灣TOP50,13.74,-0.16,-1.15%,"-28,134"
28,3036 文曄,270.00,-1.50,-0.55%,"-25,997"
29,2885 元大金,54.80,-0.70,-1.26%,"-25,885"
30,3714 富采,67.20,-1.00,-1.47%,"-25,695"
31,4938 和碩,76.50,-0.50,-0.65%,"-24,882"
32,2845 遠東銀,12.05,0.00,0.00%,"-24,675"
33,6278 台表科,220.50,-5.50,-2.43%,"-24,352"
34,2313 華通,235.50,-10.00,-4.07%,"-23,686"
35,2609 陽明,48.05,-0.55,-1.13%,"-23,584"
36,2618 長榮航,34.65,-0.35,-1.00%,"-22,608"
37,8150 南茂,80.90,-3.00,-3.58%,"-21,411"
38,9907 統一實,16.10,-0.30,-1.83%,"-20,378"
39,3037 欣興,821.00,-60.00,-6.81%,"-19,785"
40,2371 大同,29.15,+ 0.15,+0.52%,"-19,334"
41,4915 致伸,72.70,+ 2.40,+3.41%,"-19,118"
42,2633 台灣高鐵,25.70,-0.20,-0.77%,"-18,867"
43,4960 誠美材,34.25,+ 0.60,+1.78%,"-18,735"
44,00637L元大滬深300正2,21.75,-0.58,-2.60%,"-16,958"
45,5871 中租-KY,106.00,-2.00,-1.85%,"-16,859"
46,00927 群益半導體收益,35.02,-0.52,-1.46%,"-16,031"
47,1717 長興,78.70,-0.90,-1.13%,"-15,499"
48,3706 神達,79.90,-1.30,-1.60%,"-15,077"
49,1303 南亞,85.30,0.00,0.00%,"-14,752"
50,00997A主動群益美國增長,12.37,-0.42,-3.28%,"-14,693"
