Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2337 旺宏,157.00,+ 13.50,+9.41%,"84,627","242,591","-157,964"
2,3481 群創,27.30,-0.65,-2.33%,"367,917","482,808","-114,892"
3,2344 華邦電,122.00,-6.00,-4.69%,"198,122","296,360","-98,238"
4,1802 台玻,61.10,-3.00,-4.68%,"81,434","162,564","-81,130"
5,2353 宏碁,28.35,-0.55,-1.90%,"45,838","113,226","-67,388"
6,00929 復華台灣科技優息,19.89,-0.26,-1.29%,"36,345","102,111","-65,765"
7,6282 康舒,50.00,-2.80,-5.30%,"31,602","93,441","-61,839"
8,2313 華通,223.50,-6.50,-2.83%,"67,848","123,540","-55,692"
9,2409 友達,15.75,-0.45,-2.78%,"92,579","144,840","-52,261"
10,3037 欣興,581.00,+ 1.00,+0.17%,"9,691","50,603","-40,912"
11,8110 華東,59.20,-2.00,-3.27%,"17,196","57,827","-40,630"
12,1711 永光,43.25,+ 3.90,+9.91%,"77,790","117,388","-39,597"
13,4927 泰鼎-KY,46.10,+ 0.60,+1.32%,"17,271","56,355","-39,084"
14,6443 元晶,49.40,-1.60,-3.14%,"48,835","82,293","-33,458"
15,2485 兆赫,80.10,+ 0.10,+0.13%,"130,921","160,092","-29,171"
16,2327 國巨*,275.00,-5.50,-1.96%,"32,071","59,865","-27,794"
17,00940 元大台灣價值高息,9.74,-0.15,-1.52%,"26,983","54,223","-27,239"
18,4906 正文,33.65,+ 0.20,+0.60%,"26,412","52,447","-26,035"
19,2406 國碩,36.45,-0.45,-1.22%,"32,105","56,230","-24,126"
20,2355 敬鵬,47.05,-1.10,-2.28%,"14,129","38,109","-23,980"
21,3576 聯合再生,24.25,-1.35,-5.27%,"56,129","79,570","-23,441"
22,8112 至上,91.70,-2.90,-3.07%,"25,844","46,343","-20,499"
23,2492 華新科,137.00,-4.50,-3.18%,"8,862","27,760","-18,899"
24,2408 南亞科,260.00,-16.00,-5.80%,"84,245","102,342","-18,098"
25,1809 中釉,32.50,+ 2.95,+9.98%,"7,818","25,880","-18,062"
26,2605 新興,43.35,+ 2.15,+5.22%,"53,657","71,689","-18,031"
27,8028 昇陽半導體,188.00,-9.00,-4.57%,"11,321","29,282","-17,961"
28,3028 增你強,56.50,-2.40,-4.07%,"6,857","24,035","-17,178"
29,2486 一詮,161.00,-2.00,-1.23%,"16,142","32,248","-16,106"
30,00632R元大台灣50反1,14.08,+ 0.33,+2.40%,"72,436","88,053","-15,618"
31,2312 金寶,23.90,-0.55,-2.25%,"11,875","27,203","-15,328"
32,3437 榮創,24.75,+ 2.25,+10.00%,"5,487","20,551","-15,064"
33,2880 華南金,33.30,-0.10,-0.30%,"11,625","26,221","-14,596"
34,2413 環科,58.00,-0.80,-1.36%,"8,942","23,289","-14,347"
35,2464 盟立,77.00,-2.60,-3.27%,"6,068","19,919","-13,851"
36,00637L元大滬深300正2,19.36,-0.09,-0.46%,"23,842","37,428","-13,585"
37,1582 信錦,92.70,-1.30,-1.38%,"5,708","18,713","-13,005"
38,00891 中信關鍵半導體,24.61,-0.43,-1.72%,"10,312","22,688","-12,376"
39,3033 威健,35.20,+ 0.55,+1.59%,"14,343","26,432","-12,088"
40,3706 神達,82.10,-2.40,-2.84%,"10,685","22,427","-11,741"
41,2449 京元電子,316.00,-7.00,-2.17%,"23,917","35,571","-11,654"
42,3231 緯創,127.50,-3.00,-2.30%,"35,163","45,721","-10,558"
43,1303 南亞,84.20,-2.00,-2.32%,"52,070","62,177","-10,107"
44,00990A主動元大AI新經濟,12.37,-0.08,-0.64%,"20,836","30,713","-9,877"
45,3702 大聯大,93.00,-0.10,-0.11%,"32,787","42,442","-9,655"
46,2369 菱生,32.50,+ 0.95,+3.01%,"46,740","56,280","-9,540"
47,2610 華航,18.70,-0.25,-1.32%,"31,376","40,795","-9,420"
48,4938 和碩,77.30,-0.90,-1.15%,"8,312","17,661","-9,349"
49,6239 力成,205.50,-5.50,-2.61%,"9,141","18,469","-9,327"
50,1409 新纖,16.70,-0.15,-0.89%,"8,169","17,495","-9,327"
