Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2330 台積電,"2,265.00",+ 80.00,+3.66%,"183,309,899","112,917,570","70,392,328"
2,2344 華邦電,93.90,+ 5.70,+6.46%,"25,151,332","10,657,166","14,494,166"
3,00981A主動統一台股增長,27.90,+ 0.10,+0.36%,"31,584,042","18,571,850","13,012,191"
4,2408 南亞科,226.50,+ 20.50,+9.95%,"29,686,751","20,407,652","9,279,098"
5,2308 台達電,"2,020.00",-55.00,-2.65%,"32,360,851","23,696,287","8,664,564"
6,2454 聯發科,"2,435.00",0.00,0.00%,"63,023,380","55,362,223","7,661,156"
7,2317 鴻海,228.00,+ 6.50,+2.93%,"24,667,901","17,199,443","7,468,458"
8,0050 元大台灣50,93.00,+ 3.05,+3.39%,"17,927,615","11,539,759","6,387,855"
9,8046 南電,913.00,+ 39.00,+4.46%,"25,724,358","19,652,093","6,072,264"
10,2383 台光電,"4,730.00",+ 255.00,+5.70%,"25,466,732","19,487,669","5,979,063"
11,6669 緯穎,"4,890.00",+ 255.00,+5.50%,"28,352,237","22,637,965","5,714,272"
12,2455 全新,311.50,-34.50,-9.97%,"5,823,854","1,434,274","4,389,580"
13,00631L元大台灣50正2,29.62,+ 1.18,+4.15%,"11,734,787","7,746,205","3,988,581"
14,3017 奇鋐,"2,835.00",-110.00,-3.74%,"19,058,501","15,215,988","3,842,513"
15,6770 力積電,54.50,+ 1.60,+3.02%,"7,945,503","4,290,080","3,655,422"
16,4967 十銓,284.00,+ 25.50,+9.86%,"7,861,652","4,284,580","3,577,071"
17,3035 智原,186.50,+ 1.50,+0.81%,"9,895,427","6,340,788","3,554,639"
18,0056 元大高股息,40.90,-0.05,-0.12%,"6,050,532","2,743,260","3,307,271"
19,2360 致茂,"1,925.00",+ 5.00,+0.26%,"9,482,148","6,423,588","3,058,560"
20,3008 大立光,"2,615.00",+ 95.00,+3.77%,"7,052,198","4,058,871","2,993,327"
21,2337 旺宏,145.00,+ 13.00,+9.85%,"22,284,105","19,534,580","2,749,524"
22,2301 光寶科,172.00,+ 2.50,+1.47%,"6,749,350","4,273,956","2,475,394"
23,2368 金像電,"1,420.00",+ 30.00,+2.16%,"14,450,344","12,001,744","2,448,599"
24,3006 晶豪科,168.00,+ 13.50,+8.74%,"3,973,123","1,582,081","2,391,042"
25,8028 昇陽半導體,229.50,-12.50,-5.17%,"7,796,232","5,720,737","2,075,494"
26,009816凱基台灣TOP50,13.17,+ 0.30,+2.33%,"4,557,277","2,623,798","1,933,479"
27,2451 創見,262.00,+ 9.50,+3.76%,"3,115,328","1,235,332","1,879,995"
28,6781 AES-KY,"1,225.00",+ 110.00,+9.87%,"4,554,306","2,677,693","1,876,612"
29,3711 日月光投控,495.50,-0.50,-0.10%,"15,215,417","13,360,922","1,854,494"
30,0052 富邦科技,54.85,+ 2.15,+4.08%,"5,556,101","3,705,601","1,850,499"
31,00991A主動復華未來50,16.66,+ 0.41,+2.52%,"3,194,444","1,347,105","1,847,339"
32,3044 健鼎,485.00,+ 4.50,+0.94%,"5,567,926","3,755,787","1,812,138"
33,8112 至上,89.10,+ 6.70,+8.13%,"2,820,357","1,014,150","1,806,206"
34,6239 力成,217.00,+ 7.00,+3.33%,"3,783,609","2,078,384","1,705,225"
35,7769 鴻勁,"4,970.00",+ 240.00,+5.07%,"8,596,248","6,968,726","1,627,522"
36,6139 亞翔,666.00,-40.00,-5.67%,"4,126,965","2,594,224","1,532,740"
37,00919 群益台灣精選高息,23.33,-0.17,-0.72%,"3,790,555","2,309,984","1,480,570"
38,1727 中華化,73.80,+ 3.10,+4.38%,"3,128,379","1,652,474","1,475,904"
39,6789 采鈺,557.00,-9.00,-1.59%,"11,976,660","10,745,097","1,231,563"
40,2412 中華電,137.00,+ 1.50,+1.11%,"2,358,213","1,216,377","1,141,835"
41,2481 強茂,103.00,+ 3.00,+3.00%,"3,063,952","1,980,011","1,083,940"
42,2464 盟立,97.00,+ 5.30,+5.78%,"3,458,859","2,387,305","1,071,553"
43,2376 技嘉,285.00,+ 7.00,+2.52%,"2,444,841","1,401,238","1,043,603"
44,3135 凌航,138.50,+ 6.00,+4.53%,"1,759,004","724,464","1,034,539"
45,1303 南亞,87.80,+ 1.90,+2.21%,"5,713,434","4,717,025","996,408"
46,00878 國泰永續高股息,25.00,0.00,0.00%,"2,997,163","2,080,247","916,915"
47,6805 富世達,"2,070.00",+ 155.00,+8.09%,"7,808,604","6,893,190","915,414"
48,4927 泰鼎-KY,58.60,+ 5.30,+9.94%,"2,795,798","1,893,111","902,687"
49,6446 藥華藥,606.00,-14.00,-2.26%,"1,643,260","753,797","889,463"
50,6209 今國光,65.90,+ 5.00,+8.21%,"1,143,154","264,147","879,006"
