Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.79,+ 0.09,+0.84%,"248,774"
2,2303 聯電,130.50,-11.00,-7.77%,"158,105"
3,3231 緯創,194.00,+ 3.00,+1.57%,"105,194"
4,2890 永豐金,33.00,+ 2.00,+6.45%,"99,753"
5,2609 陽明,53.70,+ 0.10,+0.19%,"67,307"
6,2834 臺企銀,16.85,+ 0.55,+3.37%,"62,198"
7,2882 國泰金,91.80,+ 2.60,+2.91%,"57,773"
8,2353 宏碁,43.40,+ 0.85,+2.00%,"53,225"
9,2884 玉山金,33.00,+ 0.80,+2.48%,"53,109"
10,2317 鴻海,309.00,+ 7.50,+2.49%,"46,947"
11,1326 台化,56.50,+ 2.10,+3.86%,"45,597"
12,00878 國泰永續高股息,33.30,+ 0.81,+2.49%,"43,692"
13,1402 遠東新,27.30,+ 1.05,+4.00%,"40,905"
14,2337 旺宏,162.00,-13.50,-7.69%,"35,018"
15,2892 第一金,29.00,+ 0.85,+3.02%,"33,748"
16,2867 三商壽,8.00,+ 0.21,+2.70%,"33,282"
17,2408 南亞科,401.50,-18.00,-4.29%,"30,936"
18,3706 神達,100.00,+ 4.80,+5.04%,"30,558"
19,0056 元大高股息,53.80,+ 1.00,+1.89%,"30,434"
20,00400A主動國泰動能高息,15.02,+ 0.26,+1.76%,"30,428"
21,1303 南亞,113.00,+ 0.50,+0.44%,"29,055"
22,00992A主動群益科技創新,18.52,+ 0.38,+2.09%,"26,930"
23,2881 富邦金,113.00,-0.50,-0.44%,"24,589"
24,2027 大成鋼,43.85,+ 0.20,+0.46%,"23,718"
25,00981A主動統一台股增長,31.81,+ 0.48,+1.53%,"23,482"
26,00891 中信關鍵半導體,36.75,+ 0.34,+0.93%,"23,002"
27,1301 台塑,52.00,+ 1.10,+2.16%,"21,854"
28,2449 京元電子,322.50,+ 16.00,+5.22%,"20,736"
29,3702 大聯大,118.00,-1.00,-0.84%,"20,533"
30,2885 元大金,63.70,+ 4.10,+6.88%,"19,679"
31,2406 國碩,38.00,+ 2.20,+6.15%,"17,912"
32,2354 鴻準,65.10,+ 1.10,+1.72%,"16,469"
33,5880 合庫金,23.40,+ 0.35,+1.52%,"16,298"
34,8422 可寧衛*,28.10,+ 0.75,+2.74%,"15,064"
35,3036 文曄,292.50,+ 2.00,+0.69%,"14,858"
36,2897 王道銀行,10.20,+ 0.20,+2.00%,"14,296"
37,6505 台塑化,55.90,+ 1.40,+2.57%,"13,812"
38,00940 元大台灣價值高息,12.70,+ 0.21,+1.68%,"13,357"
39,6176 瑞儀,102.50,-1.00,-0.97%,"12,924"
40,1101 台泥,24.85,+ 0.20,+0.81%,"12,697"
41,2301 光寶科,250.00,+ 22.50,+9.89%,"12,302"
42,6456 GIS-KY,91.10,+ 8.20,+9.89%,"12,008"
43,00982A主動群益台灣強棒,24.16,+ 0.33,+1.38%,"11,211"
44,3711 日月光投控,618.00,+ 28.00,+4.75%,"11,125"
45,2887 台新新光金,28.30,+ 2.20,+8.43%,"10,878"
46,8046 南電,904.00,+ 42.00,+4.87%,"10,691"
47,1714 和桐,11.00,+ 1.00,+10.00%,"10,309"
48,2610 華航,19.95,+ 0.45,+2.31%,"10,227"
49,2349 錸德,16.15,+ 1.45,+9.86%,"9,504"
50,00900 富邦特選高股息30,20.24,+ 0.32,+1.61%,"9,485"
