Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00403A主動統一升級50,10.20,+ 0.19,+1.90%,"1,802,803","10,185,293","-8,382,490"
2,00981A主動統一台股增長,29.95,+ 1.09,+3.78%,"1,439,443","2,589,651","-1,150,207"
3,00999A主動野村臺灣高息,10.42,+ 0.14,+1.36%,"290,105","1,268,166","-978,060"
4,009816凱基台灣TOP50,14.19,+ 0.30,+2.16%,"685,249","1,575,993","-890,743"
5,00631L元大台灣50正2,32.56,+ 0.98,+3.10%,"579,215","1,041,621","-462,406"
6,00991A主動復華未來50,18.58,+ 0.66,+3.68%,"346,981","789,965","-442,984"
7,00988A主動統一全球創新,20.36,+ 1.18,+6.15%,"307,358","694,681","-387,322"
8,00891 中信關鍵半導體,33.61,+ 0.99,+3.03%,"184,608","567,927","-383,319"
9,009819中信數據及電力,10.17,+ 0.05,+0.49%,"189,965","553,251","-363,285"
10,0050 元大台灣50,97.30,+ 1.45,+1.51%,"430,953","792,469","-361,515"
11,00982A主動群益台灣強棒,22.64,+ 0.54,+2.44%,"286,779","623,749","-336,970"
12,2002 中鋼,18.15,-0.05,-0.27%,"174,540","445,379","-270,838"
13,00673R期元大S＆P原油反1,11.82,+ 0.16,+1.37%,"175,071","352,098","-177,027"
14,00632R元大台灣50反1,11.08,-0.21,-1.86%,"559,987","715,043","-155,056"
15,2834 臺企銀,16.00,-0.10,-0.62%,"200,137","323,559","-123,421"
16,2892 第一金,27.55,-0.15,-0.54%,"425,697","542,318","-116,620"
17,00400A主動國泰動能高息,13.90,+ 0.44,+3.27%,"272,771","384,650","-111,879"
18,2890 永豐金,29.10,-0.60,-2.02%,"263,091","368,732","-105,640"
19,2324 仁寶,31.50,+ 1.15,+3.79%,"381,954","484,670","-102,715"
20,2801 彰銀,20.30,0.00,0.00%,"133,750","227,472","-93,722"
21,00953B群益優選非投等債,9.59,0.00,0.00%,"256,279","349,701","-93,422"
22,2330 台積電,"2,255.00",+ 25.00,+1.12%,"177,634","255,745","-78,111"
23,2449 京元電子,296.00,+ 10.00,+3.50%,"153,678","231,612","-77,934"
24,00980A主動野村臺灣優選,23.16,+ 0.67,+2.98%,"85,425","162,932","-77,507"
25,2812 台中銀,18.95,-0.05,-0.26%,"80,270","157,067","-76,797"
26,1802 台玻,70.50,+ 5.40,+8.29%,"232,365","305,871","-73,506"
27,9904 寶成,25.80,0.00,0.00%,"94,551","165,675","-71,124"
28,00984D主動聯博全球非投,10.06,-0.04,-0.40%,"86,363","154,573","-68,210"
29,00990A主動元大AI新經濟,18.53,+ 0.86,+4.87%,"194,773","261,695","-66,921"
30,5880 合庫金,22.70,0.00,0.00%,"103,553","170,231","-66,677"
31,00994A主動第一金台股優,17.64,+ 0.56,+3.28%,"86,364","149,928","-63,563"
32,2337 旺宏,149.50,+ 8.50,+6.03%,"508,651","566,428","-57,777"
33,009805新光美國電力基建,16.54,+ 0.14,+0.85%,"131,227","188,866","-57,638"
34,00935 野村臺灣新科技50,56.35,+ 2.15,+3.97%,"66,821","113,122","-46,301"
35,1301 台塑,45.25,-0.50,-1.09%,"94,356","139,697","-45,341"
36,00997A主動群益美國增長,12.66,+ 0.35,+2.84%,"192,544","235,871","-43,326"
37,8112 至上,86.20,+ 0.70,+0.82%,"79,176","116,544","-37,368"
38,2880 華南金,31.95,-0.10,-0.31%,"215,726","252,401","-36,674"
39,9907 統一實,15.95,-0.10,-0.62%,"29,018","61,333","-32,315"
40,00662 富邦NASDAQ,119.50,+ 0.30,+0.25%,"43,114","75,062","-31,947"
41,2845 遠東銀,12.10,+ 0.10,+0.83%,"62,023","93,594","-31,571"
42,2382 廣達,316.00,+ 8.00,+2.60%,"161,059","191,662","-30,602"
43,4960 誠美材,35.80,-0.65,-1.78%,"60,568","91,084","-30,515"
44,2354 鴻準,60.20,+ 1.30,+2.21%,"53,052","82,979","-29,927"
45,2371 大同,29.50,+ 1.10,+3.87%,"85,058","114,817","-29,759"
46,00664R國泰臺灣加權反1,1.79,-0.05,-2.72%,"224,637","253,869","-29,231"
47,00753L中信中國50正2,9.98,-0.10,-0.99%,"120,092","149,026","-28,934"
48,00947 台新臺灣IC設計,36.39,+ 1.44,+4.12%,"59,692","88,544","-28,851"
49,2329 華泰,54.60,+ 1.70,+3.21%,"53,699","80,709","-27,009"
50,2884 玉山金,31.30,-0.25,-0.79%,"327,586","354,155","-26,568"
