Rank,Stock,Price,Change,ChangePercent,NetSell
1,2883 凱基金,27.45,-0.30,-1.08%,"-388,860"
2,0050 元大台灣50,101.95,+ 2.10,+2.10%,"-284,051"
3,00403A主動統一升級50,10.25,+ 0.26,+2.60%,"-149,831"
4,1402 遠東新,27.00,-0.40,-1.46%,"-106,900"
5,2409 友達,23.50,+ 0.35,+1.51%,"-106,197"
6,2881 富邦金,122.00,-3.50,-2.79%,"-105,495"
7,2324 仁寶,36.35,+ 0.20,+0.55%,"-103,745"
8,6770 力積電,67.20,+ 2.80,+4.35%,"-102,126"
9,2105 正新,34.25,-0.75,-2.14%,"-62,935"
10,2382 廣達,372.00,+ 2.00,+0.54%,"-53,765"
11,4938 和碩,93.10,-2.30,-2.41%,"-52,530"
12,2330 台積電,"2,310.00",+ 60.00,+2.67%,"-51,993"
13,2855 統一證,50.50,-0.40,-0.79%,"-45,709"
14,1301 台塑,45.25,+ 1.45,+3.31%,"-44,157"
15,2327 國巨*,855.00,+ 19.00,+2.27%,"-40,888"
16,2317 鴻海,260.50,+ 2.00,+0.77%,"-38,202"
17,3231 緯創,156.00,+ 3.50,+2.30%,"-36,018"
18,1101 台泥,24.55,+ 0.30,+1.24%,"-34,976"
19,2353 宏碁,36.70,-0.20,-0.54%,"-34,030"
20,2347 聯強,89.10,-1.70,-1.87%,"-33,162"
21,2002 中鋼,18.90,+ 0.35,+1.89%,"-32,759"
22,3706 神達,85.50,-1.00,-1.16%,"-24,420"
23,1326 台化,48.80,+ 2.55,+5.51%,"-23,430"
24,2312 金寶,34.95,+ 0.05,+0.14%,"-23,247"
25,00919 群益台灣精選高息,30.19,0.00,0.00%,"-21,907"
26,2449 京元電子,282.00,+ 10.00,+3.68%,"-21,627"
27,1102 亞泥,35.20,+ 0.70,+2.03%,"-21,223"
28,00988A主動統一全球創新,20.88,+ 1.03,+5.19%,"-20,802"
29,1504 東元,71.00,+ 2.60,+3.80%,"-20,461"
30,00402A主動安聯美國科技,9.63,+ 0.21,+2.23%,"-19,775"
31,5871 中租-KY,121.50,-1.50,-1.22%,"-18,349"
32,0056 元大高股息,50.60,+ 1.01,+2.04%,"-17,083"
33,009816凱基台灣TOP50,14.90,+ 0.37,+2.55%,"-16,690"
34,2542 興富發,44.95,-0.40,-0.88%,"-16,197"
35,009820元大納斯達克精選,10.04,+ 0.12,+1.21%,"-15,374"
36,3711 日月光投控,590.00,+ 46.00,+8.46%,"-15,229"
37,00929 復華台灣科技優息,29.51,+ 1.01,+3.54%,"-14,821"
38,1802 台玻,64.10,+ 4.80,+8.09%,"-13,449"
39,2885 元大金,63.90,+ 2.30,+3.73%,"-12,976"
40,1210 大成,55.30,-0.40,-0.72%,"-12,886"
41,9910 豐泰,91.90,-5.10,-5.26%,"-11,007"
42,4919 新唐,175.50,+ 3.00,+1.74%,"-10,870"
43,00406A主動中信台灣收益,9.86,+ 0.22,+2.28%,"-10,819"
44,2603 長榮,228.00,+ 2.00,+0.88%,"-10,165"
45,2379 瑞昱,618.00,-37.00,-5.65%,"-9,909"
46,1708 東鹼,48.00,+ 2.45,+5.38%,"-9,747"
47,2371 大同,28.40,+ 0.50,+1.79%,"-9,695"
48,00712 復華富時不動產,8.80,+ 0.03,+0.34%,"-9,515"
49,6285 啟碁,270.00,-2.50,-0.92%,"-8,954"
50,3042 晶技,224.50,-10.50,-4.47%,"-8,714"
