Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,9.95,-0.14,-1.39%,"646,203"
2,2892 第一金,39.55,-0.30,-0.75%,"257,341"
3,2886 兆豐金,51.80,-0.70,-1.33%,"236,702"
4,2409 友達,27.90,-0.80,-2.79%,"174,772"
5,2609 陽明,58.80,-0.50,-0.84%,"152,022"
6,2883 凱基金,38.15,-0.65,-1.68%,"135,944"
7,5880 合庫金,27.00,-0.45,-1.64%,"104,497"
8,2880 華南金,46.90,+ 0.60,+1.30%,"102,827"
9,3045 台灣大,124.00,+ 2.50,+2.06%,"86,253"
10,2889 國票金,16.85,-0.20,-1.17%,"84,032"
11,00991A主動復華未來50,16.87,-0.27,-1.58%,"79,394"
12,1326 台化,65.80,-1.80,-2.66%,"78,118"
13,2812 台中銀,19.35,-0.10,-0.51%,"73,843"
14,1216 統一,74.50,-0.10,-0.13%,"71,145"
15,1301 台塑,62.00,-0.90,-1.43%,"65,951"
16,00981A主動統一台股增長,28.86,-0.46,-1.57%,"63,137"
17,2845 遠東銀,13.60,-0.15,-1.09%,"58,761"
18,2412 中華電,143.50,+ 1.00,+0.70%,"54,138"
19,1102 亞泥,35.20,+ 0.20,+0.57%,"52,411"
20,5876 上海商銀,49.80,-0.10,-0.20%,"52,002"
21,2615 萬海,112.00,-1.00,-0.88%,"50,613"
22,2603 長榮,233.50,-3.50,-1.48%,"47,798"
23,00878 國泰永續高股息,34.20,-0.03,-0.09%,"46,798"
24,009802富邦旗艦50,19.70,-0.11,-0.56%,"46,116"
25,00982A主動群益台灣強棒,21.88,-0.29,-1.31%,"44,251"
26,2897 王道銀行,11.20,-0.05,-0.44%,"40,720"
27,00405A主動富邦台灣龍耀,8.32,-0.24,-2.80%,"39,212"
28,2618 長榮航,41.20,-0.85,-2.02%,"37,669"
29,2354 鴻準,64.60,-0.10,-0.15%,"34,045"
30,00992A主動群益科技創新,17.31,-0.31,-1.76%,"32,748"
31,3037 欣興,951.00,-19.00,-1.96%,"31,518"
32,2881 富邦金,151.00,-3.00,-1.95%,"30,084"
33,1314 中石化,8.11,-0.11,-1.34%,"30,043"
34,1402 遠東新,27.80,-0.30,-1.07%,"29,894"
35,2382 廣達,333.00,+ 0.50,+0.15%,"29,017"
36,2606 裕民,74.60,-1.60,-2.10%,"28,163"
37,2890 永豐金,44.55,-0.25,-0.56%,"27,482"
38,2834 臺企銀,18.00,-0.35,-1.91%,"26,082"
39,1605 華新,36.35,-0.65,-1.76%,"25,744"
40,3711 日月光投控,592.00,-20.00,-3.27%,"25,735"
41,00407A主動凱基台灣,9.27,-0.19,-2.01%,"24,952"
42,00900 富邦特選高股息30,19.52,-0.07,-0.36%,"22,514"
43,1802 台玻,56.00,-1.80,-3.11%,"22,111"
44,00988A主動統一全球創新,15.67,-0.09,-0.57%,"22,070"
45,0052 富邦科技,61.60,-0.30,-0.48%,"21,200"
46,4904 遠傳,106.50,+ 0.50,+0.47%,"21,136"
47,00891 中信關鍵半導體,34.54,-0.47,-1.34%,"20,122"
48,00997A主動群益美國增長,10.77,+ 0.02,+0.19%,"19,736"
49,2637 慧洋-KY,96.90,-4.10,-4.06%,"18,317"
50,2820 華票,17.35,-0.05,-0.29%,"17,772"
