Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.24,-0.15,-1.44%,"925,060"
2,00981A主動統一台股增長,29.73,-0.39,-1.29%,"430,386"
3,2409 友達,29.60,+ 0.90,+3.14%,"326,963"
4,2886 兆豐金,50.60,+ 0.40,+0.80%,"277,402"
5,2892 第一金,37.85,+ 0.55,+1.47%,"248,328"
6,00991A主動復華未來50,17.67,-0.33,-1.83%,"225,297"
7,6770 力積電,72.40,-0.50,-0.69%,"204,149"
8,2344 華邦電,188.00,+ 8.00,+4.44%,"160,904"
9,2609 陽明,57.30,-0.80,-1.38%,"158,741"
10,00407A主動凱基台灣,9.68,-0.14,-1.43%,"135,515"
11,0050 元大台灣50,109.65,-0.25,-0.23%,"113,354"
12,2883 凱基金,37.30,+ 0.35,+0.95%,"104,566"
13,00992A主動群益科技創新,18.05,-0.36,-1.96%,"98,780"
14,2603 長榮,229.00,-4.00,-1.72%,"97,083"
15,1216 統一,76.70,+ 1.50,+1.99%,"96,313"
16,1605 華新,38.10,+ 0.20,+0.53%,"94,606"
17,00405A主動富邦台灣龍耀,8.71,-0.12,-1.36%,"92,310"
18,1301 台塑,65.10,-1.50,-2.25%,"88,838"
19,2615 萬海,112.00,-2.50,-2.18%,"88,200"
20,1326 台化,70.60,-1.30,-1.81%,"86,273"
21,2880 華南金,45.15,+ 0.80,+1.80%,"80,281"
22,3045 台灣大,118.00,+ 1.00,+0.85%,"79,013"
23,2889 國票金,16.60,+ 0.15,+0.91%,"78,688"
24,00400A主動國泰動能高息,15.00,-0.21,-1.38%,"77,591"
25,3037 欣興,954.00,+ 5.00,+0.53%,"67,463"
26,5880 合庫金,26.85,+ 0.35,+1.32%,"66,726"
27,2845 遠東銀,13.70,-0.05,-0.36%,"65,878"
28,2812 台中銀,19.40,+ 0.15,+0.78%,"62,528"
29,2027 大成鋼,49.35,+ 0.25,+0.51%,"57,940"
30,00982A主動群益台灣強棒,22.77,-0.36,-1.56%,"55,751"
31,2408 南亞科,531.00,+ 14.00,+2.71%,"55,203"
32,009802富邦旗艦50,20.40,-0.25,-1.21%,"52,398"
33,00406A主動中信台灣收益,9.61,-0.08,-0.83%,"51,691"
34,00988A主動統一全球創新,16.27,+ 0.01,+0.06%,"49,678"
35,0052 富邦科技,63.60,-0.15,-0.24%,"48,242"
36,2324 仁寶,39.05,-1.00,-2.50%,"47,151"
37,00878 國泰永續高股息,34.07,-0.32,-0.93%,"44,027"
38,1402 遠東新,28.65,-0.05,-0.17%,"43,181"
39,3711 日月光投控,618.00,-3.00,-0.48%,"41,707"
40,1102 亞泥,35.20,+ 0.15,+0.43%,"41,484"
41,2881 富邦金,149.00,-0.50,-0.33%,"39,750"
42,5876 上海商銀,48.75,+ 1.80,+3.83%,"38,815"
43,2618 長榮航,42.45,+ 0.35,+0.83%,"37,510"
44,0056 元大高股息,55.75,-0.10,-0.18%,"37,110"
45,00997A主動群益美國增長,11.07,+ 0.03,+0.27%,"36,554"
46,009821野村稀土關鍵資源,15.02,0.00,0.00%,"35,789"
47,2897 王道銀行,10.95,+ 0.20,+1.86%,"32,990"
48,2606 裕民,77.80,-0.80,-1.02%,"30,917"
49,1717 長興,72.30,-1.20,-1.63%,"29,372"
50,2354 鴻準,64.50,-1.20,-1.83%,"29,367"
