Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,6168 宏齊,25.50,-1.35,-5.03%,"22,186","62,476","-40,290"
2,2489 瑞軒,31.90,-0.70,-2.15%,"72,323","100,249","-27,926"
3,3481 群創,25.00,-0.65,-2.53%,"248,646","274,223","-25,577"
4,00715L期街口布蘭特正2,52.80,+ 2.97,+5.96%,"24,712","48,079","-23,367"
5,2330 台積電,"1,840.00",-5.00,-0.27%,"24,635","46,664","-22,029"
6,1802 台玻,53.30,-0.90,-1.66%,"84,251","106,098","-21,847"
7,00990A主動元大AI新經濟,12.45,-0.08,-0.64%,"23,820","45,162","-21,342"
8,2605 新興,42.75,+ 0.40,+0.94%,"31,869","53,167","-21,298"
9,00637L元大滬深300正2,18.76,-0.17,-0.90%,"18,835","39,968","-21,133"
10,0052 富邦科技,44.90,-0.18,-0.40%,"23,579","44,166","-20,586"
11,2303 聯電,58.20,-0.90,-1.52%,"35,178","54,254","-19,076"
12,3702 大聯大,95.10,-0.70,-0.73%,"19,200","35,773","-16,573"
13,00642U期元大S＆P石油,24.98,+ 0.91,+3.78%,"20,928","36,669","-15,742"
14,00680L元大美債20正2,7.05,-0.04,-0.56%,"7,081","22,519","-15,439"
15,0050 元大台灣50,75.80,-0.40,-0.52%,"80,069","94,344","-14,275"
16,2344 華邦電,96.00,-2.20,-2.24%,"190,169","204,011","-13,841"
17,2891 中信金,53.00,+ 0.20,+0.38%,"21,292","34,518","-13,226"
18,2834 臺企銀,15.05,-0.05,-0.33%,"15,906","27,211","-11,305"
19,4956 光鋐,35.10,-2.10,-5.65%,"16,850","27,802","-10,952"
20,2405 輔信,15.85,-0.70,-4.23%,"4,571","15,504","-10,933"
21,2351 順德,99.20,-1.30,-1.29%,"4,354","15,234","-10,880"
22,3231 緯創,127.00,-1.00,-0.78%,"23,872","34,729","-10,858"
23,4526 東台,34.00,-0.80,-2.30%,"6,600","17,053","-10,453"
24,9933 中鼎,38.55,-0.85,-2.16%,"13,183","23,503","-10,320"
25,3532 台勝科,146.00,+ 13.00,+9.77%,"3,814","13,913","-10,099"
26,2481 強茂,99.70,-0.30,-0.30%,"25,291","35,207","-9,916"
27,2892 第一金,28.65,-0.05,-0.17%,"15,914","25,829","-9,915"
28,009816凱基台灣TOP50,10.74,-0.04,-0.37%,"119,922","129,338","-9,416"
29,4739 康普,83.40,-1.60,-1.88%,"3,501","12,784","-9,283"
30,9945 潤泰新,25.45,+ 0.10,+0.39%,"3,860","12,919","-9,059"
31,4906 正文,36.60,+ 3.30,+9.91%,"16,099","25,117","-9,019"
32,2889 國票金,16.25,-1.05,-6.07%,"7,379","16,385","-9,006"
33,2323 中環,11.80,-0.05,-0.42%,"14,744","23,521","-8,777"
34,2484 希華,28.10,-1.00,-3.44%,"2,694","11,408","-8,714"
35,00988A主動統一全球創新,13.22,-0.13,-0.97%,"21,861","30,538","-8,677"
36,00882 中信中國高股息,15.52,-0.20,-1.27%,"5,822","14,052","-8,230"
37,00665L富邦恒生國企正2,9.32,-0.24,-2.51%,"15,226","23,351","-8,125"
38,1309 台達化,20.15,+ 1.80,+9.81%,"11,922","19,999","-8,077"
39,2880 華南金,33.65,-0.50,-1.46%,"9,177","17,096","-7,919"
40,00664R國泰臺灣加權反1,2.29,+ 0.01,+0.44%,"19,282","27,080","-7,798"
41,2882 國泰金,70.80,-0.60,-0.84%,"13,797","21,571","-7,774"
42,3005 神基,109.50,-3.00,-2.67%,"9,321","17,045","-7,724"
43,2610 華航,18.75,-0.20,-1.06%,"14,848","22,313","-7,465"
44,00982A主動群益台灣強棒,16.73,-0.15,-0.89%,"31,592","38,868","-7,276"
45,2885 元大金,46.05,+ 0.20,+0.44%,"20,850","27,878","-7,028"
46,00940 元大台灣價值高息,9.66,-0.05,-0.51%,"18,365","25,250","-6,886"
47,00635U期元大S＆P黃金,47.56,-0.70,-1.45%,"7,839","14,608","-6,769"
48,2890 永豐金,31.55,-0.30,-0.94%,"13,944","20,427","-6,483"
49,00632R元大台灣50反1,14.19,+ 0.09,+0.64%,"101,337","107,612","-6,275"
50,3031 佰鴻,23.80,-0.60,-2.46%,"6,248","12,409","-6,161"
