Rank,Stock,Price,Change,ChangePercent,NetSell
1,2610 華航,19.90,-0.20,-1.00%,"-147,201"
2,2834 臺企銀,16.30,-0.15,-0.91%,"-70,979"
3,2409 友達,25.80,+ 0.05,+0.19%,"-60,877"
4,5880 合庫金,24.20,0.00,0.00%,"-51,956"
5,2884 玉山金,37.65,+ 0.35,+0.94%,"-44,859"
6,2880 華南金,38.95,-0.15,-0.38%,"-33,800"
7,2618 長榮航,39.90,-1.10,-2.68%,"-33,684"
8,2327 國巨*,622.00,-40.00,-6.04%,"-32,073"
9,2492 華新科,302.50,-14.00,-4.42%,"-28,178"
10,5388 中磊,79.80,-1.30,-1.60%,"-23,575"
11,00891 中信關鍵半導體,36.38,-0.19,-0.52%,"-21,142"
12,2449 京元電子,247.00,-6.50,-2.56%,"-20,058"
13,2812 台中銀,18.65,0.00,0.00%,"-19,237"
14,6005 群益證,30.90,+ 0.30,+0.98%,"-18,730"
15,1314 中石化,7.68,+ 0.02,+0.26%,"-17,506"
16,00878 國泰永續高股息,33.87,+ 0.09,+0.27%,"-17,486"
17,8150 南茂,91.90,-1.00,-1.08%,"-16,452"
18,2633 台灣高鐵,25.90,-0.05,-0.19%,"-15,674"
19,1303 南亞,207.50,+ 18.50,+9.79%,"-15,156"
20,2105 正新,30.40,-0.30,-0.98%,"-15,151"
21,2646 星宇航空,20.40,0.00,0.00%,"-13,639"
22,00632R元大台灣50反1,10.01,+ 0.06,+0.60%,"-12,876"
23,3090 日電貿,174.50,-0.50,-0.29%,"-12,072"
24,3045 台灣大,108.00,-0.50,-0.46%,"-11,851"
25,3026 禾伸堂,647.00,-44.00,-6.37%,"-11,737"
26,2412 中華電,135.00,-1.00,-0.74%,"-11,662"
27,4958 臻鼎-KY,489.50,+ 12.00,+2.51%,"-11,313"
28,2478 大毅,128.00,-2.00,-1.54%,"-10,645"
29,3702 大聯大,115.00,-8.50,-6.88%,"-10,595"
30,6239 力成,278.00,-5.00,-1.77%,"-10,531"
31,2481 強茂,138.00,-5.00,-3.50%,"-10,510"
32,6116 彩晶,13.90,-0.05,-0.36%,"-10,389"
33,8033 雷虎,201.50,+ 18.00,+9.81%,"-9,276"
34,2368 金像電,"1,015.00",+ 5.00,+0.50%,"-8,950"
35,2820 華票,16.35,+ 0.10,+0.62%,"-8,945"
36,2801 彰銀,23.55,0.00,0.00%,"-8,567"
37,6505 台塑化,70.90,+ 1.10,+1.58%,"-8,361"
38,00753L中信中國50正2,9.35,-0.37,-3.81%,"-8,092"
39,3703 欣陸,19.95,-0.05,-0.25%,"-7,275"
40,2101 南港,31.55,-2.70,-7.88%,"-7,265"
41,8926 台汽電,56.70,+ 0.90,+1.61%,"-6,908"
42,3596 智易,165.00,-1.00,-0.60%,"-6,883"
43,1477 聚陽,218.00,-1.50,-0.68%,"-6,724"
44,2903 遠百,21.65,-0.10,-0.46%,"-6,706"
45,1409 新纖,25.25,+ 0.10,+0.40%,"-6,405"
46,1714 和桐,16.40,-0.30,-1.80%,"-6,331"
47,2838 聯邦銀,19.90,-0.25,-1.24%,"-6,276"
48,2352 佳世達,29.50,+ 0.80,+2.79%,"-6,255"
49,2645 長榮航太,200.00,+ 18.00,+9.89%,"-6,000"
50,1102 亞泥,33.45,+ 1.75,+5.52%,"-5,835"
