Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2409 友達,29.60,+ 0.90,+3.14%,"292,763"
2,2344 華邦電,188.00,+ 8.00,+4.44%,"133,495"
3,00403A主動統一升級50,10.24,-0.15,-1.44%,"129,530"
4,2886 兆豐金,50.60,+ 0.40,+0.80%,"73,808"
5,6770 力積電,72.40,-0.50,-0.69%,"69,230"
6,5880 合庫金,26.85,+ 0.35,+1.32%,"63,907"
7,2892 第一金,37.85,+ 0.55,+1.47%,"54,497"
8,2845 遠東銀,13.70,-0.05,-0.36%,"49,649"
9,0050 元大台灣50,109.65,-0.25,-0.23%,"47,458"
10,2889 國票金,16.60,+ 0.15,+0.91%,"42,066"
11,2885 元大金,70.60,+ 0.40,+0.57%,"34,411"
12,2812 台中銀,19.40,+ 0.15,+0.78%,"34,131"
13,2880 華南金,45.15,+ 0.80,+1.80%,"32,701"
14,5876 上海商銀,48.75,+ 1.80,+3.83%,"29,027"
15,00990A主動元大AI新經濟,15.12,-0.05,-0.33%,"23,705"
16,2610 華航,20.60,+ 0.15,+0.73%,"23,508"
17,2884 玉山金,45.55,+ 2.00,+4.59%,"20,631"
18,2412 中華電,139.00,+ 1.00,+0.72%,"18,819"
19,00988A主動統一全球創新,16.27,+ 0.01,+0.06%,"18,586"
20,3711 日月光投控,618.00,-3.00,-0.48%,"18,065"
21,3045 台灣大,118.00,+ 1.00,+0.85%,"17,772"
22,00405A主動富邦台灣龍耀,8.71,-0.12,-1.36%,"16,376"
23,1301 台塑,65.10,-1.50,-2.25%,"15,009"
24,00891 中信關鍵半導體,35.88,+ 0.02,+0.06%,"14,933"
25,2408 南亞科,531.00,+ 14.00,+2.71%,"14,832"
26,00878 國泰永續高股息,34.07,-0.32,-0.93%,"14,275"
27,2897 王道銀行,10.95,+ 0.20,+1.86%,"14,072"
28,2492 華新科,318.50,-4.50,-1.39%,"14,005"
29,1216 統一,76.70,+ 1.50,+1.99%,"11,783"
30,0052 富邦科技,63.60,-0.15,-0.24%,"11,688"
31,2890 永豐金,43.45,+ 0.85,+2.00%,"10,942"
32,2330 台積電,"2,470.00",+ 10.00,+0.41%,"10,569"
33,3481 群創,48.80,-1.15,-2.30%,"8,819"
34,2455 全新,515.00,+ 15.00,+3.00%,"8,639"
35,3714 富采,64.90,-2.30,-3.42%,"8,156"
36,2002 中鋼,19.10,+ 0.10,+0.53%,"8,156"
37,2883 凱基金,37.30,+ 0.35,+0.95%,"7,935"
38,009824群益美國科技巨頭,10.11,-0.01,-0.10%,"7,859"
39,00991A主動復華未來50,17.67,-0.33,-1.83%,"7,368"
40,4904 遠傳,104.00,+ 2.00,+1.96%,"7,320"
41,00900 富邦特選高股息30,19.54,-0.05,-0.26%,"7,208"
42,00715L期街口布蘭特正2,59.60,+ 0.45,+0.76%,"6,891"
43,2820 華票,17.00,+ 0.15,+0.89%,"6,190"
44,2464 盟立,194.50,-8.50,-4.19%,"6,190"
45,00400A主動國泰動能高息,15.00,-0.21,-1.38%,"5,992"
46,3037 欣興,954.00,+ 5.00,+0.53%,"5,710"
47,00927 群益半導體收益,37.61,-0.32,-0.84%,"5,268"
48,2377 微星,152.50,-6.00,-3.79%,"5,251"
49,2618 長榮航,42.45,+ 0.35,+0.83%,"5,119"
50,00997A主動群益美國增長,11.07,+ 0.03,+0.27%,"4,784"
