Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2618 長榮航,42.75,+ 0.80,+1.91%,"333,535"
2,2883 凱基金,29.60,-1.10,-3.58%,"240,311"
3,2884 玉山金,36.25,-0.15,-0.41%,"191,884"
4,2882 國泰金,95.40,-3.10,-3.15%,"180,707"
5,00712 復華富時不動產,8.79,-0.05,-0.57%,"146,458"
6,2303 聯電,113.50,-12.50,-9.92%,"116,796"
7,3231 緯創,170.00,-7.00,-3.95%,"116,604"
8,5880 合庫金,25.95,0.00,0.00%,"109,659"
9,2812 台中銀,20.75,0.00,0.00%,"101,063"
10,2867 三商壽,9.35,+ 0.04,+0.43%,"100,445"
11,2324 仁寶,34.70,-2.45,-6.59%,"99,915"
12,2353 宏碁,28.85,-1.25,-4.15%,"99,534"
13,6505 台塑化,74.60,-3.30,-4.24%,"94,651"
14,2881 富邦金,125.50,-4.50,-3.46%,"90,702"
15,2002 中鋼,19.00,-0.25,-1.30%,"88,395"
16,2105 正新,30.70,-0.10,-0.32%,"80,801"
17,2603 長榮,200.00,-3.50,-1.72%,"69,361"
18,4938 和碩,83.20,-4.20,-4.81%,"67,869"
19,3481 群創,45.00,-2.35,-4.96%,"63,722"
20,3045 台灣大,114.00,+ 0.50,+0.44%,"59,211"
21,00918 大華優利高填息30,31.83,-0.75,-2.30%,"55,404"
22,5876 上海商銀,43.90,-0.85,-1.90%,"54,276"
23,2615 萬海,83.60,-0.40,-0.48%,"50,808"
24,1402 遠東新,27.40,-0.05,-0.18%,"49,420"
25,3576 聯合再生,16.85,-1.00,-5.60%,"47,329"
26,00953B群益優選非投等債,9.80,-0.02,-0.20%,"33,095"
27,2845 遠東銀,13.30,-0.10,-0.75%,"32,145"
28,1301 台塑,57.50,-4.20,-6.81%,"29,545"
29,2357 華碩,735.00,-25.00,-3.29%,"25,399"
30,2889 國票金,15.60,-0.10,-0.64%,"23,382"
31,2891 中信金,62.40,-0.60,-0.95%,"22,630"
32,3005 神基,110.00,-2.50,-2.22%,"22,283"
33,2606 裕民,62.10,-0.70,-1.11%,"21,562"
34,2610 華航,21.75,+ 0.50,+2.35%,"20,539"
35,2385 群光,103.00,-3.00,-2.83%,"19,692"
36,009824群益美國科技巨頭,9.77,-0.34,-3.36%,"19,671"
37,2646 星宇航空,21.80,+ 0.20,+0.93%,"19,635"
38,5388 中磊,86.40,-4.20,-4.64%,"19,092"
39,2412 中華電,141.00,+ 0.50,+0.36%,"18,911"
40,3034 聯詠,492.50,-25.50,-4.92%,"18,030"
41,9907 統一實,15.20,+ 0.10,+0.66%,"17,867"
42,2609 陽明,50.70,-0.40,-0.78%,"17,598"
43,8033 雷虎,174.00,-12.00,-6.45%,"17,525"
44,00753L中信中國50正2,9.33,+ 0.03,+0.32%,"17,513"
45,3036 文曄,190.50,-13.00,-6.39%,"17,270"
46,2634 漢翔,60.90,-0.90,-1.46%,"17,091"
47,00900 富邦特選高股息30,17.87,-0.49,-2.67%,"16,463"
48,1909 榮成,10.05,0.00,0.00%,"16,339"
49,3090 日電貿,140.50,-15.50,-9.94%,"16,253"
50,1718 中纖,9.73,-0.52,-5.07%,"15,899"
