Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2609 陽明,59.40,+ 1.40,+2.41%,"22,998"
2,2812 台中銀,19.50,+ 0.40,+2.09%,"21,954"
3,2883 凱基金,37.85,+ 0.65,+1.75%,"16,651"
4,5880 合庫金,27.20,+ 0.35,+1.30%,"13,147"
5,2801 彰銀,27.90,+ 1.05,+3.91%,"10,396"
6,2412 中華電,140.50,+ 1.00,+0.72%,"9,937"
7,2887 台新新光金,42.65,+ 0.50,+1.19%,"9,777"
8,2884 玉山金,46.30,+ 1.35,+3.00%,"9,208"
9,2892 第一金,38.90,+ 0.90,+2.37%,"8,457"
10,2889 國票金,16.75,+ 0.20,+1.21%,"8,443"
11,2618 長榮航,42.35,+ 0.55,+1.32%,"8,039"
12,2354 鴻準,65.70,+ 0.70,+1.08%,"7,731"
13,2880 華南金,45.85,+ 1.05,+2.34%,"7,557"
14,2845 遠東銀,13.70,+ 0.25,+1.86%,"6,426"
15,2610 華航,20.40,+ 0.20,+0.99%,"6,370"
16,2820 華票,17.40,+ 0.35,+2.05%,"4,156"
17,2605 新興,36.50,+ 0.25,+0.69%,"4,068"
18,2886 兆豐金,51.70,+ 1.80,+3.61%,"3,945"
19,1402 遠東新,28.65,0.00,0.00%,"3,878"
20,5876 上海商銀,48.65,+ 0.75,+1.57%,"3,597"
21,2851 中再保,47.15,+ 1.50,+3.29%,"3,485"
22,2027 大成鋼,46.50,-1.70,-3.53%,"3,477"
23,3231 緯創,185.50,+ 0.50,+0.27%,"3,259"
24,3045 台灣大,121.00,+ 1.00,+0.83%,"2,847"
25,2603 長榮,234.50,+ 3.50,+1.52%,"2,566"
26,2377 微星,149.00,0.00,0.00%,"2,406"
27,9933 中鼎,41.70,+ 1.35,+3.35%,"2,384"
28,2615 萬海,112.00,+ 1.50,+1.36%,"2,305"
29,9945 潤泰新,28.10,+ 0.35,+1.26%,"2,222"
30,2617 台航,33.65,+ 0.20,+0.60%,"2,170"
31,2426 鼎元,97.10,+ 1.00,+1.04%,"2,055"
32,2897 王道銀行,11.00,+ 0.20,+1.85%,"1,863"
33,2323 中環,10.70,+ 0.15,+1.42%,"1,857"
34,2368 金像電,"1,030.00",-15.00,-1.44%,"1,692"
35,2515 中工,12.00,0.00,0.00%,"1,632"
36,1605 華新,37.40,-0.40,-1.06%,"1,557"
37,1102 亞泥,35.30,-0.15,-0.42%,"1,525"
38,9105 泰金寶-DR,8.59,-0.04,-0.46%,"1,377"
39,1560 中砂,790.00,+ 57.00,+7.78%,"1,377"
40,4904 遠傳,105.50,+ 1.00,+0.96%,"1,323"
41,4958 臻鼎-KY,495.00,+ 0.50,+0.10%,"1,233"
42,2891 中信金,67.10,-0.20,-0.30%,"1,165"
43,3149 正達,62.30,+ 0.90,+1.47%,"1,069"
44,2838 聯邦銀,21.05,+ 0.15,+0.72%,"1,068"
45,2834 臺企銀,18.00,+ 0.10,+0.56%,"1,001"
46,3229 晟鈦,67.50,+ 6.10,+9.93%,952
47,6706 惠特,137.50,+ 12.50,+10.00%,951
48,6168 宏齊,29.45,-0.35,-1.17%,938
49,3714 富采,61.70,-0.30,-0.48%,933
50,2351 順德,234.00,-1.50,-0.64%,918
