Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,103.10,-1.80,-1.72%,"-549,052"
2,1303 南亞,187.50,-12.50,-6.25%,"-287,038"
3,00403A主動統一升級50,9.97,-0.19,-1.87%,"-222,463"
4,2834 臺企銀,16.40,-0.10,-0.61%,"-182,929"
5,1314 中石化,7.80,-0.06,-0.76%,"-161,171"
6,2880 華南金,39.00,-0.70,-1.76%,"-132,880"
7,2887 台新新光金,36.40,-0.50,-1.36%,"-130,496"
8,2330 台積電,"2,350.00",-30.00,-1.26%,"-128,680"
9,00878 國泰永續高股息,32.30,-0.08,-0.25%,"-107,730"
10,2449 京元電子,235.00,-1.00,-0.42%,"-107,481"
11,2801 彰銀,23.90,0.00,0.00%,"-104,296"
12,2303 聯電,115.50,-3.50,-2.94%,"-103,101"
13,2327 國巨*,576.00,0.00,0.00%,"-67,303"
14,1409 新纖,24.10,-0.25,-1.03%,"-66,058"
15,00891 中信關鍵半導體,33.12,-0.76,-2.24%,"-65,232"
16,2337 旺宏,119.00,-3.00,-2.46%,"-60,018"
17,8150 南茂,87.30,-1.80,-2.02%,"-57,125"
18,4958 臻鼎-KY,457.00,-17.00,-3.59%,"-51,614"
19,6005 群益證,30.20,-0.30,-0.98%,"-51,538"
20,6770 力積電,66.60,-3.10,-4.45%,"-48,226"
21,2409 友達,26.15,-0.20,-0.76%,"-48,216"
22,2885 元大金,62.50,-1.50,-2.34%,"-47,208"
23,2492 華新科,298.00,+ 16.00,+5.67%,"-45,575"
24,2352 佳世達,28.75,+ 0.40,+1.41%,"-43,217"
25,2481 強茂,136.50,-3.00,-2.15%,"-40,486"
26,3711 日月光投控,588.00,-11.00,-1.84%,"-40,394"
27,1326 台化,56.70,-2.70,-4.55%,"-39,275"
28,2406 國碩,28.55,-0.20,-0.70%,"-39,080"
29,3702 大聯大,106.50,0.00,0.00%,"-37,988"
30,6239 力成,262.50,-3.00,-1.13%,"-37,350"
31,00982A主動群益台灣強棒,21.63,-0.51,-2.30%,"-37,236"
32,00881 國泰台灣科技龍頭,48.54,-0.94,-1.90%,"-36,133"
33,2382 廣達,331.00,+ 4.00,+1.22%,"-35,965"
34,009820元大納斯達克精選,9.85,-0.24,-2.38%,"-35,406"
35,2515 中工,11.85,+ 0.10,+0.85%,"-34,128"
36,1802 台玻,57.10,+ 0.60,+1.06%,"-33,551"
37,2332 友訊,20.70,-0.30,-1.43%,"-33,058"
38,2308 台達電,"1,765.00",-55.00,-3.02%,"-32,881"
39,8926 台汽電,55.80,-0.20,-0.36%,"-30,831"
40,1718 中纖,10.45,-0.05,-0.48%,"-30,119"
41,6282 康舒,45.55,-0.85,-1.83%,"-29,392"
42,1714 和桐,16.75,-0.15,-0.89%,"-29,140"
43,8046 南電,"1,180.00",-65.00,-5.22%,"-26,247"
44,2892 第一金,33.60,-0.10,-0.30%,"-25,442"
45,2369 菱生,30.60,-0.20,-0.65%,"-22,475"
46,1102 亞泥,33.80,+ 0.30,+0.90%,"-20,390"
47,1710 東聯,14.90,-0.10,-0.67%,"-20,146"
48,1312 國喬,11.75,-0.05,-0.42%,"-19,632"
49,2855 統一證,45.85,-1.00,-2.13%,"-19,483"
50,00929 復華台灣科技優息,28.52,+ 0.03,+0.11%,"-19,290"
