Rank,Stock,Price,Change,ChangePercent,NetSell
1,00981A主動統一台股增長,29.77,+ 0.64,+2.20%,"-85,083"
2,00632R元大台灣50反1,9.81,-0.19,-1.90%,"-38,508"
3,6770 力積電,68.50,+ 0.70,+1.03%,"-35,590"
4,1101 台泥,24.60,+ 0.15,+0.61%,"-35,514"
5,2834 臺企銀,17.00,-0.10,-0.58%,"-34,835"
6,2408 南亞科,496.00,+ 18.50,+3.87%,"-33,141"
7,4958 臻鼎-KY,463.00,-1.00,-0.22%,"-25,356"
8,2449 京元電子,262.00,+ 1.00,+0.38%,"-22,488"
9,00631L元大台灣50正2,36.64,+ 1.23,+3.47%,"-19,963"
10,009828中信台日韓PCB,9.43,+ 0.10,+1.07%,"-19,343"
11,1714 和桐,16.65,+ 0.10,+0.60%,"-18,178"
12,6505 台塑化,78.10,+ 1.60,+2.09%,"-17,575"
13,0050 元大台灣50,107.90,+ 1.70,+1.60%,"-17,409"
14,00685L群益臺灣加權正2,12.13,+ 0.44,+3.76%,"-16,668"
15,3036 文曄,192.50,+ 2.00,+1.05%,"-16,201"
16,1303 南亞,225.50,+ 4.50,+2.04%,"-13,242"
17,00407A主動凱基台灣,9.73,+ 0.17,+1.78%,"-12,736"
18,2337 旺宏,121.50,+ 4.50,+3.85%,"-12,646"
19,00918 大華優利高填息30,35.88,+ 0.42,+1.18%,"-12,055"
20,00409A主動復華全球50,9.90,+ 0.31,+3.23%,"-11,811"
21,00991A主動復華未來50,17.73,+ 0.42,+2.43%,"-11,557"
22,6116 彩晶,14.05,+ 0.15,+1.08%,"-11,081"
23,00712 復華富時不動產,8.68,+ 0.04,+0.46%,"-11,064"
24,2330 台積電,"2,410.00",+ 20.00,+0.84%,"-11,063"
25,00400A主動國泰動能高息,15.17,+ 0.29,+1.95%,"-10,580"
26,6919 康霈*,86.40,+ 1.90,+2.25%,"-10,477"
27,6257 矽格,212.00,+ 3.00,+1.44%,"-10,356"
28,00406A主動中信台灣收益,9.57,+ 0.11,+1.16%,"-9,794"
29,8112 至上,90.50,+ 1.20,+1.34%,"-9,169"
30,00929 復華台灣科技優息,29.40,+ 0.51,+1.77%,"-9,076"
31,009820元大納斯達克精選,9.82,+ 0.16,+1.66%,"-7,913"
32,2603 長榮,233.00,-6.00,-2.51%,"-7,879"
33,1802 台玻,59.10,+ 0.50,+0.85%,"-7,849"
34,1312 國喬,14.60,-0.30,-2.01%,"-7,693"
35,9904 寶成,24.60,+ 0.05,+0.20%,"-7,567"
36,00919 群益台灣精選高息,33.02,+ 0.50,+1.54%,"-7,410"
37,3706 神達,92.50,+ 1.00,+1.09%,"-7,348"
38,1409 新纖,24.55,-0.05,-0.20%,"-7,052"
39,2486 一詮,256.00,-3.50,-1.35%,"-6,695"
40,1717 長興,76.10,-0.70,-0.91%,"-6,646"
41,2344 華邦電,174.00,+ 5.00,+2.96%,"-6,489"
42,2481 強茂,156.00,0.00,0.00%,"-6,282"
43,2201 裕隆,31.10,-0.30,-0.96%,"-6,069"
44,3006 晶豪科,278.50,+ 1.50,+0.54%,"-6,067"
45,4526 東台,32.00,+ 0.60,+1.91%,"-5,821"
46,8150 南茂,90.10,+ 1.00,+1.12%,"-5,655"
47,6669 緯穎,"2,565.00",+ 90.00,+3.64%,"-5,328"
48,2489 瑞軒,41.00,+ 0.10,+0.24%,"-5,317"
49,00935 野村臺灣新科技50,58.65,+ 1.20,+2.09%,"-5,257"
50,5871 中租-KY,111.50,0.00,0.00%,"-5,116"
