Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2409 友達,18.85,+ 1.00,+5.60%,"317,857","206,094","111,763"
2,3231 緯創,139.00,-7.50,-5.12%,"114,217","44,207","70,011"
3,1717 長興,80.80,+ 2.90,+3.72%,"84,480","38,807","45,673"
4,2312 金寶,29.90,+ 1.95,+6.98%,"88,275","44,667","43,608"
5,2610 華航,19.15,+ 0.60,+3.23%,"64,896","21,303","43,592"
6,6282 康舒,55.40,+ 5.00,+9.92%,"90,353","53,598","36,755"
7,1711 永光,54.20,-3.30,-5.74%,"40,774","6,846","33,928"
8,2377 微星,107.50,+ 7.50,+7.50%,"36,533","13,010","23,523"
9,2449 京元電子,299.50,-11.50,-3.70%,"63,414","40,147","23,267"
10,009820元大納斯達克精選,9.99,+ 0.06,+0.60%,"50,124","27,699","22,425"
11,2324 仁寶,30.80,+ 1.15,+3.88%,"81,431","60,000","21,430"
12,2481 強茂,109.00,+ 9.50,+9.55%,"32,693","15,040","17,654"
13,2353 宏碁,28.80,+ 1.00,+3.60%,"46,873","29,519","17,354"
14,4977 眾達-KY,246.00,+ 18.00,+7.89%,"16,622",0,"16,622"
15,5876 上海商銀,39.85,+ 0.95,+2.44%,"22,139","5,778","16,361"
16,3036 文曄,264.50,+ 24.00,+9.98%,"22,384","6,029","16,355"
17,00673R期元大S＆P原油反1,12.12,-0.56,-4.42%,"37,472","21,671","15,802"
18,3035 智原,195.50,+ 17.50,+9.83%,"25,422","10,769","14,652"
19,2330 台積電,"2,235.00",-55.00,-2.40%,"46,173","31,730","14,442"
20,00947 台新臺灣IC設計,37.97,+ 2.18,+6.09%,"21,556","9,372","12,183"
21,2002 中鋼,18.60,-0.15,-0.80%,"49,014","37,205","11,808"
22,2399 映泰,44.80,+ 2.50,+5.91%,"25,679","14,536","11,143"
23,4919 新唐,184.00,+ 16.50,+9.85%,"50,067","39,776","10,291"
24,2328 廣宇,54.70,+ 2.90,+5.60%,"19,872","9,668","10,204"
25,3702 大聯大,114.00,+ 0.50,+0.44%,"35,239","25,184","10,056"
26,8271 宇瞻,256.00,-4.50,-1.73%,"11,446","1,858","9,588"
27,00992A主動群益科技創新,18.50,+ 0.84,+4.76%,"105,504","95,992","9,512"
28,1721 三晃,31.35,+ 2.85,+10.00%,"12,327","3,096","9,231"
29,2855 統一證,43.70,+ 3.70,+9.25%,"20,967","11,857","9,110"
30,6278 台表科,215.50,+ 14.50,+7.21%,"39,508","30,433","9,075"
31,3026 禾伸堂,329.50,-0.50,-0.15%,"31,293","22,733","8,560"
32,2104 國際中橡,10.20,-0.10,-0.97%,"11,541","3,142","8,399"
33,2542 興富發,41.65,+ 1.65,+4.13%,"17,642","9,528","8,115"
34,8261 富鼎,135.00,+ 9.00,+7.14%,"12,188","4,696","7,492"
35,3048 益登,45.00,+ 2.60,+6.13%,"19,158","11,908","7,250"
36,009802富邦旗艦50,18.45,+ 0.48,+2.67%,"18,870","11,888","6,982"
37,00662 富邦NASDAQ,117.95,+ 2.15,+1.86%,"10,098","3,130","6,968"
38,6415 矽力*-KY,468.00,+ 42.50,+9.99%,"9,060","2,272","6,788"
39,1714 和桐,9.81,+ 0.58,+6.28%,"8,691","2,595","6,097"
40,00680L元大美債20正2,6.94,+ 0.01,+0.14%,"21,518","15,524","5,994"
41,2049 上銀,351.00,+ 31.50,+9.86%,"12,320","6,374","5,946"
42,9904 寶成,25.80,-0.10,-0.39%,"17,539","11,646","5,894"
43,6116 彩晶,9.71,+ 0.51,+5.54%,"89,843","84,006","5,837"
44,2472 立隆電,225.00,+ 3.50,+1.58%,"16,592","10,763","5,829"
45,1409 新纖,17.20,+ 0.40,+2.38%,"10,998","5,209","5,789"
46,2845 遠東銀,12.20,0.00,0.00%,"12,465","6,699","5,766"
47,8213 志超,41.80,+ 3.80,+10.00%,"6,809","1,122","5,687"
48,2014 中鴻,18.10,+ 0.25,+1.40%,"9,083","3,449","5,633"
49,00830 國泰費城半導體,82.30,+ 3.70,+4.71%,"15,123","9,519","5,604"
50,00993A主動安聯台灣,13.31,+ 0.41,+3.18%,"22,527","17,053","5,473"
