Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00406A主動中信台灣收益,9.70,+ 0.11,+1.15%,"156,437","510,072","-353,635"
2,00918 大華優利高填息30,34.19,+ 0.04,+0.12%,"64,352","354,576","-290,223"
3,00712 復華富時不動產,7.87,-0.10,-1.25%,"77,104","298,718","-221,613"
4,00632R元大台灣50反1,9.55,-0.12,-1.24%,"51,289","143,174","-91,885"
5,00919 群益台灣精選高息,32.27,+ 0.31,+0.97%,"53,830","102,276","-48,446"
6,009828中信台日韓PCB,9.40,+ 0.06,+0.64%,"41,874","87,040","-45,165"
7,00953B群益優選非投等債,9.55,-0.02,-0.21%,"35,249","57,692","-22,442"
8,00673R期元大S＆P原油反1,10.45,+ 0.19,+1.85%,"21,035","42,370","-21,335"
9,00961 FT臺灣永續高息,13.29,-0.04,-0.30%,"11,787","31,299","-19,512"
10,4958 臻鼎-KY,470.00,-3.00,-0.63%,"6,909","25,993","-19,083"
11,2002 中鋼,18.65,-0.10,-0.53%,"19,228","37,008","-17,779"
12,2887 台新新光金,43.80,-0.60,-1.35%,"81,506","99,009","-17,502"
13,2481 強茂,168.00,-0.50,-0.30%,"13,514","30,011","-16,496"
14,00984D主動聯博全球非投,9.87,-0.01,-0.10%,"16,788","30,676","-13,887"
15,2889 國票金,16.90,-0.25,-1.46%,"11,892","22,935","-11,043"
16,2801 彰銀,28.45,-0.50,-1.73%,"30,103","40,383","-10,280"
17,2313 華通,222.00,-6.50,-2.84%,"15,028","24,403","-9,374"
18,009826貝萊德世界股票,10.02,-0.01,-0.10%,"12,166","21,532","-9,365"
19,00664R國泰臺灣加權反1,1.54,-0.02,-1.28%,"20,966","30,051","-9,085"
20,2338 光罩,49.05,-0.95,-1.90%,"5,862","14,627","-8,764"
21,00753L中信中國50正2,8.95,+ 0.09,+1.02%,"12,794","19,997","-7,203"
22,2834 臺企銀,18.35,0.00,0.00%,"53,825","60,512","-6,686"
23,00930 永豐ESG低碳高息,24.73,+ 0.34,+1.39%,"4,592","10,821","-6,228"
24,2489 瑞軒,43.00,-1.15,-2.60%,"18,623","24,763","-6,140"
25,2324 仁寶,37.60,-0.10,-0.27%,"31,973","37,831","-5,858"
26,00985B群益ESG投等債0-5,10.11,-0.01,-0.10%,"12,583","18,266","-5,682"
27,00713 元大台灣高息低波,63.75,-0.10,-0.16%,"4,735","10,224","-5,489"
28,2354 鴻準,64.90,-0.80,-1.22%,"6,273","11,682","-5,409"
29,4919 新唐,125.50,-1.00,-0.79%,"5,715","10,939","-5,223"
30,009821野村稀土關鍵資源,14.03,-0.12,-0.85%,"4,303","9,093","-4,789"
31,1504 東元,69.10,-0.40,-0.58%,"3,874","8,659","-4,785"
32,5871 中租-KY,110.50,-1.50,-1.34%,"6,711","11,270","-4,558"
33,2633 台灣高鐵,25.70,-0.05,-0.19%,"14,399","18,856","-4,456"
34,00676R富邦臺灣加權反1,5.27,-0.06,-1.13%,"11,236","15,590","-4,353"
35,8046 南電,"1,060.00",-40.00,-3.64%,"4,515","8,782","-4,266"
36,2426 鼎元,99.80,-2.20,-2.16%,"14,195","18,424","-4,228"
37,2601 益航,5.93,+ 0.01,+0.17%,"22,107","26,249","-4,142"
38,2369 菱生,32.25,+ 1.25,+4.03%,"4,196","8,282","-4,086"
39,2884 玉山金,46.20,-0.20,-0.43%,"46,648","50,720","-4,072"
40,2812 台中銀,19.20,-0.15,-0.78%,"33,592","37,608","-4,015"
41,6213 聯茂,542.00,+ 37.00,+7.33%,"13,922","17,879","-3,957"
42,8112 至上,83.10,0.00,0.00%,"1,792","5,703","-3,910"
43,2201 裕隆,29.25,-0.35,-1.18%,"5,873","9,447","-3,574"
44,1709 和益,43.10,+ 3.90,+9.95%,"31,252","34,638","-3,386"
45,3450 聯鈞,545.00,+ 7.00,+1.30%,"5,819","9,022","-3,203"
46,4960 誠美材,23.45,+ 0.55,+2.40%,"6,495","9,562","-3,066"
47,6269 台郡,65.30,+ 1.20,+1.87%,"2,143","4,943","-2,800"
48,00865B國泰US短期公債,48.76,-0.05,-0.10%,"3,861","6,646","-2,784"
49,2317 鴻海,250.00,-0.50,-0.20%,"25,817","28,577","-2,760"
50,009829大華韓國KOSPI50,10.79,+ 0.16,+1.51%,"22,647","25,378","-2,730"
