Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2002 中鋼,19.00,-0.25,-1.30%,"190,902"
2,3231 緯創,170.00,-7.00,-3.95%,"172,685"
3,2618 長榮航,42.75,+ 0.80,+1.91%,"168,488"
4,2884 玉山金,36.25,-0.15,-0.41%,"133,113"
5,2883 凱基金,29.60,-1.10,-3.58%,"105,236"
6,2610 華航,21.75,+ 0.50,+2.35%,"88,701"
7,1402 遠東新,27.40,-0.05,-0.18%,"88,339"
8,1101 台泥,24.80,+ 0.40,+1.64%,"85,371"
9,2412 中華電,141.00,+ 0.50,+0.36%,"83,565"
10,3481 群創,45.00,-2.35,-4.96%,"79,094"
11,3045 台灣大,114.00,+ 0.50,+0.44%,"75,429"
12,2867 三商壽,9.35,+ 0.04,+0.43%,"66,955"
13,2812 台中銀,20.75,0.00,0.00%,"64,708"
14,6505 台塑化,74.60,-3.30,-4.24%,"63,011"
15,2356 英業達,58.80,-5.00,-7.84%,"61,708"
16,5880 合庫金,25.95,0.00,0.00%,"60,240"
17,00712 復華富時不動產,8.79,-0.05,-0.57%,"55,945"
18,5876 上海商銀,43.90,-0.85,-1.90%,"50,113"
19,2317 鴻海,238.00,-15.00,-5.93%,"48,363"
20,2603 長榮,200.00,-3.50,-1.72%,"48,345"
21,4904 遠傳,106.00,-1.50,-1.40%,"47,791"
22,2027 大成鋼,42.20,-2.35,-5.27%,"45,780"
23,4938 和碩,83.20,-4.20,-4.81%,"43,957"
24,2324 仁寶,34.70,-2.45,-6.59%,"43,719"
25,2609 陽明,50.70,-0.40,-0.78%,"42,391"
26,3576 聯合再生,16.85,-1.00,-5.60%,"41,415"
27,2891 中信金,62.40,-0.60,-0.95%,"40,571"
28,2882 國泰金,95.40,-3.10,-3.15%,"37,965"
29,2615 萬海,83.60,-0.40,-0.48%,"37,726"
30,2353 宏碁,28.85,-1.25,-4.15%,"37,141"
31,2834 臺企銀,18.10,-0.10,-0.55%,"36,109"
32,2105 正新,30.70,-0.10,-0.32%,"33,151"
33,2347 聯強,86.00,-2.60,-2.93%,"26,732"
34,00918 大華優利高填息30,31.83,-0.75,-2.30%,"26,025"
35,00953B群益優選非投等債,9.80,-0.02,-0.20%,"23,220"
36,9904 寶成,24.05,-0.25,-1.03%,"23,112"
37,2845 遠東銀,13.30,-0.10,-0.75%,"20,720"
38,1102 亞泥,33.00,-0.10,-0.30%,"18,688"
39,00631L元大台灣50正2,30.60,-2.94,-8.77%,"18,564"
40,9945 潤泰新,26.00,-0.35,-1.33%,"17,323"
41,5871 中租-KY,120.00,0.00,0.00%,"15,390"
42,2489 瑞軒,27.45,-2.60,-8.65%,"14,968"
43,2646 星宇航空,21.80,+ 0.20,+0.93%,"14,769"
44,2606 裕民,62.10,-0.70,-1.11%,"14,173"
45,2881 富邦金,125.50,-4.50,-3.46%,"14,157"
46,2885 元大金,63.50,-1.20,-1.85%,"13,039"
47,1326 台化,60.90,-4.10,-6.31%,"12,884"
48,1718 中纖,9.73,-0.52,-5.07%,"12,417"
49,00992A主動群益科技創新,14.58,-1.19,-7.55%,"12,221"
50,3034 聯詠,492.50,-25.50,-4.92%,"12,215"
