Rank,Stock,Price,Change,ChangePercent,NetBuy
1,00403A主動統一升級50,10.40,+ 0.08,+0.78%,"443,587"
2,00981A主動統一台股增長,30.39,+ 0.17,+0.56%,"293,132"
3,6770 力積電,74.60,-3.80,-4.85%,"265,257"
4,00631L元大台灣50正2,35.95,+ 0.26,+0.73%,"179,137"
5,0050 元大台灣50,106.45,+ 0.05,+0.05%,"169,225"
6,2324 仁寶,41.65,-1.55,-3.59%,"144,903"
7,1605 華新,38.50,-0.55,-1.41%,"130,905"
8,009816凱基台灣TOP50,15.52,+ 0.03,+0.19%,"127,418"
9,00632R元大台灣50反1,9.97,-0.04,-0.40%,"119,769"
10,2408 南亞科,524.00,+ 12.00,+2.34%,"119,026"
11,00407A主動凱基台灣,9.91,-0.01,-0.10%,"91,220"
12,3231 緯創,187.00,-6.50,-3.36%,"86,262"
13,2002 中鋼,18.85,-0.15,-0.79%,"81,680"
14,2027 大成鋼,50.00,+ 2.40,+5.04%,"81,585"
15,1216 統一,75.20,-0.60,-0.79%,"77,379"
16,0056 元大高股息,53.00,-0.40,-0.75%,"72,563"
17,2301 光寶科,263.50,-3.50,-1.31%,"72,098"
18,00992A主動群益科技創新,18.23,+ 0.32,+1.79%,"69,819"
19,00400A主動國泰動能高息,15.05,+ 0.26,+1.76%,"69,605"
20,1402 遠東新,27.55,+ 0.45,+1.66%,"62,869"
21,00405A主動富邦台灣龍耀,8.80,+ 0.14,+1.62%,"62,531"
22,00991A主動復華未來50,18.58,+ 0.34,+1.86%,"62,064"
23,2317 鴻海,255.00,-4.50,-1.73%,"52,309"
24,8112 至上,93.50,-2.30,-2.40%,"51,552"
25,2615 萬海,99.60,+ 9.00,+9.93%,"51,099"
26,2356 英業達,66.70,-3.20,-4.58%,"50,193"
27,2618 長榮航,41.80,+ 1.90,+4.76%,"48,798"
28,2603 長榮,231.50,+ 12.50,+5.71%,"48,675"
29,00988A主動統一全球創新,17.69,+ 0.32,+1.84%,"46,738"
30,009821野村稀土關鍵資源,15.02,+ 0.26,+1.76%,"41,685"
31,00999A主動野村臺灣高息,11.42,+ 0.08,+0.71%,"41,682"
32,00919 群益台灣精選高息,30.34,-0.23,-0.75%,"41,066"
33,2891 中信金,65.60,-0.20,-0.30%,"39,389"
34,3037 欣興,"1,120.00",+ 100.00,+9.80%,"38,554"
35,2344 華邦電,181.50,-2.00,-1.09%,"37,884"
36,3706 神達,92.10,-0.60,-0.65%,"36,033"
37,2634 漢翔,71.00,+ 0.40,+0.57%,"35,931"
38,4938 和碩,90.30,-4.50,-4.75%,"33,308"
39,2609 陽明,54.70,+ 3.10,+6.01%,"33,260"
40,009819中信數據及電力,10.34,-0.16,-1.52%,"32,564"
41,0052 富邦科技,61.80,-0.15,-0.24%,"32,002"
42,2353 宏碁,31.45,-0.85,-2.63%,"30,372"
43,2354 鴻準,61.70,-0.80,-1.28%,"29,396"
44,3006 晶豪科,273.00,-0.50,-0.18%,"26,748"
45,2867 三商壽,9.71,-0.04,-0.41%,"25,008"
46,2376 技嘉,358.00,-39.50,-9.94%,"24,314"
47,1717 長興,71.80,+ 0.10,+0.14%,"24,244"
48,2887 台新新光金,37.15,-0.60,-1.59%,"23,223"
49,1504 東元,71.90,+ 1.30,+1.84%,"23,032"
50,2377 微星,149.50,-9.50,-5.97%,"21,632"
